SAMPLES,Baya.LCH.C,Baya.LCH.C.GEBV,Baya.LCH.H,Baya.LCH.H.GEBV,Baya.LCH.L,Baya.LCH.L.GEBV,PriBrote.LCH.C,PriBrote.LCH.C.GEBV,PriBrote.LCH.H,PriBrote.LCH.H.GEBV,PriBrote.LCH.L,PriBrote.LCH.L.GEBV,PriFlor.LCH.C,PriFlor.LCH.C.GEBV,PriFlor.LCH.H,PriFlor.LCH.H.GEBV,PriFlor.LCH.L,PriFlor.LCH.L.GEBV,PriTuber.LCH.C,PriTuber.LCH.C.GEBV,PriTuber.LCH.H,PriTuber.LCH.H.GEBV,PriTuber.LCH.L,PriTuber.LCH.L.GEBV,Pulpa.LCH.C,Pulpa.LCH.C.GEBV,Pulpa.LCH.H,Pulpa.LCH.H.GEBV,Pulpa.LCH.L,Pulpa.LCH.L.GEBV,SecBrote.LCH.C,SecBrote.LCH.C.GEBV,SecBrote.LCH.H,SecBrote.LCH.H.GEBV,SecBrote.LCH.L,SecBrote.LCH.L.GEBV,SecTuber.LCH.C,SecTuber.LCH.C.GEBV,SecTuber.LCH.H,SecTuber.LCH.H.GEBV,SecTuber.LCH.L,SecTuber.LCH.L.GEBV,Tallo.LCH.C,Tallo.LCH.C.GEBV,Tallo.LCH.H,Tallo.LCH.H.GEBV,Tallo.LCH.L,Tallo.LCH.L.GEBV
15061560,44.002,48,118.633,118,59.115,66,31.09,26,315.05745,314,35.795,33,30.564,43,300.16969,319,69.411,61,37.314,35,53.175,16,47.972,40,19.922,18,90.412,90,84.678,84,5.135,7,234.045,318,94.708,96,35.235,32,71.45651,41,68.585,54,47.35,44,115.38962,117,53.807,54
15061544,45.329,28,115.976,115,59.291,50,24.936,26,309.81171,314,30.65,33,53.401,36,321.14762,324,44.715,66,18.118,19,177.056,5,35.771,27,8.908,3,70.926,32,90.085,92,5.837,4,193.504,41,94.4,94,37.067,47,112.38731,85,74.355,76,20.103,16,293.2041,359,34.66,28
15061449,43.165,48,117.763,117,58.642,66,29.056,20,315.63874,307,33.401,26,56.319,45,320.7095,310,43.597,58,20.333,43,197.42,355,37.239,51,16.921,18,84.937,90,85.54,84,5.85,7,195.856,318,95.311,96,36.374,42,88.86455,96,75.114,80,35.551,44,170.87073,117,49.717,54
15062348,48.621,44,116.052,117,60.476,54,52.449,43,332.4913,320,43.343,53,52.014,49,322.80883,320,47.637,54,33.889,29,49.546,17,47.532,35,20.538,26,89.947,94,84.412,84,6.98,4,225.986,41,94.259,94,38.136,47,75.65954,85,71.179,76,42.506,44,123.13098,117,53.515,54
15061916,45.166,32,116.624,112,58.968,58,24.908,20,309.29414,307,31.801,26,48.912,39,321.15914,321,42.308,36,25.097,19,89.545,5,35.967,27,15.766,18,84.932,90,86.223,84,6.279,7,198.979,318,94.168,96,34.891,35,121.58785,83,72.023,75,33.417,44,178.06315,117,46.3,54
15062138,45.235,59,116.08,106,59.407,69,24.534,28,309.67152,306,31.54,27,47.709,58,315.28139,322,48.466,43,19.226,8,178.385,313,36.629,29,13.854,3,73.448,32,88.602,92,6.061,4,190.988,41,94.126,94,36.601,35,112.08219,83,71.111,75,26.958,16,258.88885,359,37.083,28
15061946,44.064,44,117.374,117,59.097,54,21.804,20,309.72629,307,29.048,26,50.619,40,317.14364,314,41.032,48,26.477,22,116.08,344,34.229,27,16.486,6,87.275,71,85.366,92,5.736,7,284.544,318,95.767,96,36.045,36,82.03892,83,70.329,79,23.911,16,262.33221,359,36.89,28
15061676,45.159,45,116.618,128,58.967,58,24.728,26,309.12388,314,31.863,33,48.197,42,320.01736,316,42.792,41,24.951,32,89.986,14,35.556,38,15.768,18,84.822,90,86.127,84,6.214,7,199.08,318,94.081,96,34.893,36,121.51721,83,72.058,79,33.6,44,177.28041,117,46.385,54
15060536,43.785,44,116.712,117,58.364,54,37.254,59,309.69255,350,38.221,47,54.755,36,318.96311,319,43.174,67,39.464,32,188.876,84,54.232,81,14.935,18,84.186,90,88.892,84,8.161,7,245.143,318,93.491,95,33.989,36,98.37738,96,60.353,29,27.669,44,264.66023,117,39.061,54
15061391,45.403,44,117.453,117,59.123,54,32.109,4,294.2802,41,41.081,94,52.747,55,324.6823,329,45.232,36,20.34,16,223.963,359,40.66,28,15.863,18,84.653,90,86.539,84,11.505,34,185.764,316,87.181,33,35.226,41,94.55295,86,69.387,80,28.148,16,245.40742,359,39.826,28
15061662,43.224,38,117.738,115,58.641,50,28.692,26,315.60547,314,33.137,33,55.687,42,321.38817,312,43.563,49,20.116,16,197.601,359,37.043,28,17.012,3,85.115,32,85.495,92,5.814,4,194.897,41,95.358,94,36.376,42,88.38112,96,75.219,80,35.9,16,166.96067,359,49.977,28
15061228,43.13,45,117.476,128,58.552,58,31.392,20,310.18497,307,32.52,26,45.771,58,317.80687,312,54.899,43,23.987,11,82.238,328,42.895,30,14.809,18,80.697,90,86.593,84,7.513,7,178.008,318,94.369,95,34.728,35,95.37009,93,73.233,82,27.79,16,263.77779,359,38.771,28
15061356,41.042,44,120.105,117,57.368,54,34.828,49,318.13492,320,35.15,54,48.306,43,323.54585,319,53.376,61,31.512,35,165.648,53,55.548,60,8.927,6,68.155,88,90.058,92,5.684,7,197.46,318,94.602,96,33.894,26,75.92056,342,67.044,50,37.617,44,137.86076,117,51.434,54
15061963,45.427,45,117.426,128,59.122,58,32.069,38,294.35859,334,40.889,43,52.556,58,324.24751,322,45.353,43,20.386,11,224.15,318,40.77,28,15.783,6,84.365,71,86.631,92,11.497,4,185.466,41,87.265,94,35.229,41,94.29817,86,69.17,80,28.181,44,244.82728,117,39.923,54
15061338,44.967,48,115.837,118,59.353,66,25.1,20,309.31541,307,31.079,26,51.908,49,320.9609,320,45.341,54,17.786,8,179.444,313,35.059,29,8.829,6,69.32,71,89.877,92,5.866,7,183.626,318,94.207,96,37.366,35,108.20271,83,73.426,75,22.492,16,282.2728,359,34.962,28
15062331,40.924,8,120.139,70,57.281,77,35.166,58,317.53449,322,34.879,43,48.49,57,322.46768,327,53.663,45,31.235,26,167.403,342,55.829,50,8.732,6,67.379,71,90.261,92,5.811,5,197.542,344,94.601,95,33.876,37,72.55107,74,66.859,74,37.238,44,137.19995,117,51.678,54
15062098,48.64,48,116.052,118,60.473,66,52.207,58,332.39679,336,43.217,48,51.284,49,321.50491,320,48.326,54,33.861,28,49.649,22,47.392,39,20.584,18,90.117,90,84.334,84,6.961,4,225.104,41,94.317,94,38.108,47,77.24788,85,70.841,76,42.414,44,124.17516,117,53.409,54
15062114,45.059,50,115.79,115,59.569,71,34.444,39,310.03243,308,38.195,54,51.28,58,321.53315,322,44.725,43,33.921,47,121.902,85,62.17,76,15.421,18,86.925,90,85.926,84,7.236,7,160.458,318,93.765,96,30.399,8,174.4831,313,54.151,29,26.505,16,275.07763,359,36.847,28
15062046,44.983,44,117.851,117,59.262,54,34.463,53,319.11203,341,39.439,44,50.473,57,314.33877,327,46.337,45,28.72,41,122.318,86,49.006,80,19.714,26,91.976,94,85.512,84,8.459,7,222.048,318,93.421,95,35.542,41,166.46373,6,69.978,49,38.749,44,187.67033,117,47.038,54
15062370,45.3,44,117.976,117,59.337,54,26.05,20,311.40351,307,29.331,26,48.406,58,318.29022,312,42.635,43,15.159,8,242.192,313,32.661,29,20.365,26,86.979,94,85.13,84,6.371,4,185.415,41,93.903,94,38.061,35,98.41072,83,74.605,75,33.012,44,206.97073,117,43.372,54
15061685,45.467,50,116.857,115,60.04,71,21.738,28,310.33738,306,28.807,27,46.888,49,314.94739,320,45.766,54,33.497,32,56.236,14,40.129,38,20.036,26,90.364,94,84.376,84,6.665,7,222.816,318,93.879,96,35.846,40,129.42571,18,74.406,82,25.247,21,221.68931,132,41.186,49
15061540,46.253,45,116.353,115,60.361,72,27.956,20,309.6618,307,31.118,26,49.629,58,315.59321,322,48.616,43,36.768,41,80.396,86,63.52,80,18.805,18,87.346,90,85.024,84,5.59,58,231.792,353,94.338,48,34.792,32,51.07803,25,55.925,42,45.155,44,117.4075,117,54.045,54
15061721,45.548,59,115.479,106,59.674,69,47.569,43,328.99472,331,37.141,37,56.025,57,327.14252,327,40.993,45,30.785,28,59.587,22,45.433,39,12.78,18,78.98,90,88.362,84,5.55,7,239.187,318,93.981,96,34.396,41,96.75241,86,66.995,80,25.796,24,259.08646,136,38.502,54
15062074,46.006,44,116.475,117,60.06,54,23.991,20,311.89222,307,30.909,26,47.171,31,314.2552,304,43.836,70,29.045,41,125.067,86,42.028,80,12.848,3,73.716,32,88.476,92,8.483,4,221.39,41,91.913,94,34.697,26,108.52127,342,63.677,50,41.871,44,138.27825,117,51.472,54
15062362,45.19,44,116.664,117,58.973,54,25.515,40,309.30005,309,32.182,43,48.632,42,320.93275,316,42.677,41,24.767,47,88.795,85,35.79,76,15.777,18,84.486,90,86.243,84,6.198,4,197.474,41,94.118,94,34.955,31,121.12766,10,72.276,38,33.836,44,177.47209,117,46.301,54
15061689,45.413,59,117.426,106,59.117,69,32.044,47,294.27851,352,41,36,52.649,55,324.40169,329,45.157,36,20.33,11,223.872,318,40.664,28,15.829,18,84.553,90,86.557,84,11.497,7,185.651,318,87.199,96,35.247,36,94.16354,83,69.165,79,28.175,44,244.12842,117,39.897,54
15061357,45.364,44,117.939,117,59.394,54,26.151,20,311.54905,307,29.368,26,47.886,58,317.66533,322,43.02,43,15.212,8,242.675,313,32.808,29,20.384,18,87.565,90,85.131,84,6.338,4,184.745,41,93.956,94,38.065,35,99.67361,83,74.271,75,32.887,16,208.03838,359,43.266,28
15061376,48.625,44,116.052,117,60.474,54,52.461,58,332.44693,336,43.281,48,51.986,55,322.58735,329,47.66,36,33.707,32,50.482,14,47.28,38,20.537,26,89.946,94,84.426,84,6.965,7,224.604,318,94.263,96,38.17,35,75.36713,83,70.841,75,42.467,44,124.03181,117,53.47,54
15061308,45.434,44,117.424,117,59.123,54,32.26,28,294.52928,306,41.015,27,52.448,46,324.01329,323,45.417,57,20.385,8,222.733,313,40.735,29,15.811,35,84.621,93,86.569,82,11.498,7,185.735,318,87.218,95,35.262,47,94.26436,18,69.17,75,28.166,44,244.89105,117,39.832,54
