Prefix,HCL_component,Models,Traits,Heritability
CPBrote,H,BA,CPBrote.H,0.30183351069409
CPBrote,H,BA,CPBrote.H,0.288985445175481
CPBrote,H,BA,CPBrote.H,0.24672072407556
CPBrote,H,BA,CPBrote.H,0.243066668699701
CPBrote,H,BA,CPBrote.H,0.263931358125062
CPBrote,H,BA,CPBrote.H,0.27366888667422
CPBrote,L,BA,CPBrote.L,0.8040224183827
CPBrote,L,BA,CPBrote.L,0.818215055355338
CPBrote,L,BA,CPBrote.L,0.793127990230154
CPBrote,L,BA,CPBrote.L,0.789380254223144
CPBrote,L,BA,CPBrote.L,0.801790452680489
CPBrote,L,BA,CPBrote.L,0.792333174667718
CPBrote,L,BA,CPBrote.L,0.78456999052584
CPBrote,L,BA,CPBrote.L,0.755709355496346
CPBrote,L,BA,CPBrote.L,0.770541524535812
CPBrote,L,BA,CPBrote.L,0.772346640393404
CPBrote,L,BA,CPBrote.L,0.788786323785947
CPBrote,L,BA,CPBrote.L,0.778539661965846
CPBrote,L,BA,CPBrote.L,0.774025243224241
CPBrote,L,BA,CPBrote.L,0.758482196468519
CPBrote,L,BA,CPBrote.L,0.768327435836036
CPBrote,L,BA,CPBrote.L,0.781746366046905
CPBrote,L,BA,CPBrote.L,0.772275983162054
CPBrote,L,BA,CPBrote.L,0.79048536648271
CPBrote,L,BA,CPBrote.L,0.767185651237285
CPBrote,L,BA,CPBrote.L,0.749431652856241
CPBrote,L,BA,CPBrote.L,0.768377277155284
CPBrote,L,BA,CPBrote.L,0.745846876510964
CPBrote,L,BA,CPBrote.L,0.755115397045793
CPBrote,L,BA,CPBrote.L,0.760395353738197
CPBrote,L,BA,CPBrote.L,0.772504723828186
CPBrote,L,BA,CPBrote.L,0.765227126442327
CPBrote,L,BA,CPBrote.L,0.756699182374685
CPBrote,L,BA,CPBrote.L,0.781524568018958
CPBrote,L,BA,CPBrote.L,0.770707628228111
CPBrote,L,BA,CPBrote.L,0.733449854955216
CPBrote,L,BA,CPBrote.L,0.722922879426867
CPBrote,L,BA,CPBrote.L,0.758862131171987
CPBrote,L,BA,CPBrote.L,0.738894697585529
CPBrote,L,BA,CPBrote.L,0.747257158762807
CPBrote,L,BA,CPBrote.L,0.749393082160095
CPBrote,L,BA,CPBrote.L,0.747622337128634
CPBrote,L,BA,CPBrote.L,0.74502034518351
CPBrote,L,BA,CPBrote.L,0.751359473809973
CPBrote,L,BA,CPBrote.L,0.767374156535588
CPBrote,L,BA,CPBrote.L,0.741931553457749
CPBrote,L,BA,CPBrote.L,0.755426038986307
CPBrote,L,BA,CPBrote.L,0.734159883065937
CPBrote,L,BA,CPBrote.L,0.750352811718129
CPBrote,L,BA,CPBrote.L,0.73882670253315
CPBrote,L,BA,CPBrote.L,0.735785337952629
CPBrote,L,BA,CPBrote.L,0.758580730549978
CPBrote,L,BA,CPBrote.L,0.739129459226633
CPBrote,L,BA,CPBrote.L,0.753468855738279
CPBrote,L,BA,CPBrote.L,0.744379224956992
CPBrote,L,BA,CPBrote.L,0.741855995291821
CPBrote,L,BA,CPBrote.L,0.739794266235336
CPBrote,L,BA,CPBrote.L,0.709141188009351
CPBrote,L,BA,CPBrote.L,0.73931558383301
CPBrote,L,BA,CPBrote.L,0.730962959727258
CPBrote,L,BA,CPBrote.L,0.741604530861698
CPBrote,L,BA,CPBrote.L,0.713139720693308
CPBrote,L,BA,CPBrote.L,0.734857483702858
CPBrote,L,BA,CPBrote.L,0.738916954423473
CPBrote,L,BA,CPBrote.L,0.753890974967593
CPBrote,L,BA,CPBrote.L,0.723759474773842
CPBrote,L,BA,CPBrote.L,0.71377386463655
CPBrote,L,BA,CPBrote.L,0.720703820430317
CPBrote,L,BA,CPBrote.L,0.733911636173807
CPBrote,L,BA,CPBrote.L,0.730115802556996
CPBrote,L,BA,CPBrote.L,0.723516192214767
CPBrote,L,BA,CPBrote.L,0.721626152510157
CPBrote,L,BA,CPBrote.L,0.683783965213626
CPBrote,L,BA,CPBrote.L,0.699527198872195
CPBrote,L,BA,CPBrote.L,0.749642432924274
CPBrote,L,BA,CPBrote.L,0.723449846910904
CPBrote,L,BA,CPBrote.L,0.741578750391957
CPBrote,L,BA,CPBrote.L,0.72279230963622
CPBrote,L,BA,CPBrote.L,0.718901585673215
CPBrote,L,BA,CPBrote.L,0.707454803880627
CPBrote,L,BA,CPBrote.L,0.734577921028091
CPBrote,L,BA,CPBrote.L,0.727123026741469
CPBrote,L,BA,CPBrote.L,0.712794109957493
CPBrote,L,BA,CPBrote.L,0.690508617423795
CPBrote,L,BA,CPBrote.L,0.736294206964514
CPBrote,L,BA,CPBrote.L,0.673348847031176
CPBrote,L,BA,CPBrote.L,0.714288915304096
CPBrote,L,BA,CPBrote.L,0.711281143181243
CPBrote,L,BA,CPBrote.L,0.701108610150151
CPBrote,L,BA,CPBrote.L,0.698605934718589
CPBrote,L,BA,CPBrote.L,0.693327594651644
CPBrote,L,BA,CPBrote.L,0.701046431597274
CPBrote,L,BA,CPBrote.L,0.737197632764213
CPBrote,L,BA,CPBrote.L,0.710178603712791
CPBrote,L,BA,CPBrote.L,0.685765107934097
CPBrote,L,BA,CPBrote.L,0.685897637521311
CPBrote,L,BA,CPBrote.L,0.677517464417417
CPBrote,L,BA,CPBrote.L,0.685504948223499
CPBrote,L,BA,CPBrote.L,0.657255596901293
CPBrote,L,BA,CPBrote.L,0.64699900317988
CPBrote,L,BA,CPBrote.L,0.678979164521333
CPBrote,L,BA,CPBrote.L,0.651336419833228
CPBrote,L,BA,CPBrote.L,0.648840286295375
CPBrote,L,BA,CPBrote.L,0.644529628393582
CPBrote,L,BA,CPBrote.L,0.649602207082949
CPBrote,L,BA,CPBrote.L,0.679427566959427
CPBrote,L,BA,CPBrote.L,0.679295867685089
CPBrote,L,BA,CPBrote.L,0.63392271707006
CPBrote,L,BA,CPBrote.L,0.619733678657652
CPBrote,L,BA,CPBrote.L,0.628737070855898
CPBrote,L,BA,CPBrote.L,0.608972135228735
CPBrote,L,BA,CPBrote.L,0.586535874986714
CPBrote,L,BA,CPBrote.L,0.606445275672003
CPBrote,L,BA,CPBrote.L,0.569914842417018
CPBrote,L,BA,CPBrote.L,0.588520969839181
CPBrote,L,BA,CPBrote.L,0.582865790893403
CPBrote,L,BA,CPBrote.L,0.607110406649544
CPBrote,L,BA,CPBrote.L,0.583041652666736
CPBrote,L,BA,CPBrote.L,0.595283781384884
CPBrote,L,BA,CPBrote.L,0.578490593998402
CPBrote,L,BA,CPBrote.L,0.546120272323564
CPBrote,L,BA,CPBrote.L,0.585265002052058
CPBrote,L,BA,CPBrote.L,0.5997572825918
CPBrote,L,BA,CPBrote.L,0.638133363839162
CPBrote,L,BA,CPBrote.L,0.574107620116857
CPBrote,L,BA,CPBrote.L,0.580826000367805
CPBrote,L,BA,CPBrote.L,0.572232113466589
CPBrote,L,BA,CPBrote.L,0.525720396434337
CPBrote,L,BA,CPBrote.L,0.531045579360646
CPBrote,L,BA,CPBrote.L,0.546492425187439
CPBrote,L,BA,CPBrote.L,0.551999539347294
CPBrote,L,BA,CPBrote.L,0.541332862686457
CPBrote,L,BA,CPBrote.L,0.502214124937188
CPBrote,L,BA,CPBrote.L,0.537117857861627
CPBrote,L,BA,CPBrote.L,0.535963357681715
CPBrote,L,BA,CPBrote.L,0.57599440224177
CPBrote,L,BA,CPBrote.L,0.550877868146928
CPBrote,L,BA,CPBrote.L,0.525121393489889
CPBrote,L,BA,CPBrote.L,0.538022529781773
CPBrote,L,BA,CPBrote.L,0.512860956773088
CPBrote,L,BA,CPBrote.L,0.539487158647594
CPBrote,L,BA,CPBrote.L,0.546212754808551
CPBrote,L,BA,CPBrote.L,0.490953094534107
CPBrote,L,BA,CPBrote.L,0.51588836924836
CPBrote,L,BA,CPBrote.L,0.524818636315286
CPBrote,L,BA,CPBrote.L,0.502551897372711
CPBrote,L,BA,CPBrote.L,0.517233466787712
CPBrote,L,BA,CPBrote.L,0.515753281878047
CPBrote,L,BA,CPBrote.L,0.500399704883876
CPBrote,L,BA,CPBrote.L,0.542548366805793
CPBrote,L,BA,CPBrote.L,0.527933286680662
CPBrote,L,BA,CPBrote.L,0.550863159074965
CPBrote,L,BA,CPBrote.L,0.550739881230088
CPBrote,L,BA,CPBrote.L,0.565538806375483
CPBrote,L,BA,CPBrote.L,0.607997604007415
CPBrote,L,BA,CPBrote.L,0.559706053004882
CPBrote,L,BA,CPBrote.L,0.601704258677211
CPBrote,L,BA,CPBrote.L,0.55403525697824
CPBrote,L,BA,CPBrote.L,0.619402378857081
CPBrote,L,BA,CPBrote.L,0.568744105456799
CPBrote,L,BA,CPBrote.L,0.558276438855806
CPBrote,L,BA,CPBrote.L,0.576616122158335
CPBrote,L,BA,CPBrote.L,0.589828036657176
CPBrote,L,BA,CPBrote.L,0.573139638261702
CPBrote,L,BA,CPBrote.L,0.570264644121384
CPBrote,L,BA,CPBrote.L,0.568844221490653
CPBrote,L,BA,CPBrote.L,0.575958451463063
CPBrote,L,BA,CPBrote.L,0.596879326505516
CPBrote,L,BA,CPBrote.L,0.563524738754562
CPBrote,L,BA,CPBrote.L,0.562387262773887
CPBrote,L,BA,CPBrote.L,0.578234194888169
CPBrote,L,BA,CPBrote.L,0.550421802671777
CPBrote,L,BA,CPBrote.L,0.557223280413514
CPBrote,L,BA,CPBrote.L,0.535701241892382
CPBrote,L,BA,CPBrote.L,0.579528956860115
CPBrote,L,BA,CPBrote.L,0.562979307072592
CPBrote,L,BA,CPBrote.L,0.553540798915808
CPBrote,L,BA,CPBrote.L,0.557442463272849
CPBrote,L,BA,CPBrote.L,0.588583075181567
CPBrote,L,BA,CPBrote.L,0.587255751311378
CPBrote,L,BA,CPBrote.L,0.572814450867668
CPBrote,L,BA,CPBrote.L,0.573736453030144
CPBrote,L,BA,CPBrote.L,0.578011823766115
CPBrote,L,BA,CPBrote.L,0.569721783321377
CPBrote,L,BA,CPBrote.L,0.603848502781574
CPBrote,L,BA,CPBrote.L,0.611645008207317
CPBrote,L,BA,CPBrote.L,0.573480349720801
CPBrote,L,BA,CPBrote.L,0.543933287873495
CPBrote,L,BA,CPBrote.L,0.578254844127951
CPBrote,L,BA,CPBrote.L,0.596816638774178
CPBrote,L,BA,CPBrote.L,0.605273739762472
CPBrote,L,BA,CPBrote.L,0.60120845501611
CPBrote,L,BA,CPBrote.L,0.622172454340972
CPBrote,L,BA,CPBrote.L,0.630472699492672
CPBrote,L,BA,CPBrote.L,0.609929765122448
CPBrote,L,BA,CPBrote.L,0.650264354017251
CPBrote,L,BA,CPBrote.L,0.640211650322176
CPBrote,L,BA,CPBrote.L,0.664064227446702
CPBrote,L,BA,CPBrote.L,0.623371089693193
CPBrote,L,BA,CPBrote.L,0.620096024456261
CPBrote,L,BA,CPBrote.L,0.60623658147267
CPBrote,L,BA,CPBrote.L,0.635756242669046
CPBrote,L,BA,CPBrote.L,0.656804216919707
CPBrote,L,BA,CPBrote.L,0.643477204750749
CPBrote,L,BA,CPBrote.L,0.621877660245294
CPBrote,L,BA,CPBrote.L,0.664434714332746
CPBrote,L,BA,CPBrote.L,0.657388584733576
CPBrote,L,BA,CPBrote.L,0.653407711785855
CPBrote,L,BA,CPBrote.L,0.651611211889279
CPBrote,L,BA,CPBrote.L,0.647508291283063
CPBrote,L,BA,CPBrote.L,0.634749334449962
CPBrote,L,BA,CPBrote.L,0.64287552714717
CPBrote,L,BA,CPBrote.L,0.609533010661012
CPBrote,L,BA,CPBrote.L,0.58366646935417
CPBrote,L,BA,CPBrote.L,0.60883005298572
CPBrote,L,BA,CPBrote.L,0.574122988790943
CPBrote,L,BA,CPBrote.L,0.61268249285585
CPBrote,L,BA,CPBrote.L,0.648640844878181
CPBrote,L,BA,CPBrote.L,0.627726004984426
CPBrote,L,BA,CPBrote.L,0.616398988462233
CPBrote,L,BA,CPBrote.L,0.606411585325191
CPBrote,L,BA,CPBrote.L,0.595684258515807
CPBrote,L,BA,CPBrote.L,0.612744545013409
CPBrote,L,BA,CPBrote.L,0.63602736966965
CPBrote,L,BA,CPBrote.L,0.612957928525149
CPBrote,L,BA,CPBrote.L,0.619625373122189
CPBrote,L,BA,CPBrote.L,0.611426797027333
CPBrote,L,BA,CPBrote.L,0.576947691306751
CPBrote,L,BA,CPBrote.L,0.586180830357036
CPBrote,L,BA,CPBrote.L,0.577449583402606
CPBrote,L,BA,CPBrote.L,0.571240388465713
CPBrote,L,BA,CPBrote.L,0.599066844417378
CPBrote,L,BA,CPBrote.L,0.568387981612125
CPBrote,L,BA,CPBrote.L,0.585482454036904
CPBrote,L,BA,CPBrote.L,0.583038530401178
CPBrote,L,BA,CPBrote.L,0.599877014461551
CPBrote,L,BA,CPBrote.L,0.609989268902134
CPBrote,L,BA,CPBrote.L,0.590516981139586
CPBrote,L,BA,CPBrote.L,0.610765659271228
CPBrote,L,BA,CPBrote.L,0.617486807203876
CPBrote,L,BA,CPBrote.L,0.639151877379596
CPBrote,L,BA,CPBrote.L,0.651195585189956
CPBrote,L,BA,CPBrote.L,0.602818691260641
CPBrote,L,BA,CPBrote.L,0.630797334087567
CPBrote,L,BA,CPBrote.L,0.634811648163429
CPBrote,L,BA,CPBrote.L,0.632556429514251
CPBrote,L,BA,CPBrote.L,0.641398610582257
CPBrote,L,BA,CPBrote.L,0.614949451891971
CPBrote,L,BA,CPBrote.L,0.635395650018408
CPBrote,L,BA,CPBrote.L,0.596095619167865
CPBrote,L,BA,CPBrote.L,0.603175522660253
CPBrote,L,BA,CPBrote.L,0.606466938333534
CPBrote,L,BA,CPBrote.L,0.588445497360917
CPBrote,L,BA,CPBrote.L,0.572401154746701
CPBrote,L,BA,CPBrote.L,0.592332355035471
CPBrote,L,BA,CPBrote.L,0.592897779483118
CPBrote,L,BA,CPBrote.L,0.573716083502284
CPBrote,L,BA,CPBrote.L,0.59595453773833
CPBrote,L,BA,CPBrote.L,0.61457567721825
CPBrote,L,BA,CPBrote.L,0.605116748211795
CPBrote,L,BA,CPBrote.L,0.589904741712226
CPBrote,L,BA,CPBrote.L,0.59376177004191
CPBrote,L,BA,CPBrote.L,0.573880390043864
CPBrote,L,BA,CPBrote.L,0.596165137397236
CPBrote,L,BA,CPBrote.L,0.553869572554179
CPBrote,L,BA,CPBrote.L,0.569523421544679
CPBrote,L,BA,CPBrote.L,0.570493383910787
CPBrote,L,BA,CPBrote.L,0.605514419080504
CPBrote,L,BA,CPBrote.L,0.601398502858357
CPBrote,L,BA,CPBrote.L,0.594495692640123
CPBrote,L,BA,CPBrote.L,0.563813357093844
CPBrote,L,BA,CPBrote.L,0.561320194056176
CPBrote,L,BA,CPBrote.L,0.58777145788276
CPBrote,L,BA,CPBrote.L,0.592526515253972
CPBrote,L,BA,CPBrote.L,0.571130950564308
CPBrote,L,BA,CPBrote.L,0.574986063930372
CPBrote,L,BA,CPBrote.L,0.556163288701949
CPBrote,L,BA,CPBrote.L,0.551269131345961
CPBrote,L,BA,CPBrote.L,0.566542324548712
CPBrote,L,BA,CPBrote.L,0.554070041617863
CPBrote,L,BA,CPBrote.L,0.559338174698785
CPBrote,L,BA,CPBrote.L,0.535719593424853
CPBrote,L,BA,CPBrote.L,0.536215614542455
CPBrote,L,BA,CPBrote.L,0.561489842438123
CPBrote,L,BA,CPBrote.L,0.545191744473128
CPBrote,L,BA,CPBrote.L,0.532362956346991
CPBrote,L,BA,CPBrote.L,0.559489960968282
CPBrote,L,BA,CPBrote.L,0.554358283019973
CPBrote,L,BA,CPBrote.L,0.559572177446993
CPBrote,L,BA,CPBrote.L,0.605456429077285
CPBrote,L,BA,CPBrote.L,0.569257613087035
CPBrote,L,BA,CPBrote.L,0.597271355630557
CPBrote,L,BA,CPBrote.L,0.595013483527605
CPBrote,L,BA,CPBrote.L,0.621229604598448
CPBrote,L,BA,CPBrote.L,0.605736558834876
CPBrote,L,BA,CPBrote.L,0.604686949028412
CPBrote,L,BA,CPBrote.L,0.588687517780344
CPBrote,L,BA,CPBrote.L,0.62120864413532
CPBrote,L,BA,CPBrote.L,0.602571376806462
CPBrote,L,BA,CPBrote.L,0.575586273826879
CPBrote,L,BA,CPBrote.L,0.607089125169098
CPBrote,L,BA,CPBrote.L,0.57339228225967
CPBrote,L,BA,CPBrote.L,0.550094898803967
CPBrote,L,BA,CPBrote.L,0.566567731035806
CPBrote,L,BA,CPBrote.L,0.560758136282856
CPBrote,L,BA,CPBrote.L,0.580249486530091
CPBrote,L,BA,CPBrote.L,0.568536709015159
CPBrote,L,BA,CPBrote.L,0.597383935400195
CPBrote,L,BA,CPBrote.L,0.542156334801018
CPBrote,L,BA,CPBrote.L,0.5301408965329
CPBrote,L,BA,CPBrote.L,0.573655734339813
CPBrote,L,BA,CPBrote.L,0.560291301893684
CPBrote,L,BA,CPBrote.L,0.589627044177588
CPBrote,L,BA,CPBrote.L,0.629795236914131
CPBrote,L,BA,CPBrote.L,0.634520755321975
CPBrote,L,BA,CPBrote.L,0.602334485899412
CPBrote,L,BA,CPBrote.L,0.5729136603298
CPBrote,L,BA,CPBrote.L,0.557493228069789
CPBrote,L,BA,CPBrote.L,0.572117055741549
CPBrote,L,BA,CPBrote.L,0.573541009141139
CPBrote,L,BA,CPBrote.L,0.568430064308682
CPBrote,L,BA,CPBrote.L,0.540867553129514
CPBrote,L,BA,CPBrote.L,0.556214420671615
CPBrote,L,BA,CPBrote.L,0.564436729501769
CPBrote,L,BA,CPBrote.L,0.501787530350248
CPBrote,L,BA,CPBrote.L,0.580456689491914
CPBrote,L,BA,CPBrote.L,0.518820813788779
CPBrote,L,BA,CPBrote.L,0.5791470521692
CPBrote,L,BA,CPBrote.L,0.55393521858027
CPBrote,L,BA,CPBrote.L,0.548213609809571
CPBrote,L,BA,CPBrote.L,0.55205327543996
CPBrote,L,BA,CPBrote.L,0.55947873004868
CPBrote,L,BA,CPBrote.L,0.508996314012899
CPBrote,L,BA,CPBrote.L,0.520305992152649
CPBrote,L,BA,CPBrote.L,0.504154501170654
CPBrote,L,BA,CPBrote.L,0.508294046441717
CPBrote,L,BA,CPBrote.L,0.502532324830333
CPBrote,L,BA,CPBrote.L,0.49810570833687
CPBrote,L,BA,CPBrote.L,0.492256495526779
CPBrote,L,BA,CPBrote.L,0.497868157995162
CPBrote,L,BA,CPBrote.L,0.520822449223848
CPBrote,L,BA,CPBrote.L,0.499970705214063
CPBrote,L,BA,CPBrote.L,0.491505785068854
CPBrote,L,BA,CPBrote.L,0.531545490663488
CPBrote,L,BA,CPBrote.L,0.485122670951072
CPBrote,L,BA,CPBrote.L,0.527599283179247
CPBrote,L,BA,CPBrote.L,0.507592150082367
CPBrote,L,BA,CPBrote.L,0.519899429332047
CPBrote,L,BA,CPBrote.L,0.475644051685248
CPBrote,L,BA,CPBrote.L,0.517436485578978
CPBrote,L,BA,CPBrote.L,0.504290912596921
CPBrote,L,BA,CPBrote.L,0.522356949349846
CPBrote,L,BA,CPBrote.L,0.524766457951849
CPBrote,L,BA,CPBrote.L,0.512531664978864
CPBrote,L,BA,CPBrote.L,0.511549967216395
CPBrote,L,BA,CPBrote.L,0.502164003897132
CPBrote,L,BA,CPBrote.L,0.461852582233407
CPBrote,L,BA,CPBrote.L,0.499717118047869
CPBrote,L,BA,CPBrote.L,0.506344478481326
CPBrote,L,BA,CPBrote.L,0.515372100914975
CPBrote,L,BA,CPBrote.L,0.490259917495667
CPBrote,L,BA,CPBrote.L,0.492016168980718
CPBrote,L,BA,CPBrote.L,0.501836127338414
CPBrote,L,BA,CPBrote.L,0.488199600811857
CPBrote,L,BA,CPBrote.L,0.478273655319209
CPBrote,L,BA,CPBrote.L,0.504383769628874
CPBrote,L,BA,CPBrote.L,0.477664654948637
CPBrote,L,BA,CPBrote.L,0.46417390844833
CPBrote,L,BA,CPBrote.L,0.496940078326647
CPBrote,L,BA,CPBrote.L,0.498145382483777
CPBrote,L,BA,CPBrote.L,0.475712640994032
CPBrote,L,BA,CPBrote.L,0.485547420947543
CPBrote,L,BA,CPBrote.L,0.46071085990486
CPBrote,L,BA,CPBrote.L,0.471260743436819
CPBrote,L,BA,CPBrote.L,0.475573137795136
CPBrote,L,BA,CPBrote.L,0.493881781385348
CPBrote,L,BA,CPBrote.L,0.50920787274678
CPBrote,L,BA,CPBrote.L,0.480559663229337
CPBrote,L,BA,CPBrote.L,0.499060612074266
CPBrote,L,BA,CPBrote.L,0.548057781239289
CPBrote,L,BA,CPBrote.L,0.539109407734443
CPBrote,L,BA,CPBrote.L,0.520224527585592
CPBrote,L,BA,CPBrote.L,0.526375081174936
CPBrote,L,BA,CPBrote.L,0.507584427443866
CPBrote,L,BA,CPBrote.L,0.547290577124532
CPBrote,L,BA,CPBrote.L,0.53243467003795
CPBrote,L,BA,CPBrote.L,0.535908307754875
CPBrote,L,BA,CPBrote.L,0.553223136904242
CPBrote,L,BA,CPBrote.L,0.545489422252347
CPBrote,L,BA,CPBrote.L,0.538850868020822
CPBrote,L,BA,CPBrote.L,0.524563023387128
CPBrote,L,BA,CPBrote.L,0.56023654701559
CPBrote,L,BA,CPBrote.L,0.523867454897858
CPBrote,L,BA,CPBrote.L,0.552910511107171
CPBrote,L,BA,CPBrote.L,0.544574135388704
CPBrote,L,BA,CPBrote.L,0.549231830046434
CPBrote,L,BA,CPBrote.L,0.532337998527413
CPBrote,L,BA,CPBrote.L,0.540836711851561
CPBrote,L,BA,CPBrote.L,0.565329852266938
CPBrote,L,BA,CPBrote.L,0.553693585502963
CPBrote,L,BA,CPBrote.L,0.564826271089824
CPBrote,L,BA,CPBrote.L,0.523338400153584
CPBrote,L,BA,CPBrote.L,0.491818793459164
CPBrote,L,BA,CPBrote.L,0.497152658575112
CPBrote,L,BA,CPBrote.L,0.490061506491617
CPBrote,L,BA,CPBrote.L,0.512858758245582
CPBrote,L,BA,CPBrote.L,0.513098985187687
CPBrote,L,BA,CPBrote.L,0.507517419701842
CPBrote,L,BA,CPBrote.L,0.496821747975212
CPBrote,L,BA,CPBrote.L,0.475291860720435
CPBrote,L,BA,CPBrote.L,0.506607991032047
CPBrote,L,BA,CPBrote.L,0.489405677318621
CPBrote,L,BA,CPBrote.L,0.487106419158918
CPBrote,L,BA,CPBrote.L,0.518446276119318
CPBrote,L,BA,CPBrote.L,0.489150985902331
CPBrote,L,BA,CPBrote.L,0.529892807087207
CPBrote,L,BA,CPBrote.L,0.450307151874717
CPBrote,L,BA,CPBrote.L,0.550403227646766
CPBrote,L,BA,CPBrote.L,0.476171572996585
CPBrote,L,BA,CPBrote.L,0.535297583760957
CPBrote,L,BA,CPBrote.L,0.528744158641506
CPBrote,L,BA,CPBrote.L,0.497419424405842
CPBrote,L,BA,CPBrote.L,0.481082119161803
CPBrote,L,BA,CPBrote.L,0.550694268869918
CPBrote,L,BA,CPBrote.L,0.5618745621003
CPBrote,L,BA,CPBrote.L,0.553856892715895
CPBrote,L,BA,CPBrote.L,0.546032971317843
CPBrote,L,BA,CPBrote.L,0.544934638339526
CPBrote,L,BA,CPBrote.L,0.572136043734931
CPBrote,L,BA,CPBrote.L,0.582479313265895
CPBrote,L,BA,CPBrote.L,0.570649905503503
CPBrote,L,BA,CPBrote.L,0.565094234820841
CPBrote,L,BA,CPBrote.L,0.56662681556549
CPBrote,L,BA,CPBrote.L,0.495231028269644
CPBrote,L,BA,CPBrote.L,0.545664290365787
CPBrote,L,BA,CPBrote.L,0.504072810774385
CPBrote,L,BA,CPBrote.L,0.574761604233497
CPBrote,L,BA,CPBrote.L,0.554314598390081
CPBrote,L,BA,CPBrote.L,0.560123252900182
CPBrote,L,BA,CPBrote.L,0.551855196970686
CPBrote,L,BA,CPBrote.L,0.531964660118909
CPBrote,L,BA,CPBrote.L,0.558339641626636
CPBrote,L,BA,CPBrote.L,0.554920815273043
CPBrote,L,BA,CPBrote.L,0.549334076513424
CPBrote,L,BA,CPBrote.L,0.536760904897078
CPBrote,L,BA,CPBrote.L,0.53358345534407
CPBrote,L,BA,CPBrote.L,0.549490611287357
CPBrote,L,BA,CPBrote.L,0.526075735442122
CPBrote,L,BA,CPBrote.L,0.531320614623079
CPBrote,L,BA,CPBrote.L,0.55044104185563
CPBrote,L,BA,CPBrote.L,0.537562900822712
CPBrote,L,BA,CPBrote.L,0.518475220701795
CPBrote,L,BA,CPBrote.L,0.560003339848506
CPBrote,L,BA,CPBrote.L,0.524886969109866
CPBrote,L,BA,CPBrote.L,0.539802930354025
CPBrote,L,BA,CPBrote.L,0.543503230267894
CPBrote,L,BA,CPBrote.L,0.516883576331747
CPBrote,L,BA,CPBrote.L,0.549978903687035
CPBrote,L,BA,CPBrote.L,0.582646448695716
CPBrote,L,BA,CPBrote.L,0.585161437895888
CPBrote,L,BA,CPBrote.L,0.557126533477548
CPBrote,L,BA,CPBrote.L,0.570863086445551
CPBrote,L,BA,CPBrote.L,0.578035438532206
CPBrote,L,BA,CPBrote.L,0.597433747701577
CPBrote,L,BA,CPBrote.L,0.548557838463518
CPBrote,L,BA,CPBrote.L,0.577102699370159
CPBrote,L,BA,CPBrote.L,0.586282583052325
CPBrote,L,BA,CPBrote.L,0.570540866023681
CPBrote,L,BA,CPBrote.L,0.574277021898043
CPBrote,L,BA,CPBrote.L,0.576087410760259
CPBrote,L,BA,CPBrote.L,0.5631098496302
CPBrote,L,BA,CPBrote.L,0.573545915210879
CPBrote,L,BA,CPBrote.L,0.57984059243045
CPBrote,L,BA,CPBrote.L,0.607618794941499
CPBrote,L,BA,CPBrote.L,0.580489310054755
CPBrote,L,BA,CPBrote.L,0.554637794440232
CPBrote,L,BA,CPBrote.L,0.566326828099835
CPBrote,L,BA,CPBrote.L,0.567367066688339
CPBrote,L,BA,CPBrote.L,0.545010451573612
CPBrote,L,BA,CPBrote.L,0.582896865261461
CPBrote,L,BA,CPBrote.L,0.544924443075769
CPBrote,L,BA,CPBrote.L,0.57898782563788
CPBrote,L,BA,CPBrote.L,0.590130027656454
CPBrote,L,BA,CPBrote.L,0.581287754380541
CPBrote,L,BA,CPBrote.L,0.540240084654045
CPBrote,L,BA,CPBrote.L,0.590943340583183
CPBrote,L,BA,CPBrote.L,0.569238369967551
CPBrote,L,BA,CPBrote.L,0.606767483776437
CPBrote,L,BA,CPBrote.L,0.580039215728547
CPBrote,L,BA,CPBrote.L,0.620785803057734
CPBrote,L,BA,CPBrote.L,0.559224609174114
CPBrote,L,BA,CPBrote.L,0.587704194579891
CPBrote,L,BA,CPBrote.L,0.561052926221341
CPBrote,L,BA,CPBrote.L,0.589778672371684
CPBrote,L,BA,CPBrote.L,0.581041393890662
CPBrote,L,BA,CPBrote.L,0.60462766323661
CPBrote,L,BA,CPBrote.L,0.632332351755709
CPBrote,L,BA,CPBrote.L,0.640906196768782
CPBrote,L,BA,CPBrote.L,0.608929046439022
CPBrote,L,BA,CPBrote.L,0.603043254801292
CPBrote,L,BA,CPBrote.L,0.639792633939467
CPBrote,L,BA,CPBrote.L,0.641055622593522
CPBrote,L,BA,CPBrote.L,0.619118009096671
CPBrote,L,BA,CPBrote.L,0.593940551314688
CPBrote,L,BA,CPBrote.L,0.62235652180546
CPBrote,L,BA,CPBrote.L,0.615835592668166
CPBrote,L,BA,CPBrote.L,0.63861663470456
CPBrote,L,BA,CPBrote.L,0.624199355915516
CPBrote,L,BA,CPBrote.L,0.609851922152747
CPBrote,L,BA,CPBrote.L,0.608519975434624
CPBrote,L,BA,CPBrote.L,0.615374467351098
CPBrote,L,BA,CPBrote.L,0.60425615319685
CPBrote,L,BA,CPBrote.L,0.608217021723161
CPBrote,L,BA,CPBrote.L,0.63727560459545
CPBrote,L,BA,CPBrote.L,0.629909888557752
CPBrote,L,BA,CPBrote.L,0.639146575499811
CPBrote,L,BA,CPBrote.L,0.634624250416393
