"GSCORE","SNP","TRAIT","SIGNIFICANCE","REF","SNP_POS","SEQID","GOTERMS","SOURCEANNOT","ANNOT"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.5","GO:0016491, GO:0055114","Pfam","Oxidoreductase family, C-terminal alpha/beta domain"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.5","GO:0016491, GO:0055114","Pfam","Oxidoreductase family, NAD-binding Rossmann fold"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.5","GO:0016491, GO:0055114","SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.6","GO:0016491, GO:0055114","Pfam","Oxidoreductase family, C-terminal alpha/beta domain"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.6","GO:0016491, GO:0055114","Pfam","Oxidoreductase family, NAD-binding Rossmann fold"
0.964,"c2_51974","CSBrote.C",TRUE,"chr08",2472934,"Soltu.DM.01G002290.6","GO:0016491, GO:0055114","SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","Pfam","Signal recognition particle SRP54, helical bundle"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","Pfam","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","Pfam","Signal recognition particle, SRP54 subunit, M-domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","ProSitePatterns","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SMART","AAA+ ATPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SMART","Signal recognition particle SRP54, helical bundle"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SMART","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SUPERFAMILY","Domain of the SRP/SRP receptor G-proteins"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SUPERFAMILY","P-loop containing nucleoside triphosphate hydrolases"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","SUPERFAMILY","Signal recognition particle, SRP54 subunit, M-domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.1","GO:0003924, GO:0006614, GO:0005525, GO:0048500, GO:0008312","TIGRFAM","Signal recognition particle, SRP54 subunit, eukaryotic"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","Hamap","Signal recognition particle 54 kDa protein [srp54]."
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","Pfam","Signal recognition particle SRP54, helical bundle"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","Pfam","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","Pfam","Signal recognition particle, SRP54 subunit, M-domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","ProSitePatterns","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SMART","AAA+ ATPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SMART","Signal recognition particle SRP54, helical bundle"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SMART","Signal recognition particle, SRP54 subunit, GTPase domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SUPERFAMILY","Domain of the SRP/SRP receptor G-proteins"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SUPERFAMILY","P-loop containing nucleoside triphosphate hydrolases"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","SUPERFAMILY","Signal recognition particle, SRP54 subunit, M-domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.03G030880.2","GO:0008312, GO:0048500, GO:0005525, GO:0006614, GO:0003924","TIGRFAM","Signal recognition particle, SRP54 subunit, eukaryotic"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","Gene3D","Cytochrome P450 superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","PRINTS","Cytochrome P450, E-class, group I"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","PRINTS","P450 superfamily signature"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","Pfam","Cytochrome P450"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","ProSitePatterns","Cytochrome P450 cysteine heme-iron ligand signature."
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.04G025110.1","GO:0005506, GO:0020037, GO:0055114, GO:0016705","SUPERFAMILY","Cytochrome P450 superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.1","GO:0005515","Pfam","Pentacotripeptide-repeat region of PRORP"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.1","GO:0005515","Pfam","Pentatricopeptide repeat"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.1","GO:0005515","ProSiteProfiles","Pentatricopeptide (PPR) repeat profile."
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.1","GO:0005515","TIGRFAM","PPR: pentatricopeptide repeat domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.2","GO:0005515","Pfam","Pentacotripeptide-repeat region of PRORP"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.2","GO:0005515","Pfam","Pentatricopeptide repeat"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.2","GO:0005515","ProSiteProfiles","Pentatricopeptide (PPR) repeat profile."
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.07G025520.2","GO:0005515","TIGRFAM","PPR: pentatricopeptide repeat domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.1","GO:0007275","Gene3D","High mobility group box domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.1","GO:0007275","Pfam","YABBY protein"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.1","GO:0007275","SUPERFAMILY","High mobility group box domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.2","GO:0007275","Gene3D","High mobility group box domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.2","GO:0007275","Pfam","YABBY protein"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.08G025380.2","GO:0007275","SUPERFAMILY","High mobility group box domain superfamily"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.10G023270.1","GO:0016409","Pfam","Palmitoyltransferase, DHHC domain"
0.966,"c1_8194","CPFlor.L",TRUE,"chr03",55211205,"Soltu.DM.10G023270.2","GO:0016409","Pfam","Palmitoyltransferase, DHHC domain"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.02G031690.1","GO:0004373","Hamap","Bacterial/plant glycogen synthase"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.02G031690.1","GO:0004373","Pfam","Glycosyl transferase, family 1"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.02G031690.1","GO:0004373","Pfam","Starch synthase, catalytic domain"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.02G031690.1","GO:0004373","TIGRFAM","glgA: glycogen/starch synthase, ADP-glucose type"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.05G017830.1","GO:0005515","Pfam","Ankyrin repeat-containing domain"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.05G017830.1","GO:0005515","ProSiteProfiles","Ankyrin repeat region circular profile."
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.05G017830.1","GO:0005515","SMART","Ankyrin repeat"
0.959,"c1_7874","CPulpa.C",TRUE,"chr02",43712601,"Soltu.DM.05G017830.1","GO:0005515","SUPERFAMILY","Ankyrin repeat-containing domain superfamily"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.09G031490.1","GO:0005852, GO:0008237, GO:0005737, GO:0003743, GO:0005515, GO:0070122","CDD","Eukaryotic translation initiation factor 3 subunit H"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.09G031490.1","GO:0005852, GO:0008237, GO:0005737, GO:0003743, GO:0005515, GO:0070122","Hamap","Eukaryotic translation initiation factor 3 subunit H [EIF3H]."
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.09G031490.1","GO:0005852, GO:0008237, GO:0005737, GO:0003743, GO:0005515, GO:0070122","Pfam","JAB1/Mov34/MPN/PAD-1 ubiquitin protease"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.09G031490.1","GO:0005852, GO:0008237, GO:0005737, GO:0003743, GO:0005515, GO:0070122","ProSiteProfiles","MPN domain profile."
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.09G031490.1","GO:0005852, GO:0008237, GO:0005737, GO:0003743, GO:0005515, GO:0070122","SMART","JAB1/MPN/MOV34 metalloenzyme domain"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.01G027440.1","GO:0043531","CDD","Virus X resistance protein-like, coiled-coil domain"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.01G027440.1","GO:0043531","Gene3D","Leucine-rich repeat domain superfamily"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.01G027440.1","GO:0043531","Pfam","NB-ARC domain"
0.959,"c2_14491","CPulpa.C",TRUE,"chr01",67248400,"Soltu.DM.01G027440.1","GO:0043531","SUPERFAMILY","P-loop containing nucleoside triphosphate hydrolases"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","Gene3D","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","Hamap","Ribosome maturation factor RimM [rimM]."
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","Pfam","PRC-barrel domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","Pfam","RimM N-terminal domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","SUPERFAMILY","Nucleotide-diphospho-sugar transferases"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","SUPERFAMILY","PRC-barrel-like superfamily"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","SUPERFAMILY","Translation protein, beta-barrel domain superfamily"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.1","GO:0043022, GO:0006364, GO:0005840","TIGRFAM","16S_RimM: 16S rRNA processing protein RimM"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","Gene3D","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","Hamap","Ribosome maturation factor RimM [rimM]."
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","Pfam","PRC-barrel domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","Pfam","RimM N-terminal domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","SUPERFAMILY","Nucleotide-diphospho-sugar transferases"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","SUPERFAMILY","PRC-barrel-like superfamily"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.2","GO:0005840, GO:0043022, GO:0006364","TIGRFAM","16S_RimM: 16S rRNA processing protein RimM"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","Gene3D","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","Hamap","Ribosome maturation factor RimM [rimM]."
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","Pfam","PRC-barrel domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","Pfam","RimM N-terminal domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","SUPERFAMILY","Nucleotide-diphospho-sugar transferases"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","SUPERFAMILY","PRC-barrel-like superfamily"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.02G014320.3","GO:0005840, GO:0043022, GO:0006364","TIGRFAM","16S_RimM: 16S rRNA processing protein RimM"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","CDD","Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","Pfam","ACT domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","Pfam","Aspartate/glutamate/uridylate kinase"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","Pfam","Aspartate/homoserine dehydrogenase, NAD-binding"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","Pfam","CASTOR,  ACT domain"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","Pfam","Homoserine dehydrogenase, catalytic"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","ProSitePatterns","Aspartate kinase, conserved site"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","ProSitePatterns","Homoserine dehydrogenase, conserved site"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","ProSiteProfiles","ACT domain profile."
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","SUPERFAMILY","Acetylglutamate kinase-like superfamily"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.11G015780.1","GO:0050661, GO:0004072, GO:0008652, GO:0055114, GO:0006520, GO:0016491","TIGRFAM","asp_kinases: aspartate kinase"
0.95,"c1_5936","CPBrote.L",TRUE,"chr11",28989434,"Soltu.DM.01G014280.1",NA,"SUPERFAMILY","Alpha/Beta hydrolase fold"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","Gene3D","Leucine-rich repeat domain superfamily"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","Pfam","CAP Gly-rich domain"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","ProSitePatterns","CAP-Gly domain signature."
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","ProSiteProfiles","CAP-Gly domain profile."
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","ProSiteProfiles","Leucine-rich repeat profile."
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","SMART","CAP Gly-rich domain"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","SUPERFAMILY","CAP Gly-rich domain superfamily"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.11G015820.1","GO:0005515","SUPERFAMILY","Ubiquitin-like domain superfamily"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","CDD","PTBPH3, RNA recognition motif 1"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","CDD","PTBPH3, RNA recognition motif 2"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","Pfam","PTBP1, RNA recognition motif 2-like"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","Pfam","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","ProSiteProfiles","Eukaryotic RNA Recognition Motif (RRM) profile."
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","SMART","RNA recognition motif domain"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","SUPERFAMILY","RNA-binding domain superfamily"
0.95,"c1_5940","CPBrote.L",TRUE,"chr11",29258142,"Soltu.DM.12G015690.1","GO:0005634, GO:0003676, GO:0003723, GO:0006397","TIGRFAM","hnRNP-L_PTB: hnRNP-L/PTB/hephaestus splicing factor family"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.1","GO:0016616, GO:0055114, GO:0051287","Pfam","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.1","GO:0016616, GO:0055114, GO:0051287","Pfam","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.1","GO:0016616, GO:0055114, GO:0051287","ProSitePatterns","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.1","GO:0016616, GO:0055114, GO:0051287","SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.2","GO:0055114, GO:0016616, GO:0051287","Pfam","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.2","GO:0055114, GO:0016616, GO:0051287","Pfam","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.2","GO:0055114, GO:0016616, GO:0051287","ProSitePatterns","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.11G011980.2","GO:0055114, GO:0016616, GO:0051287","SUPERFAMILY","NAD(P)-binding Rossmann-fold domains"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.08G007310.1","GO:0016021, GO:0022857, GO:0055085, GO:0016020","PRINTS","Sugar transporter signature"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.08G007310.1","GO:0016021, GO:0022857, GO:0055085, GO:0016020","Pfam","Major facilitator,  sugar transporter-like"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.08G007310.1","GO:0016021, GO:0022857, GO:0055085, GO:0016020","ProSitePatterns","Sugar transport proteins signature 2."
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.08G007310.1","GO:0016021, GO:0022857, GO:0055085, GO:0016020","ProSiteProfiles","Major facilitator superfamily (MFS) profile."
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.08G007310.1","GO:0016021, GO:0022857, GO:0055085, GO:0016020","SUPERFAMILY","MFS general substrate transporter"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","Pfam","DEAD/DEAH box helicase domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","Pfam","Helicase associated domain (HA2)"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","Pfam","Helicase conserved C-terminal domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","ProSitePatterns","DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","ProSiteProfiles","Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile."
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","ProSiteProfiles","Superfamilies 1 and 2 helicase C-terminal domain profile."
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","SMART","Helicase superfamily 1/2, ATP-binding domain"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","SMART","Helicase, C-terminal"
0.95,"c1_11237","CPBrote.L",TRUE,"chr11",13277951,"Soltu.DM.05G011470.1","GO:0005524, GO:0004386, GO:0003676","SMART","Helicase-associated domain"
