SAMPLES,c1_15909,c1_16643,c1_4238,c1_4925,c1_5126,c1_7132,c2_10615,c2_10690,c2_12770,c2_13133,c2_13177,c2_13180,c2_19081,c2_22165,c2_27635,c2_30460,c2_33657,c2_4030,c2_44816,c2_51370,c2_51567,c2_52196,c2_52202,c2_52203,c2_56602
15061649,4,4,3,2,4,2,4,0,2,1,1,1,1,0,2,4,3,2,2,2,4,0,4,4,1
15061650,4,4,3,3,3,3,4,0,3,1,1,1,3,0,3,3,2,2,3,1,NA,2,1,2,0
15061651,3,4,3,1,4,0,3,1,3,1,1,1,2,2,3,4,4,1,2,0,4,0,3,4,0
15061653,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061654,4,3,4,0,4,2,4,0,3,0,0,0,1,1,3,4,4,2,2,0,4,0,2,4,1
15061658,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,NA,4,0,2,4,1
15061659,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15061665,2,3,2,1,4,1,2,1,4,2,2,2,2,3,4,4,2,3,2,2,4,0,4,4,0
15061666,4,4,4,3,3,1,4,0,2,0,0,0,1,0,2,2,2,2,4,0,3,0,4,4,0
15061667,3,4,4,1,4,0,4,0,3,0,0,0,2,0,3,3,3,2,3,1,4,0,4,4,1
15061668,2,3,2,1,4,1,2,1,4,2,2,2,2,3,4,4,2,3,1,2,4,0,4,4,0
15061669,3,4,4,2,3,1,4,0,3,0,0,0,1,1,3,3,2,1,2,1,4,0,4,4,1
15061670,3,3,3,3,4,2,3,1,2,1,1,1,2,3,2,2,2,3,3,3,4,1,3,3,0
15061671,3,4,4,3,3,0,3,1,3,0,0,0,4,2,3,2,4,1,1,0,4,1,3,3,1
15061673,4,2,4,1,4,3,3,1,2,0,0,0,1,1,2,3,3,2,3,1,4,0,4,4,0
15061677,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061678,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061679,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061680,3,3,3,2,4,2,3,1,2,1,1,1,2,3,2,2,2,3,3,3,4,1,3,3,0
15061682,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061683,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,3,0,4,0,4,4,1
15061684,3,3,4,1,4,2,4,0,3,0,0,0,3,1,3,3,3,3,1,2,4,1,3,3,1
15061686,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061687,4,4,3,4,4,2,3,1,3,1,1,1,1,2,3,3,3,1,1,0,4,0,4,4,0
15061688,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061690,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061702,3,4,4,3,4,0,3,1,4,0,0,0,1,1,4,2,4,2,1,0,4,1,3,3,1
15061706,4,3,3,1,4,2,4,0,1,1,1,1,1,0,1,3,3,3,2,1,3,0,3,4,0
15061707,4,4,3,3,3,2,3,1,4,1,1,1,2,1,4,3,3,1,0,0,4,0,4,4,2
15061709,3,4,4,2,3,1,4,0,3,0,0,0,1,1,3,3,2,1,2,1,4,0,4,4,1
15061712,4,2,3,0,4,0,3,1,4,1,1,1,2,0,4,4,3,3,3,0,4,1,3,3,0
15061714,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15061717,4,4,4,2,4,1,3,1,3,0,0,0,2,0,3,3,2,2,2,1,3,0,4,4,1
15061719,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15061720,4,4,4,0,4,1,4,0,4,0,0,0,3,0,4,3,2,3,3,0,4,0,4,4,0
15061722,3,4,3,1,3,1,4,1,3,0,0,1,3,1,3,4,3,1,2,0,4,0,3,4,0
15061723,3,4,4,1,3,1,4,0,3,0,0,0,3,0,3,4,3,1,3,0,3,0,4,4,0
15061724,3,4,4,1,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061725,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15061726,3,3,3,3,3,2,3,1,3,1,1,1,3,1,3,4,4,2,2,0,4,0,3,4,1
15061729,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061733,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061734,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061735,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15061736,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061737,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061738,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061740,4,4,4,2,4,2,3,1,3,0,0,0,2,0,3,2,2,2,2,0,4,0,3,4,0
15061744,4,4,4,0,4,2,4,0,3,0,0,0,0,2,3,3,2,2,2,0,2,0,4,4,0
15061747,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15061751,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15061752,4,4,4,2,4,2,3,1,3,0,0,0,2,0,3,2,2,2,2,0,4,0,3,4,0
15061753,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061754,3,4,4,1,3,1,3,2,4,0,0,0,1,2,4,4,3,3,3,2,3,0,4,4,0
15061755,4,4,4,2,4,2,3,1,3,0,0,0,3,1,3,2,2,2,2,0,4,1,3,3,1
15061756,4,4,4,2,4,2,3,1,3,0,0,0,3,1,3,2,2,2,2,0,4,1,3,3,1
15061757,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061758,3,4,4,1,4,2,3,1,2,0,0,0,1,1,2,2,2,1,3,0,4,0,4,4,0
15061760,3,4,4,1,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061761,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15061762,4,4,3,1,4,0,3,1,3,1,1,1,1,0,3,3,3,2,3,0,4,0,4,4,0
15061764,4,4,3,1,4,2,4,0,3,1,1,1,1,2,3,3,3,2,3,0,4,0,3,4,0
15061766,3,4,4,1,3,1,3,1,4,0,0,0,1,1,4,3,3,2,0,0,3,0,2,4,0
15061769,3,4,4,2,4,2,4,0,3,0,0,0,2,2,3,3,3,1,3,1,4,1,3,3,NA
15061771,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061772,4,4,3,1,2,1,4,0,3,1,1,1,3,1,3,4,2,1,2,1,4,0,4,4,1
15061773,4,4,2,1,4,2,4,0,3,1,1,1,1,1,3,2,3,2,4,0,3,0,4,4,0
15061776,3,3,4,3,4,2,4,1,3,0,0,0,2,2,3,4,2,1,2,1,3,1,3,3,0
15061777,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061784,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061785,4,4,4,4,4,0,2,2,4,0,0,0,3,2,4,NA,1,2,3,0,3,0,4,4,0
15061788,4,4,4,1,3,1,4,0,3,0,0,0,1,1,3,2,2,4,4,0,2,0,4,4,0
15061789,3,3,4,3,4,2,4,1,3,0,0,0,2,2,3,4,2,1,2,1,3,1,3,3,0
15061790,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061795,4,3,3,0,4,1,3,1,4,1,1,1,2,0,4,3,2,3,3,0,4,0,4,4,1
15061797,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061798,4,4,3,1,4,0,3,3,3,1,1,1,3,2,3,4,2,1,2,0,4,0,3,4,0
15061799,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061800,4,4,4,1,4,0,4,0,1,0,0,0,2,0,1,3,2,1,3,0,3,0,4,4,1
15061811,3,4,4,3,3,1,3,1,4,0,0,0,1,1,4,2,2,2,1,0,4,0,4,4,0
15061813,3,3,4,3,4,2,4,1,3,0,0,0,2,2,3,4,2,1,2,1,3,1,3,3,0
15061814,3,3,3,2,4,2,3,1,2,1,1,1,1,3,2,2,2,3,3,3,4,1,3,3,0
15061815,4,3,4,0,4,2,4,0,3,0,0,0,1,1,3,4,4,2,2,0,4,0,3,4,1
15061826,4,4,3,1,4,0,3,3,2,1,1,1,3,2,3,4,2,1,1,0,4,0,3,4,0
15061905,2,3,2,0,4,2,3,1,4,2,2,2,2,0,4,4,4,2,2,1,3,0,4,4,1
15061906,4,4,4,3,4,1,3,1,3,0,0,0,2,2,3,3,2,2,1,1,3,1,3,3,0
15061907,3,4,4,1,4,2,4,1,2,0,0,0,3,2,2,4,2,3,3,2,4,1,2,3,0
15061908,2,4,4,3,4,2,3,1,3,0,0,0,2,2,3,2,3,1,1,0,4,0,4,4,2
15061909,2,4,4,0,4,2,3,1,4,0,0,0,0,2,4,3,3,2,2,1,3,0,4,4,0
15061910,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,3,4,1
15061911,3,4,3,0,3,1,3,1,3,1,1,1,1,1,3,4,3,1,2,2,3,0,4,4,0
15061915,3,4,3,0,3,1,3,1,3,1,1,1,1,1,3,4,3,1,2,2,3,0,4,4,0
15061917,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061918,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15061926,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,2,4,1
15061927,3,4,3,1,4,2,4,0,4,0,0,0,4,1,4,3,4,1,1,NA,4,0,3,4,0
15061929,4,3,3,3,4,2,4,0,4,0,0,0,2,1,4,3,3,2,3,0,3,0,3,4,1
15061930,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15061933,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061934,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061937,4,4,4,3,2,1,4,0,4,0,0,0,2,1,4,3,2,2,1,0,4,0,4,4,0
15061939,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061941,3,4,4,2,3,1,4,0,3,0,0,0,1,1,3,3,2,1,2,1,4,0,4,4,1
15061944,3,4,4,2,2,1,4,0,4,0,0,0,1,2,4,3,1,1,0,1,3,0,4,4,1
15061945,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061948,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061949,2,4,3,0,4,2,3,1,4,1,1,1,2,0,4,4,2,0,0,0,4,0,4,4,1
15061951,2,4,3,3,4,0,3,1,2,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061952,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061953,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15061954,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061957,4,3,4,2,3,1,3,1,4,0,0,0,3,2,4,3,4,2,1,0,4,0,4,4,0
15061958,4,4,4,3,1,1,4,0,3,0,0,0,1,1,3,2,1,4,1,0,4,0,4,4,2
15061960,4,4,4,3,4,1,3,1,3,0,0,0,2,2,3,3,2,2,1,1,3,1,3,3,0
15061961,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15061964,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15061965,3,4,3,3,4,2,3,1,4,1,0,1,2,1,4,2,2,2,1,NA,NA,1,2,3,0
15061966,4,4,3,1,4,0,4,0,3,1,1,1,1,0,3,3,3,2,2,0,3,0,3,4,0
15061967,4,3,3,2,4,2,3,1,3,1,1,1,1,3,3,3,4,1,2,0,4,0,4,4,1
15061968,4,4,4,1,3,2,4,0,3,0,0,0,1,0,3,3,2,3,2,1,4,0,4,4,1
15061969,2,3,2,1,3,3,4,0,4,2,2,2,3,0,4,3,3,3,2,1,4,0,4,4,0
15062036,3,3,3,1,4,2,4,0,4,1,1,1,1,1,4,4,3,2,2,0,4,0,4,4,0
15062038,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062039,2,3,2,0,4,2,3,1,4,2,2,2,2,0,4,4,4,2,2,1,3,0,4,4,1
15062050,4,4,3,1,3,0,4,0,4,1,1,1,1,0,4,3,4,2,2,1,3,0,4,4,0
15062051,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062052,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062053,2,3,2,0,4,2,3,1,4,2,2,2,2,0,NA,4,4,2,2,1,3,0,4,4,1
15062063,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15062067,2,3,2,1,3,3,4,0,4,2,2,2,3,0,4,3,3,3,2,1,4,0,4,4,0
15062069,4,4,4,2,3,1,4,0,3,0,0,0,1,1,3,2,2,4,4,0,2,0,4,4,0
15062071,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15062080,3,4,4,3,4,0,4,0,3,0,0,1,1,2,NA,3,3,2,2,1,4,1,3,3,0
15062081,4,4,4,2,4,0,3,1,4,0,0,0,2,2,4,3,3,4,0,0,4,1,3,3,0
15062092,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15062094,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062097,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15062100,3,2,4,1,3,2,4,0,2,0,0,0,1,1,2,2,3,2,2,1,4,0,4,4,0
15062101,3,4,4,1,4,0,4,0,3,0,0,0,2,0,3,3,3,2,3,1,4,0,4,4,1
15062102,4,4,3,0,4,1,4,0,2,1,1,1,2,0,2,4,3,2,1,1,4,0,3,4,1
15062103,4,4,4,4,4,0,2,2,3,0,0,0,0,4,3,2,2,1,1,2,4,1,3,3,0
15062105,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062106,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15062107,3,4,3,1,4,0,3,1,3,1,1,1,2,2,3,4,4,1,2,0,4,0,3,4,0
15062108,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15062109,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062112,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062115,4,4,4,2,3,2,4,0,3,0,0,0,0,1,3,3,2,1,1,1,4,0,4,4,0
15062117,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062118,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062119,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15062122,4,4,4,3,3,1,4,0,2,0,0,0,1,0,2,2,2,2,4,0,3,0,4,4,0
15062124,4,4,3,1,4,2,4,0,3,1,1,1,1,2,3,3,3,2,3,0,4,0,3,4,0
15062126,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,1,1,NA,4,1,4,3,2
15062133,4,4,3,1,4,0,3,1,3,1,1,1,1,0,3,3,3,2,3,0,4,0,4,4,0
15062136,3,4,4,1,4,0,4,0,4,0,0,0,3,1,4,NA,3,3,3,0,3,1,3,3,2
15062139,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15062143,3,4,4,1,4,0,4,0,3,0,0,0,2,0,3,3,3,2,3,1,4,0,4,4,1
15062144,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062145,4,4,3,3,3,2,3,1,4,1,1,1,2,1,4,3,3,1,0,0,4,0,4,4,2
15062146,4,3,3,0,4,1,3,1,4,1,1,1,2,0,4,3,2,3,3,0,4,0,4,4,1
15062147,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15062149,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15062150,3,3,4,0,4,0,4,2,2,0,0,0,3,1,2,2,3,3,3,0,4,0,3,4,0
15062151,4,4,4,1,4,0,3,1,2,0,0,0,4,1,2,4,4,3,3,0,4,0,4,4,0
15062152,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15062153,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15062332,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15062333,4,4,4,2,3,0,4,0,3,0,0,0,1,2,3,4,2,2,1,0,4,0,4,4,2
15062334,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15062335,4,4,4,3,4,2,4,0,2,0,0,0,3,2,2,NA,1,1,2,0,4,2,2,2,0
15062337,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062338,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062339,4,3,3,0,3,2,4,0,3,0,0,0,4,1,3,3,3,2,3,0,4,0,4,4,0
15062344,3,3,4,1,4,1,3,1,4,0,0,0,3,1,4,3,3,0,1,0,4,0,4,4,0
15062346,3,4,4,2,3,0,3,1,2,0,0,0,2,1,2,2,3,2,2,0,3,0,2,4,0
15062347,4,4,3,1,2,1,4,0,3,1,1,1,3,1,3,4,2,1,2,1,4,0,4,4,1
15062349,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15062350,2,4,3,0,4,2,3,1,4,1,1,1,2,0,4,4,2,0,0,0,4,0,4,4,1
15062351,4,4,3,1,4,0,3,1,3,1,1,1,1,0,3,3,3,2,3,0,4,0,4,4,0
15062353,3,4,4,2,3,1,4,0,2,0,0,0,1,1,3,3,2,1,2,1,4,0,4,4,1
15062354,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062356,4,3,3,0,4,1,3,1,4,1,1,1,2,0,4,3,2,3,3,0,4,0,4,4,1
15062357,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062358,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15062359,2,3,2,1,4,1,2,1,4,1,2,2,2,3,4,4,2,3,1,2,4,0,4,4,0
15062360,2,3,2,1,3,3,4,0,4,2,2,2,3,0,4,3,3,3,2,1,4,0,4,4,0
15062361,2,4,4,3,4,2,3,1,3,0,0,0,2,2,3,2,3,1,1,0,4,0,4,4,2
15062363,2,3,2,0,4,2,3,1,4,2,2,2,2,0,4,4,4,2,2,1,3,0,4,4,1
15062366,4,4,3,1,4,0,3,3,2,1,1,1,3,2,3,4,2,1,1,0,4,0,3,4,0
15062367,4,4,4,2,3,2,4,0,3,0,0,0,0,1,3,3,2,1,1,1,4,0,4,4,0
15062368,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062369,4,4,4,1,4,1,4,0,4,0,0,0,3,0,4,3,3,3,3,0,4,0,3,4,0
15062371,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
