SAMPLES,c1_13289,c1_15219,c1_16171,c1_16540,c1_2640,c1_513,c2_12760,c2_12779,c2_12788,c2_34179,c2_43243,c2_45168,c2_46777,c2_55072,c2_58373
15062124,3,2,0,1,3,3,0,4,0,3,2,4,2,4,3
15062126,3,0,0,1,3,2,NA,4,NA,1,2,4,3,3,4
15062133,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15062136,2,1,0,2,2,4,1,3,1,2,2,4,1,4,2
15062139,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15062143,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15062144,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15062145,3,1,0,1,4,4,1,4,1,2,2,4,2,4,4
15062146,3,3,1,1,4,0,1,3,1,3,2,3,3,1,3
15062147,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15062149,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15062150,1,1,0,1,4,3,0,4,1,3,3,4,3,3,4
15062151,3,2,1,2,4,2,0,4,0,2,2,2,1,4,3
15062152,4,1,0,1,4,3,0,4,0,2,2,4,1,4,4
15062153,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15062332,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15062333,4,2,0,1,3,3,1,4,1,3,2,4,3,4,4
15062334,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15062335,4,1,0,0,4,4,0,4,1,2,3,4,2,3,4
15062337,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062338,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062339,2,0,0,1,2,4,0,4,1,3,2,3,2,3,3
15062344,3,2,0,0,4,2,2,3,2,0,3,3,2,3,2
15062346,2,1,1,0,4,3,0,4,0,1,3,4,2,4,4
15062347,4,1,0,1,3,4,0,4,0,1,4,4,4,4,4
15062349,4,1,0,0,4,3,1,4,1,1,3,4,4,3,4
15062350,2,2,0,2,3,3,1,4,1,2,2,4,2,4,4
15062351,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15062353,3,1,0,2,2,3,0,4,0,2,2,4,2,3,4
15062354,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062356,3,3,1,1,4,0,1,3,1,3,2,3,3,1,3
15062357,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15062358,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15062359,1,4,1,2,2,2,1,4,2,1,3,4,3,2,4
15062360,1,2,2,1,4,2,1,3,1,3,0,3,1,1,2
15062361,4,1,0,1,3,2,1,4,1,2,2,4,2,3,4
15062363,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15062366,4,2,1,1,3,2,0,4,0,1,2,4,2,3,4
15062367,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15062368,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062369,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15062371,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
