SAMPLES,c1_12106,c2_27763,c2_28666,c2_28697,c2_2957,c2_3747,c2_39100,c2_4366,c2_50176,c2_51578,c2_52898,c2_55639,c2_55830,c2_55835,c2_58236
15062126,1,1,3,3,2,2,4,3,4,0,2,3,3,2,2
15062133,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15062136,2,0,3,2,2,2,4,4,4,1,2,4,4,0,2
15062139,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15062143,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15062144,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062145,1,0,3,3,3,3,3,4,3,0,2,4,3,1,2
15062146,0,0,4,4,2,3,3,4,4,0,2,2,3,1,2
15062147,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15062149,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15062150,4,0,3,3,1,2,3,4,2,0,0,4,4,0,4
15062151,0,0,2,2,2,2,3,4,3,0,2,3,4,0,2
15062152,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15062153,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15062332,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15062333,2,0,3,3,2,2,3,4,3,0,2,4,2,2,2
15062334,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15062335,2,1,2,3,1,1,4,4,2,0,1,4,3,1,3
15062337,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062338,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062339,0,0,2,2,1,2,4,4,4,0,0,2,4,0,4
15062344,2,1,3,3,3,2,2,4,4,0,3,3,3,1,1
15062346,1,1,1,1,1,2,4,3,4,0,2,2,1,3,2
15062347,1,0,4,4,2,3,4,3,4,0,2,4,2,2,2
15062349,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15062350,1,0,3,3,2,3,3,4,3,0,3,3,2,2,1
15062351,0,1,3,3,1,1,3,4,3,0,2,3,2,2,2
15062353,1,0,3,3,1,2,3,3,3,2,1,3,4,0,3
15062354,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062356,0,0,4,4,2,3,3,4,4,0,2,2,3,1,2
15062357,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062358,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15062359,0,2,4,4,2,0,4,4,3,1,2,2,3,1,2
15062360,0,1,3,3,2,2,4,3,3,1,2,3,2,2,2
15062361,1,0,4,4,1,0,4,4,2,0,3,3,3,1,1
15062363,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15062366,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15062367,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15062368,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062369,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15062371,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
