SAMPLES,c1_11211,c1_14083,c1_14770,c1_15521,c1_16021,c1_8132,c1_8186,c1_8353,c1_8518,c2_12959,c2_14636,c2_1506,c2_22205,c2_23841,c2_26165,c2_26167,c2_26210,c2_26211,c2_2653,c2_31180,c2_32644,c2_34002,c2_35101,c2_35997,c2_37762,c2_41337,c2_44712,c2_48808,c2_49128,c2_50502,c2_5149,c2_52067,c2_56238,c2_57263,c2_57678
15061505,2,2,1,4,4,4,1,0,4,4,1,2,1,3,2,1,2,2,2,1,3,4,3,0,0,2,4,2,1,1,4,3,2,4,2
15061507,3,0,3,4,4,3,2,1,2,2,3,4,4,3,2,2,2,3,1,3,4,2,4,1,2,1,2,1,1,1,4,3,4,2,1
15061508,3,0,3,4,4,3,2,1,2,2,3,4,4,3,2,2,2,3,1,3,4,2,4,1,2,2,2,1,1,1,4,3,4,2,1
15061509,2,0,2,3,3,3,2,0,3,2,2,3,2,3,2,2,2,3,1,3,4,3,4,1,1,2,3,2,1,2,4,3,3,3,0
15061511,2,0,2,3,3,3,2,0,3,2,2,3,2,3,2,2,2,3,1,3,4,3,4,1,1,2,3,2,1,2,4,3,3,3,0
15061514,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061516,1,0,1,4,3,4,2,2,4,1,3,3,2,4,3,1,2,3,2,3,3,2,4,3,0,4,3,0,2,2,4,3,3,2,1
15061517,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,1,4,4,4,2,2
15061518,3,1,3,3,4,3,0,0,4,1,2,4,3,4,1,3,3,1,0,2,4,1,4,1,NA,2,3,1,1,0,NA,4,4,3,1
15061520,2,0,3,3,4,3,3,2,2,2,2,3,3,3,2,1,1,4,1,3,4,2,3,4,1,1,2,3,2,2,3,3,3,1,2
15061521,1,0,2,4,4,3,2,0,3,3,4,4,2,3,3,1,2,3,0,2,4,1,3,4,NA,0,2,3,2,2,3,3,4,1,1
15061523,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061524,3,0,1,4,4,4,2,2,4,2,1,4,2,1,2,3,3,3,1,4,3,2,3,3,1,3,3,0,1,0,4,1,4,2,1
15061525,3,0,3,4,4,3,2,1,2,2,3,4,4,3,2,2,2,3,1,3,4,2,4,1,2,1,2,1,1,1,4,3,4,2,1
15061526,2,0,2,4,3,3,2,0,NA,2,2,3,2,3,2,2,2,3,1,4,4,4,3,2,1,2,3,2,1,2,4,3,3,2,1
15061528,2,0,2,4,3,3,3,1,4,0,2,3,2,3,2,3,2,4,0,4,4,2,3,1,2,1,4,1,2,1,4,3,3,4,3
15061530,3,0,3,4,4,3,2,1,2,2,3,4,4,3,2,2,2,3,1,3,4,2,4,1,2,1,2,1,1,1,4,3,4,2,1
15061533,3,0,3,4,4,3,2,1,3,2,3,4,4,3,2,2,1,3,1,3,4,2,4,1,2,1,2,1,1,2,4,3,4,2,1
15061534,2,0,1,4,4,4,2,0,3,1,3,2,2,3,3,2,1,3,1,3,4,1,3,2,0,2,2,1,1,1,4,2,2,3,2
15061535,2,0,2,4,3,3,3,1,4,0,1,3,2,3,2,3,2,4,0,4,4,2,3,1,NA,1,4,2,2,1,4,3,3,4,3
15061536,3,0,3,4,4,3,2,1,3,2,2,4,4,3,2,2,2,3,1,3,4,2,4,1,2,1,2,1,1,1,4,3,4,2,1
15061537,1,0,2,3,4,3,2,1,2,1,3,4,2,1,3,1,1,3,1,2,4,3,4,0,2,2,4,1,2,1,3,3,4,3,2
15061538,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061539,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061542,1,0,2,4,4,3,2,1,3,1,2,4,3,1,2,1,1,3,1,3,4,3,3,0,0,2,3,3,1,2,4,3,4,3,2
15061543,2,0,2,4,4,3,2,0,3,3,2,4,3,2,3,1,1,3,3,2,2,1,3,2,2,2,3,3,2,2,3,2,4,2,2
15061546,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,NA,2,4,1,2,0,3,3,3,3,1
15061549,1,1,1,4,4,4,1,1,3,3,1,3,2,3,1,2,2,2,2,3,3,3,3,1,0,2,3,3,2,2,4,3,3,3,1
15061550,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061551,2,1,2,3,4,2,1,1,3,4,0,4,2,2,3,1,2,2,2,2,2,2,4,1,3,2,3,3,2,0,3,3,4,4,2
15061553,2,0,3,4,4,4,1,3,4,3,2,4,2,1,2,2,2,3,3,2,3,2,4,0,2,2,2,3,2,2,4,4,4,4,3
15061555,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061556,2,1,2,3,4,2,1,1,3,4,0,4,2,2,3,1,2,2,2,2,3,2,4,2,3,2,3,2,2,0,3,3,4,4,1
15061557,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061561,2,1,2,4,4,4,0,1,3,0,2,4,2,2,2,2,4,1,0,4,4,2,4,0,0,2,2,3,2,1,4,3,3,2,2
15061564,3,1,3,3,4,3,0,0,4,2,3,4,2,4,1,2,3,1,0,2,4,1,4,1,NA,2,3,1,2,0,NA,4,4,3,1
15061565,2,0,2,4,3,4,2,2,3,2,2,3,1,3,3,2,3,3,3,3,3,2,3,0,1,2,2,2,2,2,4,3,3,2,2
15061566,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061567,2,1,1,4,4,4,3,3,4,1,2,NA,2,2,2,3,3,1,3,0,3,2,3,1,1,3,4,2,2,1,4,2,NA,4,0
15061571,2,0,3,4,4,4,0,1,2,2,3,4,3,3,2,2,3,1,3,2,4,3,3,2,0,2,2,3,2,2,4,3,4,4,3
15061575,2,0,2,4,4,4,1,2,3,3,2,4,3,4,1,2,2,2,1,3,2,3,4,2,0,0,3,3,1,2,3,4,4,3,1
15061576,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061577,2,1,3,3,4,3,1,0,4,2,3,3,3,4,2,3,3,2,2,3,4,3,4,2,1,2,4,2,1,0,3,4,4,3,0
15061580,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,1,4,4,4,2,2
15061585,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061586,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061588,2,1,1,3,4,2,1,2,3,4,0,4,2,2,3,2,2,2,2,2,3,2,4,2,3,2,3,2,2,0,3,3,4,4,1
15061601,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,2,4,4,4,2,2
15061602,2,0,3,4,4,3,1,3,NA,2,3,NA,2,1,2,2,2,2,2,1,3,2,4,0,1,2,3,2,1,1,4,4,4,4,2
15061604,2,0,3,4,3,3,1,1,4,3,2,3,2,2,3,1,1,2,2,3,3,2,4,1,1,2,4,3,3,4,4,4,3,2,2
15061608,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061609,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061610,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,1,4,4,4,2,2
15061614,1,0,1,4,3,4,3,2,4,1,2,4,1,2,3,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061621,1,0,1,4,3,4,2,2,4,1,3,3,2,4,3,1,2,3,2,3,2,2,4,3,0,4,3,0,2,2,4,3,3,2,2
15061622,3,0,3,4,4,4,2,1,3,2,3,NA,2,3,2,1,1,3,2,3,4,3,3,1,0,2,2,2,0,2,4,3,4,2,1
15061626,3,0,0,4,3,3,1,2,4,2,2,2,2,3,2,1,1,3,3,2,3,3,NA,2,0,3,4,2,2,2,4,3,2,3,2
15061627,1,0,3,4,4,4,2,1,2,1,3,4,4,3,2,1,1,3,2,3,4,3,2,0,0,2,4,3,1,2,4,3,4,4,2
15061628,2,0,2,3,3,3,2,0,3,2,2,3,2,3,2,2,2,3,1,3,4,3,4,1,1,2,3,2,1,2,4,3,3,3,0
15061629,4,0,2,4,4,4,3,1,3,2,2,3,2,3,3,1,2,4,0,4,4,3,4,2,1,1,1,1,1,4,4,3,3,1,1
15061630,2,0,1,4,4,4,2,0,3,1,3,2,2,3,3,2,1,3,1,3,4,1,3,2,0,2,2,1,1,1,4,2,2,3,2
15061632,1,0,1,4,3,4,3,1,4,1,2,4,1,2,3,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,1
15061633,1,0,1,3,3,3,0,1,4,3,2,4,0,2,3,1,2,2,1,3,3,1,4,1,0,3,4,2,1,1,4,3,4,4,1
15061638,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061639,0,0,1,4,3,3,1,2,4,3,2,4,2,3,3,2,2,2,3,1,3,1,2,2,2,2,2,3,3,1,4,3,4,3,0
15061640,2,0,1,3,4,4,2,1,4,2,2,2,1,3,1,2,2,2,1,2,4,4,4,2,0,1,3,2,2,2,4,3,2,3,1
15061641,0,0,1,4,3,3,1,2,4,3,2,4,2,3,3,2,2,2,3,1,3,1,2,2,2,2,2,3,3,1,4,3,4,3,0
15061642,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061645,2,0,2,3,4,3,2,1,4,2,2,2,1,3,1,2,2,2,1,2,4,4,4,2,0,1,3,2,2,2,4,3,2,3,1
15061646,1,0,2,3,4,3,2,1,2,1,3,4,2,1,3,1,1,3,1,2,4,3,4,0,2,2,4,1,2,1,3,3,4,3,2
15061649,2,0,2,3,3,4,1,2,4,2,2,2,2,2,4,0,2,3,3,4,4,2,4,2,1,4,4,3,2,2,4,3,2,4,3
15061650,0,1,0,3,4,4,1,2,3,1,1,4,0,0,3,2,3,3,1,2,4,1,3,2,1,3,2,2,3,1,4,3,4,3,2
15061651,3,0,3,4,4,3,2,1,2,2,3,4,4,3,2,2,2,3,1,3,4,2,4,1,2,1,2,1,1,1,4,3,4,2,1
15061653,1,0,1,4,4,3,1,0,4,2,3,3,3,3,3,1,1,3,2,2,4,3,4,3,1,2,4,3,1,1,4,4,4,3,2
15061654,1,0,1,4,3,4,3,1,4,1,2,4,1,2,3,1,1,4,3,3,2,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061658,1,0,1,4,3,3,3,2,4,1,2,4,1,2,2,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061659,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,2,2,2,4,2,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061665,1,0,2,4,3,3,1,1,4,3,0,4,2,3,0,4,4,0,2,1,4,2,3,1,2,2,2,2,3,2,4,4,4,3,1
15061666,1,0,3,4,4,4,1,2,4,2,2,4,3,3,4,0,3,3,1,1,4,3,3,2,0,3,4,1,1,3,4,3,4,2,2
15061667,2,0,2,4,4,4,1,2,3,3,2,4,3,4,1,2,2,2,1,3,2,3,4,2,0,0,3,3,1,2,3,4,4,3,1
15061668,1,0,2,4,3,3,1,1,4,3,0,4,2,3,0,4,4,0,2,1,4,2,3,1,2,2,2,2,3,2,4,4,4,3,1
15061669,2,1,2,NA,4,4,1,0,3,4,2,4,3,3,1,3,3,1,1,3,4,3,4,4,0,1,4,2,1,0,3,3,4,4,1
15061670,0,0,1,4,3,3,1,2,4,3,2,4,2,3,3,2,2,2,3,1,3,1,2,2,2,2,2,3,3,1,4,3,4,3,0
15061671,2,0,0,3,4,4,1,1,3,3,2,3,1,3,3,1,2,2,1,3,4,3,3,2,0,1,4,1,2,2,4,3,3,3,2
15061673,1,0,2,4,4,3,2,2,3,2,2,3,2,2,3,3,3,3,1,3,3,2,NA,2,1,1,2,2,2,3,4,3,3,2,1
15061677,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061678,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061679,3,0,3,NA,4,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,4,2,1,2,3,3,1,1,3,3,4,3,1
15061680,0,0,1,4,3,3,1,2,4,3,2,4,2,3,3,2,2,2,3,1,2,1,2,2,2,2,2,3,3,1,4,3,4,3,0
15061682,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061683,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,3,1,1,4,4,4,2,2
15061684,3,0,3,4,3,4,1,1,4,2,3,3,1,3,3,1,2,3,2,4,3,2,3,1,0,3,3,3,3,1,4,4,3,1,2
15061686,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,2,4,4,4,2,2
15061687,3,0,2,3,4,4,1,1,3,3,2,4,3,3,2,1,1,3,1,4,4,4,4,1,0,2,4,3,1,1,4,3,4,3,2
15061688,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,1,4,4,4,2,2
15061690,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061702,2,0,1,3,4,4,2,1,4,2,2,2,1,3,1,2,2,2,1,2,4,4,4,2,0,1,3,2,2,2,4,3,2,3,1
15061706,3,0,3,4,4,4,3,3,4,2,1,3,1,2,4,0,2,4,3,3,4,1,2,2,0,3,1,2,1,2,4,2,3,2,2
15061707,2,0,2,4,4,4,2,1,4,1,4,3,2,3,3,1,2,2,2,4,3,4,3,1,0,3,4,1,2,1,4,3,3,3,2
15061709,2,1,2,NA,4,4,1,0,3,4,2,4,3,3,1,3,3,1,1,3,4,3,4,4,0,1,4,2,1,0,3,3,4,4,1
15061712,1,0,0,4,4,2,2,1,4,2,0,3,2,3,2,3,3,3,0,2,4,2,4,3,2,2,3,2,2,0,4,4,3,3,2
15061714,3,1,2,4,4,3,2,0,4,1,2,3,1,3,3,2,2,3,1,3,4,3,3,1,2,2,4,1,2,1,4,3,3,4,0
15061717,2,0,1,4,4,4,2,0,4,2,3,4,1,4,2,1,1,3,2,3,4,3,3,1,0,2,3,2,1,1,4,4,4,3,2
15061719,1,0,2,3,4,3,2,1,2,1,3,4,2,1,3,1,1,3,1,2,4,3,4,0,2,2,4,1,2,1,3,3,4,3,2
15061720,3,1,2,4,4,3,2,0,4,1,1,3,2,3,3,2,2,3,0,3,4,3,3,1,2,3,4,1,2,1,4,3,3,4,0
15061722,2,0,2,3,3,3,1,1,4,1,2,3,2,4,2,2,2,2,1,2,3,1,4,2,1,3,3,1,2,1,3,3,3,2,1
15061723,1,0,1,4,3,4,2,2,4,1,3,3,2,4,3,1,2,3,2,3,3,2,4,3,0,4,3,0,2,2,4,3,3,2,2
15061724,2,0,2,4,3,4,2,1,4,2,2,3,2,3,2,2,2,3,1,4,3,3,3,3,0,2,3,1,1,2,4,3,3,2,1
15061725,3,1,2,4,4,3,2,0,4,1,2,3,1,3,3,2,2,3,1,3,4,3,3,1,2,2,4,1,2,1,4,3,3,4,0
15061726,1,0,1,4,4,4,2,2,4,2,1,4,2,2,3,1,2,3,2,1,4,2,3,2,1,1,3,2,3,1,4,2,4,3,3
15061729,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061733,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061734,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061735,3,1,2,4,4,3,2,0,4,1,2,3,1,3,3,2,2,3,1,3,4,3,3,1,2,2,4,1,2,1,4,3,3,4,0
15061736,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061737,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061738,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061740,2,0,1,4,3,3,1,0,4,1,1,4,1,3,2,3,2,3,1,2,4,3,3,2,2,2,4,2,1,0,4,3,4,4,0
15061744,2,1,0,4,3,3,1,0,4,2,1,4,1,2,4,0,2,2,4,3,2,2,3,1,0,2,4,3,1,1,4,4,4,3,2
15061747,1,0,2,3,4,3,2,1,2,1,3,4,2,1,3,1,1,3,1,2,4,3,4,0,2,2,4,1,2,1,3,3,4,3,2
15061751,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061752,2,0,1,4,3,3,1,0,4,1,1,4,1,3,2,3,2,3,1,2,4,3,3,2,2,2,4,2,1,0,4,3,4,4,0
15061753,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061754,2,1,1,3,4,3,0,0,4,2,0,4,3,2,3,1,2,2,1,1,4,2,4,1,1,2,2,3,1,1,4,3,4,3,2
15061755,2,0,1,3,4,3,1,1,3,3,2,4,1,2,4,0,2,2,2,3,3,3,3,2,1,3,3,2,2,1,4,2,4,3,1
15061756,2,0,1,3,4,3,1,1,3,3,2,4,1,2,4,0,2,2,2,3,3,3,3,2,1,3,3,2,2,1,4,2,4,3,1
15061757,3,0,3,NA,4,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,3,2,4,2,1,2,3,3,1,1,3,3,4,3,1
15061758,2,0,2,4,3,3,2,2,3,0,2,3,4,3,2,2,3,3,1,4,4,2,2,1,1,2,4,1,2,2,4,3,3,3,1
15061760,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,2,3,2,1
15061761,1,0,2,3,4,3,2,1,2,1,3,4,2,1,3,1,1,3,1,2,4,3,4,0,2,2,4,1,2,1,3,3,4,3,2
15061762,2,0,1,4,3,3,3,1,4,0,2,3,2,3,2,3,2,4,0,4,4,2,3,1,2,1,4,1,2,1,4,3,3,4,2
15061764,2,0,2,3,3,3,2,0,3,2,2,3,2,3,2,2,2,3,1,3,4,3,4,1,1,2,3,2,1,2,4,3,3,3,0
15061766,1,0,2,4,4,3,2,1,3,1,2,4,3,1,2,1,1,3,1,3,4,3,3,0,0,2,3,3,1,2,4,3,4,3,2
15061769,1,0,2,4,4,4,1,2,4,2,3,2,3,2,2,2,4,1,1,2,4,3,3,1,2,1,4,1,3,2,NA,3,3,4,2
15061771,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061772,2,0,1,3,4,3,1,0,3,3,2,4,2,3,4,0,0,4,2,1,4,3,3,2,1,2,4,3,0,1,3,4,4,4,1
15061773,2,0,1,4,4,2,1,1,4,0,0,3,3,3,3,2,1,4,1,4,3,3,1,3,3,2,3,2,2,1,4,3,3,3,1
15061776,2,1,1,3,4,2,1,2,3,4,0,4,2,2,3,1,2,2,2,2,3,2,4,2,3,2,3,2,2,0,3,3,4,4,1
15061777,3,0,3,NA,4,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,3,2,4,2,1,2,3,3,1,1,3,3,4,3,1
15061784,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061785,2,0,2,4,4,4,1,1,2,1,4,4,4,2,3,0,0,4,2,4,4,3,2,0,0,1,4,3,1,0,4,2,4,4,3
15061788,3,0,1,4,4,4,2,2,4,2,1,4,2,1,2,3,3,3,1,4,3,2,3,3,1,3,3,0,1,0,4,1,4,2,1
15061789,2,1,1,3,4,2,1,1,3,4,0,4,2,2,3,1,2,2,2,2,3,2,4,2,3,2,3,2,2,0,3,3,4,4,2
15061790,3,0,3,NA,4,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,3,2,4,2,1,2,3,3,1,1,3,3,4,3,1
15061795,2,0,1,4,4,4,2,0,3,1,3,2,2,3,3,2,1,3,1,3,4,1,3,2,0,2,2,1,1,1,4,2,2,3,2
15061797,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,3,2,3,0,4,4,3,3,0
15061798,3,1,3,3,4,3,0,0,4,1,2,4,3,4,1,3,3,2,0,1,4,1,4,2,NA,2,3,1,1,0,NA,4,4,3,1
15061799,3,0,3,NA,4,3,2,2,3,3,3,4,3,3,2,2,2,2,2,2,3,2,4,2,1,2,3,3,1,1,3,3,4,3,1
15061800,3,0,2,3,2,3,3,2,3,2,2,4,2,4,2,2,4,1,0,2,4,1,4,3,3,3,2,4,2,2,3,4,4,2,1
15061811,3,0,3,4,4,4,1,1,3,3,3,4,3,3,2,1,1,3,2,3,4,3,3,1,0,3,3,3,0,1,4,3,4,3,1
15061813,2,1,1,3,4,2,1,2,3,4,0,4,2,2,3,1,2,2,2,2,3,2,4,2,3,2,3,2,2,0,3,3,4,4,1
15061814,0,0,1,4,3,3,1,2,4,3,2,4,2,3,3,2,2,2,3,1,3,1,2,2,2,2,2,3,3,1,4,3,4,3,0
15061815,1,0,1,4,3,4,3,1,4,1,2,4,1,2,3,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061826,3,1,3,3,4,3,0,0,4,1,2,4,3,4,1,3,3,1,0,1,4,1,4,1,NA,2,3,1,1,0,NA,4,4,3,1
15061905,2,0,1,4,4,3,2,0,3,3,2,4,3,2,3,1,1,3,3,2,3,1,3,3,2,2,3,2,2,2,3,2,4,2,2
15061906,0,1,2,4,4,3,1,0,3,3,3,4,2,4,3,1,2,2,1,2,4,2,4,1,1,3,4,3,1,0,4,4,4,2,1
15061907,1,0,1,NA,2,3,4,3,4,0,1,2,2,0,3,1,4,3,3,2,1,1,4,2,1,2,4,1,4,4,4,2,2,3,2
15061908,1,1,2,4,4,4,1,1,3,3,1,3,2,3,1,2,2,2,2,3,3,3,3,1,0,2,3,3,2,2,4,3,3,3,1
15061909,1,0,1,3,2,4,3,0,3,1,2,3,1,3,2,2,3,3,1,2,4,3,3,1,0,3,4,1,2,1,4,4,3,4,3
15061910,1,0,1,4,3,4,3,1,4,1,2,4,1,2,3,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061911,2,0,1,4,4,3,0,0,4,3,1,4,3,0,3,1,2,2,2,2,3,1,4,2,2,2,3,2,2,2,4,1,4,3,1
15061915,2,0,1,4,4,3,0,0,4,3,1,4,3,0,3,1,2,2,2,2,3,1,4,2,2,2,3,2,2,2,4,1,4,3,2
15061917,1,0,1,4,4,3,1,0,4,2,3,3,3,3,3,1,1,3,2,2,4,3,4,3,1,2,4,3,1,1,4,4,4,3,2
15061918,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061926,1,0,1,4,3,4,3,1,4,1,2,4,1,2,3,1,1,4,3,3,3,2,3,2,1,2,3,3,3,1,4,4,4,1,2
15061927,2,0,1,4,3,4,2,2,2,3,1,4,3,2,1,3,4,2,1,3,4,3,3,4,1,2,3,2,2,1,4,4,4,2,3
15061929,3,0,0,4,4,4,3,1,3,1,4,3,2,3,3,2,4,2,2,4,4,2,4,2,0,2,4,2,1,2,3,3,4,2,3
15061930,2,0,0,4,4,4,3,2,3,2,3,4,2,2,2,2,3,2,2,4,3,2,4,4,2,1,3,2,1,0,4,2,4,2,3
15061933,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,2,4,4,4,2,2
15061934,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061937,3,0,2,4,4,3,2,1,3,3,3,3,3,3,3,1,1,3,1,3,4,3,4,3,1,1,3,2,1,2,4,4,3,3,1
15061939,0,0,1,4,4,3,1,0,3,2,2,3,2,4,3,1,3,1,1,3,4,3,3,1,1,2,4,2,3,0,4,4,3,3,0
15061941,2,1,2,NA,4,4,1,0,3,4,2,4,3,3,1,3,3,1,1,3,4,3,4,4,0,1,4,2,1,0,3,3,4,4,1
15061944,3,0,1,4,4,4,1,0,4,2,4,2,2,2,2,2,2,2,2,3,2,4,3,2,1,3,4,3,4,1,3,3,2,4,1
15061945,1,0,1,4,4,3,1,0,4,2,3,3,3,3,3,1,1,3,2,2,4,3,4,3,1,2,4,3,1,1,4,4,4,3,2
15061948,2,0,2,3,4,3,1,0,3,2,2,4,3,4,2,2,2,2,1,3,4,3,4,3,1,2,3,2,1,1,4,4,4,2,2
15061949,1,0,0,3,4,3,2,0,3,2,3,4,2,4,1,3,3,1,2,2,2,4,4,1,1,3,4,3,2,0,3,4,4,3,1
15061951,1,0,1,4,4,3,1,0,4,2,3,3,3,3,3,1,1,3,2,2,4,3,4,3,1,2,4,3,1,1,4,4,4,3,2
15061952,2,0,2,4,3,4,2,0,4,2,2,3,2,3,2,2,3,3,1,4,4,4,3,3,0,1,3,2,1,2,4,3,3,2,1
15061953,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
15061954,1,0,1,4,4,3,1,0,4,2,3,3,3,3,3,1,1,3,2,2,4,3,4,3,1,2,4,3,1,1,4,4,4,3,2
15061957,2,0,1,3,4,3,1,1,3,2,3,4,1,2,4,0,1,3,1,2,4,2,4,2,1,1,3,1,3,2,3,2,4,1,1
15061958,2,1,1,4,4,4,2,3,4,1,2,NA,2,2,2,2,2,2,3,0,3,2,3,1,1,2,4,2,2,1,4,2,NA,4,0
15061960,0,1,2,4,4,3,1,0,3,3,3,4,2,4,3,1,2,2,1,2,4,2,4,1,1,3,4,3,1,0,4,4,4,2,1
15061961,3,0,2,3,4,3,1,0,3,2,2,3,4,3,2,2,2,2,0,2,4,3,4,1,2,2,4,1,2,0,3,3,3,3,1
