SAMPLES,c1_16534,c1_16540,c1_16542,c1_3497,c1_3499,c1_5837,c1_7871,c1_7872,c1_7874,c2_10681,c2_12976,c2_14980,c2_39029,c2_47202,c2_53914
15062124,2,1,3,2,2,1,1,2,2,4,2,NA,1,2,2
15062126,2,1,NA,2,0,NA,4,4,NA,4,2,1,1,4,2
15062133,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15062136,0,2,3,1,0,0,2,2,2,4,2,1,3,3,2
15062139,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15062143,1,1,4,1,1,1,3,3,1,3,2,2,2,3,2
15062144,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15062145,1,1,4,2,0,1,2,3,1,4,2,2,2,3,4
15062146,0,1,3,4,2,1,3,3,1,3,1,2,3,3,3
15062147,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15062149,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15062150,1,1,4,4,2,1,4,4,0,4,4,0,1,4,2
15062151,2,2,3,4,1,1,3,3,1,3,2,2,0,3,2
15062152,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15062153,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15062332,1,2,2,1,0,0,2,2,1,4,2,2,2,3,2
15062333,3,1,4,3,2,0,4,4,0,2,0,0,1,4,2
15062334,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15062335,2,0,4,1,1,0,2,2,2,4,3,0,2,2,3
15062337,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062338,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062339,2,1,3,4,2,0,3,3,1,4,2,1,4,2,3
15062344,2,0,4,2,0,1,3,3,1,4,4,1,2,1,2
15062346,1,0,4,3,1,0,2,2,2,3,0,3,2,2,2
15062347,1,1,4,2,1,1,3,3,1,3,2,2,3,3,2
15062349,2,0,4,3,0,1,3,3,1,4,2,2,2,3,2
15062350,0,2,4,2,1,1,3,3,1,3,1,2,2,3,2
15062351,1,1,NA,4,1,0,4,4,0,4,2,0,1,4,2
15062353,2,2,3,3,1,0,3,3,1,3,2,2,1,2,1
15062354,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062356,0,1,3,4,2,1,3,3,1,3,1,2,3,3,3
15062357,2,2,3,2,0,0,4,4,0,4,2,0,1,4,2
15062358,1,1,4,2,1,1,4,4,0,3,3,0,1,4,3
15062359,1,2,4,3,1,0,3,4,0,4,4,0,1,4,2
15062360,2,1,3,1,1,0,3,4,0,3,3,1,1,4,3
15062361,1,1,4,2,1,0,2,3,1,3,2,2,1,3,2
15062363,3,2,3,2,0,0,3,4,0,4,2,2,2,4,3
15062366,1,1,4,2,0,1,4,4,0,4,4,0,1,4,3
15062367,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15062368,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062369,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15062371,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
