SAMPLES,c1_11237,c1_1318,c1_3612,c1_4359,c1_5411,c1_5936,c1_5940,c1_8293,c2_16915,c2_23251,c2_24556,c2_37342,c2_45611,c2_49313,c2_53914
15062124,3,2,3,2,3,1,1,0,4,1,4,0,4,1,2
15062126,4,2,3,3,3,0,0,0,4,0,3,0,3,2,2
15062133,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15062136,4,0,3,2,4,0,0,0,4,3,3,1,3,3,2
15062139,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15062143,3,2,3,3,3,1,1,0,3,0,3,0,2,2,2
15062144,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15062145,3,3,3,4,2,1,1,1,2,2,4,0,3,1,4
15062146,3,3,3,3,3,1,1,0,4,0,3,1,4,1,3
15062147,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15062149,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15062150,3,1,4,3,3,1,1,1,4,1,2,0,2,1,2
15062151,2,3,3,3,2,2,2,1,4,0,3,1,3,0,2
15062152,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15062153,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15062332,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15062333,3,1,3,2,2,1,1,0,3,0,4,0,3,3,2
15062334,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15062335,4,2,4,3,3,0,0,1,3,0,4,2,3,0,3
15062337,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062338,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062339,3,4,4,2,3,1,1,0,4,1,3,1,4,2,3
15062344,2,0,4,3,4,0,0,1,4,2,3,1,4,2,2
15062346,4,2,4,3,4,0,0,0,3,2,4,2,4,2,2
15062347,3,1,3,3,3,1,1,0,4,0,4,1,3,0,2
15062349,3,2,4,4,2,1,1,0,3,1,4,0,2,1,2
15062350,3,1,4,2,2,1,1,1,3,1,4,1,2,2,2
15062351,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15062353,4,0,4,2,4,0,0,0,4,0,2,1,4,2,1
15062354,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062356,3,3,3,3,3,1,1,0,4,0,3,1,4,1,3
15062357,4,2,3,2,3,0,0,0,4,0,3,0,4,2,2
15062358,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15062359,4,0,4,2,2,1,1,0,2,2,1,0,3,1,2
15062360,4,2,4,3,3,0,0,1,3,0,3,1,4,3,3
15062361,4,1,3,2,4,0,0,0,2,1,4,0,2,1,2
15062363,3,0,4,2,3,1,1,0,3,2,3,0,3,1,3
15062366,4,2,4,3,4,0,0,0,2,0,4,0,3,1,3
15062367,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15062368,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062369,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15062371,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
