MarkerName,SampleName,X,Y,R,ratio
mrk001,N222,1808.96358,980.09066,2789.05424,0.351406095279094
mrk001,N223,2132.64595,718.63754,2851.28349,0.252040017248513
mrk001,N227,2120.36441,1210.07998,3330.44439,0.363338893642359
mrk001,N230,1987.7947,944.07843,2931.87313,0.322005212415177
mrk001,N231,2148.19134,822.26101,2970.45235,0.276813398471112
mrk001,N232,2172.11481,948.27023,3120.38504,0.303895262233407
mrk001,N234,2215.19549,668.18853,2883.38402,0.2317376129455
mrk001,N235,1945.4807,912.97808,2858.45878,0.319395223183873
mrk001,N237,2047.35569,748.67801,2796.0337,0.267764301267184
mrk001,N243,2076.83677,930.15059,3006.98736,0.309329730604521
mrk001,N244,1993.65327,353.46197,2347.11524,0.150594211982536
mrk001,N247,1960.65821,1074.11129,3034.7695,0.353935048444371
mrk001,N248,2078.22658,1012.94136,3091.16794,0.327688879951311
mrk001,N251,2042.03977,568.54498,2610.58475,0.217784532756502
mrk001,N252,2318.21809,777.06965,3095.28774,0.251049244940311
mrk001,N254,2037.6911,1044.58707,3082.27817,0.338900972717852
mrk001,N255,1989.96926,791.34467,2781.31393,0.284521880635028
mrk001,N256,2175.35218,947.83029,3123.18247,0.303482200961508
mrk001,N257,2157.54125,816.96553,2974.50678,0.274655796884753
mrk001,N260,1805.50866,1086.14212,2891.65078,0.375613171380259
mrk001,N263,2185.7347,1006.88834,3192.62304,0.315379650959357
mrk001,N265,2185.29985,612.80976,2798.10961,0.219008489806802
mrk001,N266,2157.67246,844.23642,3001.90888,0.281233193194059
mrk001,N267,2123.72258,750.16667,2873.88925,0.26102838514045
mrk001,N268,2193.80026,766.69048,2960.49074,0.258974118594946
mrk001,N269,2217.5675,731.68532,2949.25282,0.248091759051026
mrk001,N270,2303.44678,975.3429,3278.78968,0.29747040682402
mrk001,N271,2072.88668,996.51039,3069.39707,0.324659979557484
mrk001,N272,2323.74754,652.04785,2975.79539,0.219117165175795
mrk001,N273,2141.56576,846.11866,2987.68442,0.283202152923501
mrk001,P1a,2155.47423,1306.32084,3461.79507,0.377353602274325
mrk001,P2a,2261.5422,858.14527,3119.68747,0.275074115036273
mrk001,P2b,1726.85249,863.88526,2590.73775,0.3334514502674
mrk001,P3a,2265.48037,782.71372,3048.19409,0.256779488736559
mrk001,P3b,2174.99847,828.59365,3003.59212,0.275867566865237
mrk001,P4a,NA,NA,NA,NA
mrk002,AP001,2900.79101,474.89294,3375.68395,0.140680510093369
mrk002,AP002,2057.41426,1710.18743,3767.60169,0.453919381801742
mrk002,AP003,2419.29301,1244.46759,3663.7606,0.339669461481735
mrk002,AP004,1053.95835,2681.3492,3735.30755,0.717838936716202
mrk002,AP005,2866.95566,443.51088,3310.46654,0.133972319200665
mrk002,AP006,2484.39014,511.09375,2995.48389,0.170621431717999
mrk002,AP010,2848.31506,530.01226,3378.32732,0.156886000022046
mrk002,AP011,3265.20617,511.51929,3776.72546,0.135439892419398
mrk002,AP012,2941.35353,420.24142,3361.59495,0.125012509314961
mrk002,AP013,1742.74426,2513.65734,4256.4016,0.590559250800018
mrk002,AP014,2616.18627,1164.62969,3780.81596,0.3080365990626
mrk002,AP015,2231.4252,1174.70433,3406.12953,0.344879523709716
mrk002,AP016,1736.58725,1572.62549,3309.21274,0.475226470329617
mrk002,AP017,1970.1658,1606.57291,3576.73871,0.449172567598599
mrk002,AP018,868.90398,2680.78738,3549.69136,0.755217033855022
mrk002,AP020,1652.8899,2041.82516,3694.71506,0.552633999332008
mrk002,AP024,1704.2198,1929.60415,3633.82395,0.531012007337339
mrk002,AP026,1910.47216,1684.25129,3594.72345,0.468534315205805
mrk002,AP027,895.8176,2751.35792,3647.17552,0.754380452740043
mrk002,AP028,2172.45513,1270.19553,3442.65066,0.368958589019311
mrk002,AP032,2472.23268,1218.94648,3691.17916,0.330232271900885
mrk002,AP035,2833.38574,517.19705,3350.58279,0.154360325476393
mrk002,AP036,2894.28065,346.55332,3240.83397,0.106933376781409
mrk002,AP037,2845.8007,525.47887,3371.27957,0.155869265389936
mrk002,AP038,2042.68106,1219.156,3261.83706,0.373763611601126
mrk002,AP039,2947.25858,443.46515,3390.72373,0.130787756630352
mrk002,AP040,2428.87861,985.24115,3414.11976,0.288578380156178
mrk002,AP041,2062.0599,1684.12883,3746.18873,0.449557924434843
mrk002,AP042,2559.78835,499.39709,3059.18544,0.16324511860909
mrk002,AP043,1557.44777,2311.72359,3869.17136,0.597472527037417
mrk002,AP044,2844.48982,373.83825,3218.32807,0.11615914905779
mrk002,AP046,1824.84363,1809.11426,3633.95789,0.497835779819672
mrk002,AP047,2581.31917,497.1284,3078.44757,0.161486719749461
mrk002,AP049,2846.73768,491.16938,3337.90706,0.147148908334194
mrk002,AP050,2953.33948,523.59054,3476.93002,0.150589898844153
mrk002,AP051,1558.23762,1303.103,2861.34062,0.455416943684251
mrk002,AP052,1117.94955,1243.87296,2361.82251,0.526658101840176
mrk002,AP053,1925.03931,1712.02774,3637.06705,0.470716573674384
mrk002,AP054,1587.7034,1251.13395,2838.83735,0.440720547092985
mrk002,AP055,2902.02808,421.04612,3323.0742,0.126703797345241
mrk002,AP056,2386.08292,1141.35382,3527.43674,0.323564645981433
mrk002,AP057,2167.29715,399.22228,2566.51943,0.15555007117168
mrk002,AP058,2013.13115,1771.41393,3784.54508,0.468065221196942
mrk002,AP059,2002.86272,1841.33042,3844.19314,0.478990090492696
mrk002,AP061,2801.30493,392.44025,3193.74518,0.122877758832344
mrk002,AP062,2299.7588,1084.87778,3384.63658,0.320530064116958
mrk002,AP066,2474.8014,1147.2145,3622.0159,0.316733700699657
mrk002,AP067,2675.57893,1289.70268,3965.28161,0.325248697784166
mrk002,AP068,708.35861,1601.27801,2309.63662,0.693303005387921
mrk002,AP069,2870.93068,442.63925,3313.56993,0.133583796132529
mrk002,AP070,1892.0088,1500.8928,3392.9016,0.442362607863429
mrk002,AP071,2383.14624,1103.70729,3486.85353,0.316533883773432
mrk002,AP072,1520.53573,2254.98883,3775.52456,0.597265040702053
mrk002,AP073,1598.94042,2307.89573,3906.83615,0.590732664844416
mrk002,AP074,812.50457,2648.62862,3461.13319,0.765248973270514
mrk002,AP075,2886.48329,416.87917,3303.36246,0.126198434185754
mrk002,AP077,1389.2212,2130.33098,3519.55218,0.605284670051404
mrk002,AP078,2879.36734,533.24749,3412.61483,0.156257742688178
mrk002,AP079,2966.13886,482.58379,3448.72265,0.139931168428403
mrk002,AP080,2004.40706,1676.34396,3680.75102,0.455435304070092
mrk002,AP081,1835.17083,1565.86419,3401.03502,0.460408134815383
mrk002,AP084,2176.00944,1615.30818,3791.31762,0.426054565167241
mrk002,AP085,2864.28662,394.1762,3258.46282,0.120969985473089
mrk002,AP089,2893.49442,430.16089,3323.65531,0.129424037656901
mrk002,AP092,2911.65493,484.01346,3395.66839,0.142538494461174
mrk002,AP093,2927.09147,407.91126,3335.00273,0.12231212176549
mrk002,AP094,1651.35003,2027.25987,3678.6099,0.551094007005201
mrk002,AP095,1622.72486,2104.04935,3726.77421,0.564576556410161
mrk002,AP096,2848.26234,559.29301,3407.55535,0.164133213566142
mrk002,AP097,2534.55217,1125.58728,3660.13945,0.307525791127986
mrk002,AP099,1808.51163,1707.44705,3515.95868,0.485627734965304
mrk002,AP100,2744.89079,487.71142,3232.60221,0.150872698933161
mrk002,AP103,2005.02195,1318.21359,3323.23554,0.396665711513184
mrk002,AP104,2518.74038,1036.17892,3554.9193,0.291477480234221
mrk002,AP105,2006.00563,1723.20351,3729.20914,0.462082829175947
mrk002,AP110,1692.80791,2092.03482,3784.84273,0.55274022442671
mrk002,AP111,1470.75843,2199.37312,3670.13155,0.599262748497394
mrk002,AP112,2066.59582,1742.07391,3808.66973,0.457396947883953
mrk002,AP114,1660.40889,2329.7922,3990.20109,0.58387839295588
mrk002,AP115,2532.91245,993.20708,3526.11953,0.281671415716302
mrk002,AP116,984.35386,2711.74255,3696.09641,0.733677439436706
mrk002,AP118,872.97375,2620.85115,3493.8249,0.750138093640583
mrk002,AP119,2399.16758,1164.58658,3563.75416,0.326786452632299
mrk002,AP120,2503.00242,1154.58345,3657.58587,0.315668173225965
mrk002,AP122,2823.831,452.30757,3276.13857,0.138061184023727
mrk002,AP131,913.78473,2630.04591,3543.83064,0.742147742703641
mrk002,AP132,2102.12668,1728.39308,3830.51976,0.451216333106711
mrk002,AP133,2542.43054,1117.48629,3659.91683,0.305331061307205
mrk002,AP134,2523.45001,1113.43965,3636.88966,0.306151616928626
mrk002,AP135,882.03191,2792.71298,3674.74489,0.759974655002514
mrk002,AP136,996.94393,2788.16608,3785.11001,0.736614278748532
mrk002,AP137,3041.42528,512.07785,3553.50313,0.144105079203912
mrk002,AP138,2517.05599,1157.71078,3674.76677,0.315043335389691
mrk002,AP139,2360.96682,1073.79892,3434.76574,0.312626537377772
mrk002,AP140,2918.59793,437.23193,3355.82986,0.130290255537568
mrk002,AP141,2371.92634,1189.42235,3561.34869,0.333980874532114
mrk002,AP151,2091.40002,1768.034255,3859.434275,0.458107103015765
mrk002,AP152,2236.79938,995.76894,3232.56832,0.30804265878594
mrk002,K001,2586.91864,1168.29384,3755.21248,0.311112579174215
mrk002,K002,2412.99063,1208.04034,3621.03097,0.333617787312104
mrk002,K003,2261.41962,1191.77321,3453.19283,0.345122114133429
mrk002,K004,2946.59625,411.77456,3358.37081,0.122611403950358
mrk002,K007,2397.84685,1099.20398,3497.05083,0.31432313495998
mrk002,K008,1987.67907,1814.41262,3802.09169,0.477214325149534
mrk002,K009,1887.17608,1728.81358,3615.98966,0.47810246780407
mrk002,K010,2024.91473,1823.09053,3848.00526,0.473775477635392
mrk002,K011,1740.20246,1678.15007,3418.35253,0.490923640927111
mrk002,K012,2178.32509,1116.23563,3294.56072,0.338811673199333
mrk002,K013,2229.92853,1135.53058,3365.45911,0.337407332219823
mrk002,K014,2609.17779,430.41063,3039.58842,0.141601615260792
mrk002,K015,1812.73784,1788.27838,3601.01622,0.496603811465198
mrk002,K016,2743.55204,390.15781,3133.70985,0.124503489051483
mrk002,K017,2089.14238,1153.25926,3242.40164,0.355680568925446
mrk002,K019,2088.80407,1014.44236,3103.24643,0.326897132690812
mrk002,K021,2249.17989,1475.19066,3724.37055,0.396091269704622
mrk002,K022,2257.61984,1223.32481,3480.94465,0.351434720457276
mrk002,K023,2223.39327,1128.16689,3351.56016,0.336609470259367
mrk002,K024,2579.34909,865.11848,3444.46757,0.251161743409882
mrk002,K026,1693.4302,1875.17361,3568.60381,0.525464217895345
mrk002,K027,2239.03024,810.99941,3050.02965,0.26589886101599
mrk002,K029,2275.85221,1201.28512,3477.13733,0.345481068474221
mrk002,K030,2292.72486,1101.03367,3393.75853,0.324428995247343
mrk002,K031,1810.62171,1638.89294,3449.51465,0.475108270666425
mrk002,K032,2317.7768,1155.27361,3473.05041,0.33263945915487
mrk002,K033,2213.46826,1071.66236,3285.13062,0.326216057734715
mrk002,K034,1913.4625,1558.15728,3471.61978,0.448827169661996
mrk002,K035,2585.22796,1204.79138,3790.01934,0.317885285514137
mrk002,K039,1879.15558,1716.8772,3596.03278,0.477436470976775
mrk002,K040,2781.39914,394.08424,3175.48338,0.124102126461137
mrk002,K041,2266.19931,1033.29859,3299.4979,0.3131684339002
mrk002,K042,2212.13716,1183.54632,3395.68348,0.348544358439438
mrk002,K043,2324.85686,1111.9083,3436.76516,0.323533394990538
mrk002,K044,2370.83688,1080.85776,3451.69464,0.313138290819376
mrk002,K045,1899.11727,1764.57232,3663.68959,0.481638052747804
mrk002,K046,2747.83181,407.33597,3155.16778,0.129101207416615
mrk002,K049,2663.35018,394.23301,3057.58319,0.128936151693063
mrk002,K050,2364.5091,1117.77146,3482.28056,0.320988341042802
mrk002,K051,2226.4495,1079.19786,3305.64736,0.32647095787011
mrk002,K052,1993.37653,1781.41403,3774.79056,0.471923939006566
mrk002,K053,1892.86697,1755.24333,3648.1103,0.481137681061891
mrk002,K054,2298.18287,1221.57773,3519.7606,0.347062732050583
mrk002,K055,2187.91752,1176.35327,3364.27079,0.349660697199704
mrk002,K056,2370.62218,1189.14563,3559.76781,0.334051458822535
mrk002,K058,2192.47084,1230.0454,3422.51624,0.359397973229193
mrk002,K059,2425.00584,1238.46861,3663.47445,0.338058481614359
mrk002,K060,2295.77471,1096.1876,3391.96231,0.323172105057972
mrk002,K062,2256.98418,1177.28366,3434.26784,0.342804846578303
mrk002,K063,2750.96328,386.24344,3137.20672,0.123116987330691
mrk002,K064,2380.21947,1099.94393,3480.1634,0.316061001618487
mrk002,K065,1931.00648,1679.8393,3610.84578,0.465220450373264
mrk002,K066,1861.08468,1529.55224,3390.63692,0.451110595468889
mrk002,K067,2366.80944,1197.7368,3564.54624,0.336013820373389
mrk002,K068,1793.51691,1712.08772,3505.60463,0.488385856564778
mrk002,K069,1974.84158,1770.88473,3745.72631,0.472774726031705
mrk002,K070,2464.29,1058.04126,3522.33126,0.3003809641686
mrk002,K071,2790.80662,368.06216,3158.86878,0.116517077990179
mrk002,K072,2062.56158,707.40776,2769.96934,0.255384689564831
mrk002,K073,1737.07405,1599.33154,3336.40559,0.479357649080069
mrk002,K074,2805.35396,416.36637,3221.72033,0.129237279264398
mrk002,K077,2003.42284,1743.74104,3747.16388,0.465349553913826
mrk002,K078,2319.3861,1193.61731,3513.00341,0.339771178872838
mrk002,K080,2796.68303,505.10923,3301.79226,0.152980318028851
mrk002,K082,2985.72818,453.17128,3438.89946,0.131777996208124
mrk002,K085,2217.78593,1198.59378,3416.37971,0.350837401501837
mrk002,K086,3028.28902,363.0349,3391.32392,0.107048134759124
mrk002,K088,2370.0064,1040.02863,3410.03503,0.304990600052575
mrk002,K089,2004.1699,1717.90801,3722.07791,0.461545419397199
mrk002,K090,2879.25314,526.40018,3405.65332,0.154566578138963
mrk002,K091,2352.74698,1085.03986,3437.78684,0.315621622427294
mrk002,K093,2318.85107,1163.86393,3482.715,0.334182937736794
mrk002,K095,1894.29769,1493.39016,3387.68785,0.440828738102302
mrk002,K096,2615.88883,474.01321,3089.90204,0.153407196688993
mrk002,K097,2289.14787,1031.22489,3320.37276,0.310575036159494
mrk002,K098,2852.9393,375.92679,3228.86609,0.116426875417432
mrk002,K099,2471.80455,1199.70908,3671.51363,0.326761439804324
mrk002,K100,1862.15161,1675.32591,3537.47752,0.473593372827992
mrk002,K101,2133.358,1032.64308,3166.00108,0.326166370101175
mrk002,K102,2887.09012,456.33366,3343.42378,0.136486933762253
mrk002,K103,2278.5889,1030.01358,3308.60248,0.311313790709605
mrk002,K104,2274.27763,1156.11091,3430.38854,0.337020397695242
mrk002,K105,2924.86716,390.13047,3314.99763,0.117686500427453
mrk002,K106,2731.40258,381.17189,3112.57447,0.122461934220003
mrk002,K107,2450.77404,1144.01569,3594.78973,0.318242727927233
mrk002,K108,2256.76039,1178.19454,3434.95493,0.343001455334961
mrk002,K109,2374.18209,1113.29981,3487.4819,0.319227408750136
mrk002,K111,2121.2322,1599.04612,3720.27832,0.429818949674711
mrk002,K113,2289.88946,1124.91114,3414.8006,0.329422204037331
mrk002,K115,3061.21231,364.40512,3425.61743,0.106376478823556
mrk002,K116,2044.53314,1814.31307,3858.84621,0.470169830893572
mrk002,K118,1849.60881,1582.73328,3432.34209,0.461123407428191
mrk002,K119,2425.55894,1152.11021,3577.66915,0.322028159031978
mrk002,K120,2512.44133,1214.66411,3727.10544,0.325900119960116
mrk002,K121,2637.11742,1261.17215,3898.28957,0.323519360825728
mrk002,K123,1878.28748,1743.30423,3621.59171,0.481364098881262
mrk002,K124,2680.05029,1212.47487,3892.52516,0.311487998191899
mrk002,K126,2620.47349,1261.44396,3881.91745,0.324953834348023
mrk002,K128,1815.9677,1977.23198,3793.19968,0.521257024887232
mrk002,K130,2897.15574,428.96515,3326.12089,0.128968598612782
mrk002,K131,2371.5485,1212.97751,3584.52601,0.338392720994651
mrk002,K132,2936.59569,489.91188,3426.50757,0.142977031275025
mrk002,K134,2449.6597,1177.15915,3626.81885,0.324570704709997
mrk002,K135,2571.40561,1314.0115,3885.41711,0.338190588757664
mrk002,K137,2458.4895,1028.06268,3486.55218,0.29486513521791
mrk002,K138,2066.58489,1692.65126,3759.23615,0.450264679434943
mrk002,K140,2171.05254,1914.5835,4085.63604,0.468613327583629
mrk002,K141,1821.64495,1696.68299,3518.32794,0.482241285899006
mrk002,K142,2532.90575,1179.06404,3711.96979,0.317638371728235
mrk002,K144,2554.13786,1200.90798,3755.04584,0.319811802883344
mrk002,K147,1980.20377,1806.66076,3786.86453,0.477086187183992
mrk002,K148,2339.59225,1178.68063,3518.27288,0.335016830758164
mrk002,K151,2494.57829,1120.3028,3614.88109,0.309914149900848
mrk002,K152,2052.57012,1898.15715,3950.72727,0.480457652547603
mrk002,K154,1802.11751,1789.76374,3591.88125,0.498280320375291
mrk002,K155,2100.25019,1840.79494,3941.04513,0.467082938479316
mrk002,K156,2578.07404,355.41248,2933.48652,0.121157018304621
mrk002,K157,2426.61099,1190.74399,3617.35498,0.329175321908827
mrk002,K158,2509.40056,1238.14609,3747.54665,0.330388439594208
mrk002,K159,2688.81636,1170.78789,3859.60425,0.303344025491733
mrk002,K160,2467.97916,1164.75596,3632.73512,0.320627824910064
mrk002,K161,2333.17512,1160.87268,3494.0478,0.332242930391508
mrk002,K162,2839.91869,412.80531,3252.724,0.126910647813955
mrk002,K163,2339.70979,1435.04978,3774.75957,0.380169850129024
mrk002,K165,2472.57916,1219.67511,3692.25427,0.330333455068359
mrk002,K166,2159.18772,1836.71334,3995.90106,0.459649353780546
mrk002,K167,2177.2713,1137.45908,3314.73038,0.343152820773314
mrk002,K169,2235.4247,1088.03349,3323.45819,0.32737992410249
mrk002,K171,2308.43433,1120.23319,3428.66752,0.326725523389331
mrk002,K172,2003.78706,1692.7542,3696.54126,0.457929204880564
mrk002,K174,2281.88088,1367.69608,3649.57696,0.374754689376382
mrk002,K175,2480.02062,1142.92799,3622.94861,0.315469004127
mrk002,K177,3056.00604,453.26625,3509.27229,0.12916246234059
mrk002,K179,2730.39166,428.29477,3158.68643,0.135592683696685
mrk002,K181,2467.48815,1202.32822,3669.81637,0.327626262128206
mrk002,K182,1998.12589,1817.44482,3815.57071,0.476323192029116
mrk002,K183,2546.92855,1340.96443,3887.89298,0.344907752579136
mrk002,K184,2647.25107,1221.30482,3868.55589,0.315700446039052
mrk002,K185,2391.44383,1252.37596,3643.81979,0.343698654757018
mrk002,K187,2617.24315,432.24654,3049.48969,0.141743892893765
mrk002,K188,1763.14866,1688.02533,3451.17399,0.489116264462807
mrk002,K189,2022.53218,2060.07074,4082.60292,0.5045973807318
mrk002,K190,2603.10508,458.63594,3061.74102,0.149795798208955
mrk002,K191,2568.21369,1327.42307,3895.63676,0.340746109501236
mrk002,K192,2502.12234,498.07408,3000.19642,0.166013823854906
mrk002,K193,2417.14139,1173.87685,3591.01824,0.326892477716849
mrk002,K194,2395.99621,1198.52089,3594.5171,0.333430293042701
mrk002,K195,2065.9839,1876.07127,3942.05517,0.47591197715277
mrk002,K198,2281.46762,1878.60785,4160.07547,0.451580232990341
mrk002,K199,2379.6248,1122.54227,3502.16707,0.32052790388438
mrk002,K200,2705.48478,532.14039,3237.62517,0.164361333402903
mrk002,K202,2866.13707,449.1615,3315.29857,0.135481462835488
mrk002,K204,2906.80678,377.18632,3283.9931,0.114856002590261
mrk002,K205,2024.68183,1747.15976,3771.84159,0.463211330144965
mrk002,K206,2598.92015,1104.62258,3703.54273,0.29826105989062
mrk002,K207,2762.65548,468.566,3231.22148,0.145012034272562
mrk002,K208,2153.66258,395.32776,2548.99034,0.155091901995988
mrk002,K210,2196.68512,1935.86315,4132.54827,0.468442961466001
mrk002,K211,2004.91592,1716.43691,3721.35283,0.461240035119164
mrk002,K212,2345.07812,1233.98795,3579.06607,0.344779315571562
mrk002,K215,1920.32784,1163.02794,3083.35578,0.377195504827536
mrk002,K216,2847.82556,365.9844,3213.80996,0.113878668793472
mrk002,K217,3137.75013,441.8622,3579.61233,0.123438562409913
mrk002,K218,2315.69097,1230.79368,3546.48465,0.347046103808739
mrk002,K219,2613.91311,449.69567,3063.60878,0.146786258394259
mrk002,K220,2244.80703,1078.97602,3323.78305,0.324622878138812
mrk002,K221,1988.84881,1884.1471,3872.99591,0.486483111209895
mrk002,K222,2492.22956,1276.37351,3768.60307,0.338686108961855
mrk002,K223,2674.49674,1392.19148,4066.68822,0.342340352809245
mrk002,K224,2522.11923,1334.68466,3856.80389,0.346059768156892
mrk002,K225,2328.6482,1141.47681,3470.12501,0.328944002510157
mrk002,K228,2228.24283,1259.90643,3488.14926,0.361196249382975
mrk002,K229,1995.41209,1959.22528,3954.63737,0.495424762549088
mrk002,K231,1979.16732,1835.1866,3814.35392,0.481126460336434
mrk002,N002,2770.94979,417.27839,3188.22818,0.13088096787351
mrk002,N003,2412.4085,1136.13124,3548.53974,0.320168667464324
mrk002,N004,2764.80211,503.67951,3268.48162,0.154101986352917
mrk002,N005,2757.86946,625.22798,3383.09744,0.184809332597881
mrk002,N007,2779.19002,475.18938,3254.3794,0.146015360102144
mrk002,N009,2776.48889,693.08418,3469.57307,0.199760652396348
mrk002,N010,2909.41735,684.45179,3593.86914,0.190449836467891
mrk002,N011,2816.73916,405.24835,3221.98751,0.125775891043103
mrk002,N015,2845.12355,447.76877,3292.89232,0.135980386385668
mrk002,N016,3074.56658,517.19226,3591.75884,0.143994149674035
mrk002,N017,3000.02011,559.33811,3559.35822,0.157145776128147
mrk002,N018,2781.15278,516.99059,3298.14337,0.156752006205237
mrk002,N019,2888.89419,505.0725,3393.96669,0.148814807607908
mrk002,N020,2834.86577,763.97777,3598.84354,0.212284241175986
mrk002,N022,2891.58425,455.79613,3347.38038,0.136165024065774
mrk002,N025,2741.35122,682.69629,3424.04751,0.199382832161695
mrk002,N026,2944.94887,478.18352,3423.13239,0.139691798481682
mrk002,N028,2716.27793,670.63824,3386.91617,0.198008514630582
mrk002,N031,2873.18234,635.35307,3508.53541,0.181087831745725
mrk002,N032,2980.64831,452.0765,3432.72481,0.13169610878304
mrk002,N033,3015.80152,519.63633,3535.43785,0.146979342318236
mrk002,N035,2947.55278,426.37558,3373.92836,0.126373631715168
mrk002,N040,2939.72851,479.22492,3418.95343,0.140167138807737
mrk002,N041,2351.25752,1087.85657,3439.11409,0.316318837215429
mrk002,N042,2927.86747,432.13626,3360.00373,0.128611839368405
mrk002,N044,2952.57819,500.45757,3453.03576,0.14493263458123
mrk002,N045,2851.23119,468.98061,3320.2118,0.141250208796921
mrk002,N047,2957.08239,439.59705,3396.67944,0.129419645793834
mrk002,N048,2388.91426,1112.32587,3501.24013,0.317694824890517
mrk002,N050,2725.14088,700.45772,3425.5986,0.204477465631846
mrk002,N052,2861.45739,646.48859,3507.94598,0.184292629842607
mrk002,N053,3021.10904,490.40082,3511.50986,0.139655259290657
mrk002,N054,2851.54408,443.28871,3294.83279,0.134540578613096
mrk002,N056,2374.32021,1193.12822,3567.44843,0.334448624391187
mrk002,N057,2885.39399,544.0189,3429.41289,0.158633246403876
mrk002,N058,2616.10499,1050.48613,3666.59112,0.28650212025823
mrk002,N059,2839.7779,432.14026,3271.91816,0.132075510103835
mrk002,N060,2977.90492,449.92313,3427.82805,0.131256038353499
mrk002,N062,2656.29261,1233.47497,3889.76758,0.317107627803304
mrk002,N063,2528.38237,1082.47371,3610.85608,0.299783122344771
mrk002,N064,3013.00586,416.0464,3429.05226,0.121329851065029
mrk002,N065,2912.20738,469.83393,3382.04131,0.138920222118753
mrk002,N067,2454.37319,1047.51617,3501.88936,0.299128859399487
mrk002,N068,2413.15014,429.39184,2842.54198,0.151059102388349
mrk002,N069,2026.51224,1104.32689,3130.83913,0.352725529529203
mrk002,N070,2963.26974,542.74663,3506.01637,0.15480436276457
mrk002,N072,2396.75341,945.05748,3341.81089,0.282798013145502
mrk002,N073,2937.50819,460.75516,3398.26335,0.135585477800006
mrk002,N075,2569.93911,1199.11365,3769.05276,0.318147217976328
mrk002,N076,2463.52613,1236.35578,3699.88191,0.334160875961579
mrk002,N077,2980.27398,464.8669,3445.14088,0.134934075613187
mrk002,N078,3000.81346,471.74599,3472.55945,0.135849651184518
mrk002,N079,1930.1374,1657.34395,3587.48135,0.461979809316639
mrk002,N081,2892.19789,439.03221,3331.2301,0.131792820315835
mrk002,N082,2878.12091,439.03047,3317.15138,0.132351653484081
mrk002,N083,2446.87768,1236.94681,3683.82449,0.335777888810333
mrk002,N086,2811.79811,559.2272,3371.02531,0.165892317195328
mrk002,N087,2935.35164,456.87002,3392.22166,0.134681652849301
mrk002,N088,2517.43205,1113.88798,3631.32003,0.306744646794461
mrk002,N090,1937.52104,1841.72483,3779.24587,0.487326015123753
mrk002,N091,2904.56524,455.68256,3360.2478,0.135609808300447
mrk002,N092,2931.48896,462.89244,3394.3814,0.136370191045709
mrk002,N093,2840.66408,502.14694,3342.81102,0.1502169691902
mrk002,N094,3118.13407,433.71626,3551.85033,0.122109948253366
mrk002,N095,2435.32391,1243.75539,3679.0793,0.338061587854331
mrk002,N096,2131.72558,1901.62216,4033.34774,0.471474884533512
mrk002,N099,2400.25102,1082.41146,3482.66248,0.310799988863693
mrk002,N102,2976.54106,489.29372,3465.83478,0.141176296926653
mrk002,N103,2970.00008,458.94346,3428.94354,0.133843982744609
mrk002,N104,2978.14312,417.39481,3395.53793,0.122924502274666
mrk002,N105,3030.62403,491.12004,3521.74407,0.139453642921872
mrk002,N106,1908.94972,1762.67204,3671.62176,0.480079963356574
mrk002,N107,2824.57029,486.36278,3310.93307,0.14689598663497
mrk002,N108,2854.93905,401.47971,3256.41876,0.123288722854551
mrk002,N110,2330.76265,1109.71132,3440.47397,0.322546058966405
mrk002,N111,2465.55116,1240.29559,3705.84675,0.334686152361805
mrk002,N112,2939.21942,808.81079,3748.03021,0.215796230201677
mrk002,N113,1936.62087,1796.19476,3732.81563,0.481190323348491
mrk002,N114,2859.19413,426.09607,3285.2902,0.129698152692873
mrk002,N116,3024.66791,527.59716,3552.26507,0.148524152787956
mrk002,N119,3251.72022,475.6218,3727.34202,0.127603476538491
mrk002,N121,2950.96648,494.82618,3445.79266,0.143603004830825
mrk002,N122,2962.12209,466.43366,3428.55575,0.13604377295017
mrk002,N124,2892.9417,751.35476,3644.29646,0.206172787600271
mrk002,N125,2859.10908,459.27274,3318.38182,0.138402620588127
mrk002,N126,2339.17162,1106.51614,3445.68776,0.321130705122277
mrk002,N127,2257.55417,1212.15351,3469.70768,0.349353208337136
mrk002,N130,2810.85405,447.74687,3258.60092,0.137404634992861
mrk002,N131,2836.76285,623.22998,3459.99283,0.180124644940377
mrk002,N134,3052.94505,595.39443,3648.33948,0.163196005542774
mrk002,N135,2874.27273,485.93505,3360.20778,0.144614583923141
mrk002,N136,2921.22682,612.44002,3533.66684,0.173315722089975
mrk002,N137,2342.41022,1196.87411,3539.28433,0.338168397451131
mrk002,N141,3002.17257,569.37843,3571.551,0.159420495465415
mrk002,N143,2991.90822,447.6501,3439.55832,0.13014755336377
mrk002,N146,3082.78235,380.78204,3463.56439,0.109939356432753
mrk002,N147,2978.20021,469.93829,3448.1385,0.136287533113882
mrk002,N149,2480.02062,1129.22413,3609.24475,0.312869923825476
mrk002,N150,3000.93645,489.33448,3490.27093,0.1401995689773
mrk002,N152,2887.78298,528.95419,3416.73717,0.154812665909564
mrk002,N153,2689.25363,533.07374,3222.32737,0.165431279566111
mrk002,N154,2924.26206,422.157,3346.41906,0.126151863359277
mrk002,N155,2913.74977,487.26479,3401.01456,0.143270421635596
mrk002,N156,2560.40943,1168.3533,3728.76273,0.313335383504007
mrk002,N157,2470.51733,1131.99763,3602.51496,0.314224269036762
mrk002,N158,2871.72786,418.66844,3290.3963,0.127239518230676
