Prefix,Componentes_CHL,Traits,Models,Habilidad_Predictiva
CPFlor,C,CPFlor.C,BC,0.587
CPFlor,C,CPFlor.C,BC,0.677
CPFlor,C,CPFlor.C,BC,0.7
CPFlor,C,CPFlor.C,BC,0.612
CPFlor,C,CPFlor.C,BC,0.345
CPFlor,C,CPFlor.C,BC,0.735
CPFlor,C,CPFlor.C,BC,0.717
CPFlor,C,CPFlor.C,BC,0.635
CPFlor,C,CPFlor.C,BC,0.613
CPFlor,C,CPFlor.C,BC,0.629
CPFlor,C,CPFlor.C,BC,0.623
CPFlor,C,CPFlor.C,BC,0.655
CPFlor,C,CPFlor.C,BC,0.681
CPFlor,C,CPFlor.C,BC,0.553
CPFlor,C,CPFlor.C,BL,0.748
CPFlor,C,CPFlor.C,BL,0.561
CPFlor,C,CPFlor.C,BL,0.434
CPFlor,C,CPFlor.C,BL,0.367
CPFlor,C,CPFlor.C,BL,0.69
CPFlor,C,CPFlor.C,BL,0.526
CPFlor,C,CPFlor.C,BL,0.567
CPFlor,C,CPFlor.C,BL,0.639
CPFlor,C,CPFlor.C,BL,0.721
CPFlor,C,CPFlor.C,BL,0.61
CPFlor,C,CPFlor.C,BL,0.57
CPFlor,C,CPFlor.C,BL,0.743
CPFlor,C,CPFlor.C,BL,0.666
CPFlor,C,CPFlor.C,BL,0.338
CPFlor,C,CPFlor.C,BL,0.734
CPFlor,C,CPFlor.C,BL,0.515
CPFlor,C,CPFlor.C,BL,0.417
CPFlor,C,CPFlor.C,BL,0.646
CPFlor,C,CPFlor.C,BL,0.686
CPFlor,C,CPFlor.C,BL,0.737
CPFlor,C,CPFlor.C,BL,0.501
CPFlor,C,CPFlor.C,BL,0.621
CPFlor,C,CPFlor.C,BL,0.707
CPFlor,C,CPFlor.C,BL,0.621
CPFlor,C,CPFlor.C,BL,0.644
CPFlor,C,CPFlor.C,BRR,0.855
CPFlor,C,CPFlor.C,BRR,0.47
CPFlor,C,CPFlor.C,BRR,0.561
CPFlor,C,CPFlor.C,BRR,0.582
CPFlor,C,CPFlor.C,BRR,0.408
CPFlor,C,CPFlor.C,BRR,0.682
CPFlor,C,CPFlor.C,BRR,0.667
CPFlor,C,CPFlor.C,BRR,0.635
CPFlor,C,CPFlor.C,BRR,0.547
CPFlor,C,CPFlor.C,BRR,0.665
CPFlor,C,CPFlor.C,BRR,0.689
CPFlor,C,CPFlor.C,BRR,0.497
CPFlor,C,CPFlor.C,BRR,0.551
CPFlor,C,CPFlor.C,BRR,0.741
CPFlor,C,CPFlor.C,BRR,0.621
CPFlor,C,CPFlor.C,BRR,0.491
CPFlor,C,CPFlor.C,BRR,0.657
CPFlor,C,CPFlor.C,BRR,0.574
CPFlor,C,CPFlor.C,BRR,0.617
CPFlor,C,CPFlor.C,BRR,0.701
CPFlor,C,CPFlor.C,BRR,0.742
CPFlor,C,CPFlor.C,BRR,0.749
CPFlor,C,CPFlor.C,BRR,0.493
CPFlor,C,CPFlor.C,BRR,0.574
CPFlor,C,CPFlor.C,BRR,0.351
CPFlor,C,CPFlor.C,GBLUP,0.482
CPFlor,C,CPFlor.C,GBLUP,0.526
CPFlor,C,CPFlor.C,GBLUP,0.557
CPFlor,C,CPFlor.C,GBLUP,0.67
CPFlor,C,CPFlor.C,GBLUP,0.702
CPFlor,C,CPFlor.C,GBLUP,0.461
CPFlor,C,CPFlor.C,GBLUP,0.469
CPFlor,C,CPFlor.C,GBLUP,0.692
CPFlor,C,CPFlor.C,GBLUP,0.63
CPFlor,C,CPFlor.C,GBLUP,0.588
CPFlor,C,CPFlor.C,GBLUP,0.607
CPFlor,C,CPFlor.C,GBLUP,0.659
CPFlor,C,CPFlor.C,GBLUP,0.639
CPFlor,C,CPFlor.C,GBLUP,0.631
CPFlor,C,CPFlor.C,GBLUP,0.428
CPFlor,C,CPFlor.C,GBLUP,0.613
CPFlor,C,CPFlor.C,GBLUP,0.338
CPFlor,C,CPFlor.C,GBLUP,0.654
CPFlor,C,CPFlor.C,GBLUP,0.648
CPFlor,C,CPFlor.C,GBLUP,0.463
CPFlor,C,CPFlor.C,GBLUP,0.408
CPFlor,C,CPFlor.C,GBLUP,0.583
CPFlor,C,CPFlor.C,GBLUP,0.757
CPFlor,C,CPFlor.C,GBLUP,0.735
CPFlor,C,CPFlor.C,GBLUP,0.415
CPFlor,C,CPFlor.C,RKHS,0.565
CPFlor,C,CPFlor.C,RKHS,0.526
CPFlor,C,CPFlor.C,RKHS,0.508
CPFlor,C,CPFlor.C,RKHS,0.655
CPFlor,C,CPFlor.C,RKHS,0.73
CPFlor,C,CPFlor.C,RKHS,0.707
CPFlor,C,CPFlor.C,RKHS,0.628
CPFlor,C,CPFlor.C,RKHS,0.654
CPFlor,C,CPFlor.C,RKHS,0.383
CPFlor,C,CPFlor.C,RKHS,0.61
CPFlor,C,CPFlor.C,RKHS,0.749
CPFlor,C,CPFlor.C,RKHS,0.656
CPFlor,C,CPFlor.C,RKHS,0.508
CPFlor,C,CPFlor.C,RKHS,0.193
CPFlor,C,CPFlor.C,RKHS,0.68
CPFlor,C,CPFlor.C,RKHS,0.776
CPFlor,C,CPFlor.C,RKHS,0.708
CPFlor,C,CPFlor.C,RKHS,0.588
CPFlor,C,CPFlor.C,RKHS,0.563
CPFlor,C,CPFlor.C,RKHS,0.378
CPFlor,C,CPFlor.C,RKHS,0.489
CPFlor,C,CPFlor.C,RKHS,0.573
CPFlor,C,CPFlor.C,RKHS,0.623
CPFlor,C,CPFlor.C,RKHS,0.792
CPFlor,C,CPFlor.C,RKHS,0.544
CPFlor,H,CPFlor.H,BA,0.902
CPFlor,H,CPFlor.H,BA,0.693
CPFlor,H,CPFlor.H,BA,0.846
CPFlor,H,CPFlor.H,BA,0.869
CPFlor,H,CPFlor.H,BA,0.926
CPFlor,H,CPFlor.H,BA,0.806
CPFlor,H,CPFlor.H,BA,0.961
CPFlor,H,CPFlor.H,BA,0.895
CPFlor,H,CPFlor.H,BA,0.77
CPFlor,H,CPFlor.H,BA,0.89
CPFlor,H,CPFlor.H,BA,0.924
CPFlor,H,CPFlor.H,BA,0.914
CPFlor,H,CPFlor.H,BA,0.591
CPFlor,H,CPFlor.H,BA,0.886
CPFlor,H,CPFlor.H,BA,0.735
CPFlor,H,CPFlor.H,BA,0.893
CPFlor,H,CPFlor.H,BA,0.778
CPFlor,H,CPFlor.H,BA,0.781
CPFlor,H,CPFlor.H,BA,0.944
CPFlor,H,CPFlor.H,BA,0.826
CPFlor,H,CPFlor.H,BA,0.791
CPFlor,H,CPFlor.H,BA,0.772
CPFlor,H,CPFlor.H,BA,0.897
CPFlor,H,CPFlor.H,BA,0.904
CPFlor,H,CPFlor.H,BA,0.888
CPFlor,H,CPFlor.H,BB,0.671
CPFlor,H,CPFlor.H,BB,0.262
CPFlor,H,CPFlor.H,BB,0.821
CPFlor,H,CPFlor.H,BB,0.673
CPFlor,H,CPFlor.H,BB,0.901
CPFlor,H,CPFlor.H,BB,0.777
CPFlor,H,CPFlor.H,BB,0.811
CPFlor,H,CPFlor.H,BB,0.723
CPFlor,H,CPFlor.H,BB,0.713
CPFlor,H,CPFlor.H,BB,0.798
CPFlor,H,CPFlor.H,BB,0.765
CPFlor,H,CPFlor.H,BB,0.698
CPFlor,H,CPFlor.H,BB,0.872
CPFlor,H,CPFlor.H,BB,0.558
CPFlor,H,CPFlor.H,BB,0.775
CPFlor,H,CPFlor.H,BB,0.85
CPFlor,H,CPFlor.H,BB,0.72
CPFlor,H,CPFlor.H,BB,0.607
CPFlor,H,CPFlor.H,BB,0.829
CPFlor,H,CPFlor.H,BB,0.897
CPFlor,H,CPFlor.H,BB,0.872
CPFlor,H,CPFlor.H,BB,0.636
CPFlor,H,CPFlor.H,BB,0.781
CPFlor,H,CPFlor.H,BB,0.801
CPFlor,H,CPFlor.H,BB,0.452
CPFlor,H,CPFlor.H,BC,0.868
CPFlor,H,CPFlor.H,BC,0.936
CPFlor,H,CPFlor.H,BC,0.271
CPFlor,H,CPFlor.H,BC,0.807
CPFlor,H,CPFlor.H,BC,0.93
CPFlor,H,CPFlor.H,BC,0.853
CPFlor,H,CPFlor.H,BC,0.92
CPFlor,H,CPFlor.H,BC,0.914
CPFlor,H,CPFlor.H,BC,0.827
CPFlor,H,CPFlor.H,BC,0.808
CPFlor,H,CPFlor.H,BC,0.814
CPFlor,H,CPFlor.H,BC,0.887
CPFlor,H,CPFlor.H,BC,0.941
CPFlor,H,CPFlor.H,BC,0.945
CPFlor,H,CPFlor.H,BC,0.438
CPFlor,H,CPFlor.H,BC,0.683
CPFlor,H,CPFlor.H,BC,0.914
CPFlor,H,CPFlor.H,BC,0.87
CPFlor,H,CPFlor.H,BC,0.768
CPFlor,H,CPFlor.H,BC,0.91
CPFlor,H,CPFlor.H,BC,0.948
CPFlor,H,CPFlor.H,BC,0.718
CPFlor,H,CPFlor.H,BC,0.881
CPFlor,H,CPFlor.H,BC,0.886
CPFlor,H,CPFlor.H,BC,0.83
CPFlor,H,CPFlor.H,BL,0.822
CPFlor,H,CPFlor.H,BL,0.634
CPFlor,H,CPFlor.H,BL,0.809
CPFlor,H,CPFlor.H,BL,0.957
CPFlor,H,CPFlor.H,BL,0.868
CPFlor,H,CPFlor.H,BL,0.937
CPFlor,H,CPFlor.H,BL,0.706
CPFlor,H,CPFlor.H,BL,0.964
CPFlor,H,CPFlor.H,BL,0.511
CPFlor,H,CPFlor.H,BL,0.849
CPFlor,H,CPFlor.H,BL,0.809
CPFlor,H,CPFlor.H,BL,0.749
CPFlor,H,CPFlor.H,BL,0.946
CPFlor,H,CPFlor.H,BL,0.741
CPFlor,H,CPFlor.H,BL,0.912
CPFlor,H,CPFlor.H,BL,0.942
CPFlor,H,CPFlor.H,BL,0.916
CPFlor,H,CPFlor.H,BL,0.93
CPFlor,H,CPFlor.H,BL,0.67
CPFlor,H,CPFlor.H,BL,0.95
CPFlor,H,CPFlor.H,BL,0.881
CPFlor,H,CPFlor.H,BL,0.885
CPFlor,H,CPFlor.H,BL,0.694
CPFlor,H,CPFlor.H,BL,0.911
CPFlor,H,CPFlor.H,BL,0.79
CPFlor,H,CPFlor.H,BRR,0.845
CPFlor,H,CPFlor.H,BRR,0.642
CPFlor,H,CPFlor.H,BRR,0.933
CPFlor,H,CPFlor.H,BRR,0.853
CPFlor,H,CPFlor.H,BRR,0.882
CPFlor,H,CPFlor.H,BRR,0.938
CPFlor,H,CPFlor.H,BRR,0.541
CPFlor,H,CPFlor.H,BRR,0.938
CPFlor,H,CPFlor.H,BRR,0.677
CPFlor,H,CPFlor.H,BRR,0.955
CPFlor,H,CPFlor.H,BRR,0.922
CPFlor,H,CPFlor.H,BRR,0.692
CPFlor,H,CPFlor.H,BRR,0.843
CPFlor,H,CPFlor.H,BRR,0.812
CPFlor,H,CPFlor.H,BRR,0.916
CPFlor,H,CPFlor.H,BRR,0.848
CPFlor,H,CPFlor.H,BRR,0.837
CPFlor,H,CPFlor.H,BRR,0.783
CPFlor,H,CPFlor.H,BRR,0.889
CPFlor,H,CPFlor.H,BRR,0.926
CPFlor,H,CPFlor.H,BRR,0.889
CPFlor,H,CPFlor.H,BRR,0.811
CPFlor,H,CPFlor.H,BRR,0.916
CPFlor,H,CPFlor.H,BRR,0.969
CPFlor,H,CPFlor.H,BRR,0.714
CPFlor,H,CPFlor.H,GBLUP,0.844
CPFlor,H,CPFlor.H,GBLUP,0.17
CPFlor,H,CPFlor.H,GBLUP,0.949
CPFlor,H,CPFlor.H,GBLUP,0.605
CPFlor,H,CPFlor.H,GBLUP,0.901
CPFlor,H,CPFlor.H,GBLUP,0.904
CPFlor,H,CPFlor.H,GBLUP,0.682
CPFlor,H,CPFlor.H,GBLUP,0.84
CPFlor,H,CPFlor.H,GBLUP,0.941
CPFlor,H,CPFlor.H,GBLUP,0.933
CPFlor,H,CPFlor.H,GBLUP,0.852
CPFlor,H,CPFlor.H,GBLUP,0.855
CPFlor,H,CPFlor.H,GBLUP,0.82
CPFlor,H,CPFlor.H,GBLUP,0.939
CPFlor,H,CPFlor.H,GBLUP,0.792
CPFlor,H,CPFlor.H,GBLUP,0.889
CPFlor,H,CPFlor.H,GBLUP,0.964
CPFlor,H,CPFlor.H,GBLUP,0.816
CPFlor,H,CPFlor.H,GBLUP,0.868
CPFlor,H,CPFlor.H,GBLUP,0.764
CPFlor,H,CPFlor.H,GBLUP,0.877
CPFlor,H,CPFlor.H,GBLUP,0.675
CPFlor,H,CPFlor.H,GBLUP,0.905
CPFlor,H,CPFlor.H,GBLUP,0.754
CPFlor,H,CPFlor.H,GBLUP,0.944
CPFlor,H,CPFlor.H,RKHS,0.891
CPFlor,H,CPFlor.H,RKHS,0.842
CPFlor,H,CPFlor.H,RKHS,0.114
CPFlor,H,CPFlor.H,RKHS,0.968
CPFlor,H,CPFlor.H,RKHS,0.908
CPFlor,H,CPFlor.H,RKHS,0.898
CPFlor,H,CPFlor.H,RKHS,0.947
CPFlor,H,CPFlor.H,RKHS,0.888
CPFlor,H,CPFlor.H,RKHS,0.356
CPFlor,H,CPFlor.H,RKHS,0.973
CPFlor,H,CPFlor.H,RKHS,0.934
CPFlor,H,CPFlor.H,RKHS,0.885
CPFlor,H,CPFlor.H,RKHS,0.871
CPFlor,H,CPFlor.H,RKHS,0.968
CPFlor,H,CPFlor.H,RKHS,0.771
CPFlor,H,CPFlor.H,RKHS,0.922
CPFlor,H,CPFlor.H,RKHS,0.942
CPFlor,H,CPFlor.H,RKHS,0.767
CPFlor,H,CPFlor.H,RKHS,0.94
CPFlor,H,CPFlor.H,RKHS,0.856
CPFlor,H,CPFlor.H,RKHS,0.706
CPFlor,H,CPFlor.H,RKHS,0.932
CPFlor,H,CPFlor.H,RKHS,0.926
CPFlor,H,CPFlor.H,RKHS,0.962
CPFlor,H,CPFlor.H,RKHS,0.883
CPFlor,L,CPFlor.L,BA,0.715
CPFlor,L,CPFlor.L,BA,0.649
CPFlor,L,CPFlor.L,BA,0.633
CPFlor,L,CPFlor.L,BA,0.449
CPFlor,L,CPFlor.L,BA,0.629
CPFlor,L,CPFlor.L,BA,0.676
CPFlor,L,CPFlor.L,BA,0.642
CPFlor,L,CPFlor.L,BA,0.684
CPFlor,L,CPFlor.L,BA,0.603
CPFlor,L,CPFlor.L,BA,0.586
CPFlor,L,CPFlor.L,BA,0.701
CPFlor,L,CPFlor.L,BA,0.528
CPFlor,L,CPFlor.L,BA,0.515
CPFlor,L,CPFlor.L,BA,0.671
CPFlor,L,CPFlor.L,BA,0.519
CPFlor,L,CPFlor.L,BA,0.656
CPFlor,L,CPFlor.L,BA,0.621
CPFlor,L,CPFlor.L,BA,0.416
CPFlor,L,CPFlor.L,BA,0.63
CPFlor,L,CPFlor.L,BA,0.661
CPFlor,L,CPFlor.L,BA,0.686
CPFlor,L,CPFlor.L,BA,0.66
CPFlor,L,CPFlor.L,BA,0.751
CPFlor,L,CPFlor.L,BA,0.518
CPFlor,L,CPFlor.L,BA,0.391
CPFlor,L,CPFlor.L,BB,0.595
CPFlor,L,CPFlor.L,BB,0.605
CPFlor,L,CPFlor.L,BB,0.63
CPFlor,L,CPFlor.L,BB,0.575
CPFlor,L,CPFlor.L,BB,0.622
CPFlor,L,CPFlor.L,BB,0.735
CPFlor,L,CPFlor.L,BB,0.42
CPFlor,L,CPFlor.L,BB,0.736
CPFlor,L,CPFlor.L,BB,0.65
CPFlor,L,CPFlor.L,BB,0.511
CPFlor,L,CPFlor.L,BB,0.712
CPFlor,L,CPFlor.L,BB,0.589
CPFlor,L,CPFlor.L,BB,0.656
CPFlor,L,CPFlor.L,BB,0.505
CPFlor,L,CPFlor.L,BB,0.522
CPFlor,L,CPFlor.L,BB,0.72
CPFlor,L,CPFlor.L,BB,0.57
CPFlor,L,CPFlor.L,BB,0.672
CPFlor,L,CPFlor.L,BB,0.405
CPFlor,L,CPFlor.L,BB,0.586
CPFlor,L,CPFlor.L,BB,0.47
CPFlor,L,CPFlor.L,BB,0.571
CPFlor,L,CPFlor.L,BB,0.631
CPFlor,L,CPFlor.L,BB,0.707
CPFlor,L,CPFlor.L,BB,0.666
CPFlor,L,CPFlor.L,BC,0.56
CPFlor,L,CPFlor.L,BC,0.73
CPFlor,L,CPFlor.L,BC,0.57
CPFlor,L,CPFlor.L,BC,0.582
CPFlor,L,CPFlor.L,BC,0.717
CPFlor,L,CPFlor.L,BC,0.537
CPFlor,L,CPFlor.L,BC,0.726
CPFlor,L,CPFlor.L,BC,0.644
CPFlor,L,CPFlor.L,BC,0.58
CPFlor,L,CPFlor.L,BC,0.71
CPFlor,L,CPFlor.L,BC,0.712
CPFlor,L,CPFlor.L,BC,0.74
CPFlor,L,CPFlor.L,BC,0.681
CPFlor,L,CPFlor.L,BC,0.258
CPFlor,L,CPFlor.L,BC,0.685
CPFlor,L,CPFlor.L,BC,0.28
CPFlor,L,CPFlor.L,BC,0.708
CPFlor,L,CPFlor.L,BC,0.588
CPFlor,L,CPFlor.L,BC,0.651
CPFlor,L,CPFlor.L,BC,0.681
CPFlor,L,CPFlor.L,BC,0.589
CPFlor,L,CPFlor.L,BC,0.681
CPFlor,L,CPFlor.L,BC,0.688
CPFlor,L,CPFlor.L,BC,0.71
CPFlor,L,CPFlor.L,BC,0.504
CPFlor,L,CPFlor.L,BL,0.659
CPFlor,L,CPFlor.L,BL,0.756
CPFlor,L,CPFlor.L,BL,0.652
CPFlor,L,CPFlor.L,BL,0.571
CPFlor,L,CPFlor.L,BL,0.671
CPFlor,L,CPFlor.L,BL,0.544
CPFlor,L,CPFlor.L,BL,0.708
CPFlor,L,CPFlor.L,BL,0.56
CPFlor,L,CPFlor.L,BL,0.64
CPFlor,L,CPFlor.L,BL,0.726
CPFlor,L,CPFlor.L,BL,0.663
CPFlor,L,CPFlor.L,BL,0.683
CPFlor,L,CPFlor.L,BL,0.589
CPFlor,L,CPFlor.L,BL,0.763
CPFlor,L,CPFlor.L,BL,0.509
CPFlor,L,CPFlor.L,BL,0.694
CPFlor,L,CPFlor.L,BL,0.557
CPFlor,L,CPFlor.L,BL,0.459
CPFlor,L,CPFlor.L,BL,0.711
CPFlor,L,CPFlor.L,BL,0.788
CPFlor,L,CPFlor.L,BL,0.695
CPFlor,L,CPFlor.L,BL,0.693
CPFlor,L,CPFlor.L,BL,0.498
CPFlor,L,CPFlor.L,BL,0.535
CPFlor,L,CPFlor.L,BL,0.684
CPFlor,L,CPFlor.L,BRR,0.573
CPFlor,L,CPFlor.L,BRR,0.618
CPFlor,L,CPFlor.L,BRR,0.651
CPFlor,L,CPFlor.L,BRR,0.654
CPFlor,L,CPFlor.L,BRR,0.647
CPFlor,L,CPFlor.L,BRR,0.759
CPFlor,L,CPFlor.L,BRR,0.736
CPFlor,L,CPFlor.L,BRR,0.537
CPFlor,L,CPFlor.L,BRR,0.602
CPFlor,L,CPFlor.L,BRR,0.373
CPFlor,L,CPFlor.L,BRR,0.644
CPFlor,L,CPFlor.L,BRR,0.566
CPFlor,L,CPFlor.L,BRR,0.668
CPFlor,L,CPFlor.L,BRR,0.679
CPFlor,L,CPFlor.L,BRR,0.544
CPFlor,L,CPFlor.L,BRR,0.602
CPFlor,L,CPFlor.L,BRR,0.68
CPFlor,L,CPFlor.L,BRR,0.534
CPFlor,L,CPFlor.L,BRR,0.577
CPFlor,L,CPFlor.L,BRR,0.678
CPFlor,L,CPFlor.L,BRR,0.681
CPFlor,L,CPFlor.L,BRR,0.615
CPFlor,L,CPFlor.L,BRR,0.664
CPFlor,L,CPFlor.L,BRR,0.696
CPFlor,L,CPFlor.L,BRR,0.53
CPFlor,L,CPFlor.L,GBLUP,0.51
CPFlor,L,CPFlor.L,GBLUP,0.758
CPFlor,L,CPFlor.L,GBLUP,0.503
CPFlor,L,CPFlor.L,GBLUP,0.699
CPFlor,L,CPFlor.L,GBLUP,0.508
CPFlor,L,CPFlor.L,GBLUP,0.399
CPFlor,L,CPFlor.L,GBLUP,0.725
CPFlor,L,CPFlor.L,GBLUP,0.681
CPFlor,L,CPFlor.L,GBLUP,0.682
CPFlor,L,CPFlor.L,GBLUP,0.556
CPFlor,L,CPFlor.L,GBLUP,0.543
CPFlor,L,CPFlor.L,GBLUP,0.573
CPFlor,L,CPFlor.L,GBLUP,0.659
CPFlor,L,CPFlor.L,GBLUP,0.695
CPFlor,L,CPFlor.L,GBLUP,0.6
CPFlor,L,CPFlor.L,GBLUP,0.5
CPFlor,L,CPFlor.L,GBLUP,0.679
CPFlor,L,CPFlor.L,GBLUP,0.677
CPFlor,L,CPFlor.L,GBLUP,0.618
CPFlor,L,CPFlor.L,GBLUP,0.454
CPFlor,L,CPFlor.L,GBLUP,0.679
CPFlor,L,CPFlor.L,GBLUP,0.573
CPFlor,L,CPFlor.L,GBLUP,0.634
CPFlor,L,CPFlor.L,GBLUP,0.628
CPFlor,L,CPFlor.L,GBLUP,0.658
CPFlor,L,CPFlor.L,RKHS,0.734
CPFlor,L,CPFlor.L,RKHS,0.449
CPFlor,L,CPFlor.L,RKHS,0.663
CPFlor,L,CPFlor.L,RKHS,0.782
CPFlor,L,CPFlor.L,RKHS,0.631
CPFlor,L,CPFlor.L,RKHS,0.647
CPFlor,L,CPFlor.L,RKHS,0.515
CPFlor,L,CPFlor.L,RKHS,0.73
CPFlor,L,CPFlor.L,RKHS,0.563
CPFlor,L,CPFlor.L,RKHS,0.723
CPFlor,L,CPFlor.L,RKHS,0.662
CPFlor,L,CPFlor.L,RKHS,0.76
CPFlor,L,CPFlor.L,RKHS,0.592
CPFlor,L,CPFlor.L,RKHS,0.618
CPFlor,L,CPFlor.L,RKHS,0.575
CPFlor,L,CPFlor.L,RKHS,0.437
CPFlor,L,CPFlor.L,RKHS,0.754
CPFlor,L,CPFlor.L,RKHS,0.606
CPFlor,L,CPFlor.L,RKHS,0.651
CPFlor,L,CPFlor.L,RKHS,0.632
CPFlor,L,CPFlor.L,RKHS,0.699
CPFlor,L,CPFlor.L,RKHS,0.624
CPFlor,L,CPFlor.L,RKHS,0.753
CPFlor,L,CPFlor.L,RKHS,0.653
CPFlor,L,CPFlor.L,RKHS,0.535
CPTuber,C,CPTuber.C,BA,0.47
CPTuber,C,CPTuber.C,BA,0.376
CPTuber,C,CPTuber.C,BA,0.512
CPTuber,C,CPTuber.C,BA,0.669
CPTuber,C,CPTuber.C,BA,0.578
CPTuber,C,CPTuber.C,BA,0.548
CPTuber,C,CPTuber.C,BA,0.45
CPTuber,C,CPTuber.C,BA,0.572
CPTuber,C,CPTuber.C,BA,0.54
CPTuber,C,CPTuber.C,BA,0.594
CPTuber,C,CPTuber.C,BA,0.536
CPTuber,C,CPTuber.C,BA,0.493
CPTuber,C,CPTuber.C,BA,0.6
CPTuber,C,CPTuber.C,BA,0.628
CPTuber,C,CPTuber.C,BA,0.476
CPTuber,C,CPTuber.C,BA,0.41
CPTuber,C,CPTuber.C,BA,0.643
CPTuber,C,CPTuber.C,BA,0.423
CPTuber,C,CPTuber.C,BA,0.595
CPTuber,C,CPTuber.C,BA,0.597
CPTuber,C,CPTuber.C,BA,0.505
CPTuber,C,CPTuber.C,BA,0.6
CPTuber,C,CPTuber.C,BA,0.484
CPTuber,C,CPTuber.C,BA,0.67
CPTuber,C,CPTuber.C,BA,0.442
CPTuber,C,CPTuber.C,BB,0.379
CPTuber,C,CPTuber.C,BB,0.518
CPTuber,C,CPTuber.C,BB,0.481
CPTuber,C,CPTuber.C,BB,0.57
CPTuber,C,CPTuber.C,BB,0.59
CPTuber,C,CPTuber.C,BB,0.615
CPTuber,C,CPTuber.C,BB,0.534
CPTuber,C,CPTuber.C,BB,0.54
CPTuber,C,CPTuber.C,BB,0.371
CPTuber,C,CPTuber.C,BB,0.604
CPTuber,C,CPTuber.C,BB,0.451
CPTuber,C,CPTuber.C,BB,0.454
CPTuber,C,CPTuber.C,BB,0.493
CPTuber,C,CPTuber.C,BB,0.303
CPTuber,C,CPTuber.C,BB,0.724
CPTuber,C,CPTuber.C,BB,0.444
CPTuber,C,CPTuber.C,BB,0.414
CPTuber,C,CPTuber.C,BB,0.574
CPTuber,C,CPTuber.C,BB,0.574
CPTuber,C,CPTuber.C,BB,0.556
CPTuber,C,CPTuber.C,BB,0.356
CPTuber,C,CPTuber.C,BB,0.494
CPTuber,C,CPTuber.C,BB,0.536
CPTuber,C,CPTuber.C,BB,0.553
CPTuber,C,CPTuber.C,BB,0.606
CPTuber,C,CPTuber.C,BC,0.556
CPTuber,C,CPTuber.C,BC,0.451
CPTuber,C,CPTuber.C,BC,0.449
CPTuber,C,CPTuber.C,BC,0.62
CPTuber,C,CPTuber.C,BC,0.535
CPTuber,C,CPTuber.C,BC,0.469
CPTuber,C,CPTuber.C,BC,0.514
CPTuber,C,CPTuber.C,BC,0.58
CPTuber,C,CPTuber.C,BC,0.561
CPTuber,C,CPTuber.C,BC,0.6
CPTuber,C,CPTuber.C,BC,0.514
CPTuber,C,CPTuber.C,BC,0.57
CPTuber,C,CPTuber.C,BC,0.56
CPTuber,C,CPTuber.C,BC,0.633
CPTuber,C,CPTuber.C,BC,0.506
CPTuber,C,CPTuber.C,BC,0.628
CPTuber,C,CPTuber.C,BC,0.558
CPTuber,C,CPTuber.C,BC,0.445
CPTuber,C,CPTuber.C,BC,0.476
CPTuber,C,CPTuber.C,BC,0.656
CPTuber,C,CPTuber.C,BC,0.581
CPTuber,C,CPTuber.C,BC,0.613
CPTuber,C,CPTuber.C,BC,0.508
CPTuber,C,CPTuber.C,BC,0.611
CPTuber,C,CPTuber.C,BC,0.44
CPTuber,C,CPTuber.C,BL,0.503
CPTuber,C,CPTuber.C,BL,0.688
CPTuber,C,CPTuber.C,BL,0.542
CPTuber,C,CPTuber.C,BL,0.457
CPTuber,C,CPTuber.C,BL,0.541
CPTuber,C,CPTuber.C,BL,0.521
CPTuber,C,CPTuber.C,BL,0.373
CPTuber,C,CPTuber.C,BL,0.543
CPTuber,C,CPTuber.C,BL,0.678
CPTuber,C,CPTuber.C,BL,0.484
CPTuber,C,CPTuber.C,BL,0.401
CPTuber,C,CPTuber.C,BL,0.474
CPTuber,C,CPTuber.C,BL,0.509
CPTuber,C,CPTuber.C,BL,0.72
CPTuber,C,CPTuber.C,BL,0.518
CPTuber,C,CPTuber.C,BL,0.543
CPTuber,C,CPTuber.C,BL,0.644
CPTuber,C,CPTuber.C,BL,0.503
CPTuber,C,CPTuber.C,BL,0.533
CPTuber,C,CPTuber.C,BL,0.522
CPTuber,C,CPTuber.C,BL,0.535
CPTuber,C,CPTuber.C,BL,0.559
CPTuber,C,CPTuber.C,BL,0.495
CPTuber,C,CPTuber.C,BL,0.499
CPTuber,C,CPTuber.C,BL,0.58
CPTuber,C,CPTuber.C,BRR,0.606
CPTuber,C,CPTuber.C,BRR,0.486
CPTuber,C,CPTuber.C,BRR,0.516
CPTuber,C,CPTuber.C,BRR,0.502
CPTuber,C,CPTuber.C,BRR,0.523
CPTuber,C,CPTuber.C,BRR,0.457
CPTuber,C,CPTuber.C,BRR,0.599
CPTuber,C,CPTuber.C,BRR,0.394
CPTuber,C,CPTuber.C,BRR,0.604
CPTuber,C,CPTuber.C,BRR,0.585
CPTuber,C,CPTuber.C,BRR,0.659
CPTuber,C,CPTuber.C,BRR,0.473
CPTuber,C,CPTuber.C,BRR,0.517
CPTuber,C,CPTuber.C,BRR,0.369
CPTuber,C,CPTuber.C,BRR,0.59
CPTuber,C,CPTuber.C,BRR,0.551
CPTuber,C,CPTuber.C,BRR,0.423
CPTuber,C,CPTuber.C,BRR,0.57
CPTuber,C,CPTuber.C,BRR,0.489
CPTuber,C,CPTuber.C,BRR,0.682
CPTuber,C,CPTuber.C,BRR,0.643
CPTuber,C,CPTuber.C,BRR,0.412
