Prefix,Componentes_CHL,Models,Traits,Heredabilidad
CPFlor,L,BRR,CPFlor.L,0.516418765968083
CPFlor,L,BRR,CPFlor.L,0.458695065749125
CPFlor,L,BRR,CPFlor.L,0.50963494158119
CPFlor,L,BRR,CPFlor.L,0.579415160715634
CPFlor,L,BRR,CPFlor.L,0.517296538201481
CPFlor,L,BRR,CPFlor.L,0.538577101849797
CPFlor,L,BRR,CPFlor.L,0.530747021431964
CPFlor,L,BRR,CPFlor.L,0.536950875388485
CPFlor,L,BRR,CPFlor.L,0.565143783314672
CPFlor,L,BRR,CPFlor.L,0.516041644331641
CPFlor,L,BRR,CPFlor.L,0.548785131985159
CPFlor,L,BRR,CPFlor.L,0.575479245886144
CPFlor,L,BRR,CPFlor.L,0.579162360625191
CPFlor,L,BRR,CPFlor.L,0.621902799342631
CPFlor,L,BRR,CPFlor.L,0.563298097462145
CPFlor,L,BRR,CPFlor.L,0.597635770891966
CPFlor,L,BRR,CPFlor.L,0.629038031990807
CPFlor,L,BRR,CPFlor.L,0.575583562482979
CPFlor,L,BRR,CPFlor.L,0.542191048955045
CPFlor,L,BRR,CPFlor.L,0.569825623188845
CPFlor,L,BRR,CPFlor.L,0.580562192158398
CPFlor,L,BRR,CPFlor.L,0.614223524885664
CPFlor,L,BRR,CPFlor.L,0.648892547781587
CPFlor,L,BRR,CPFlor.L,0.588775041146829
CPFlor,L,BRR,CPFlor.L,0.574383603903253
CPFlor,L,BRR,CPFlor.L,0.558439958216759
CPFlor,L,BRR,CPFlor.L,0.572390953949667
CPFlor,L,BRR,CPFlor.L,0.549634861133942
CPFlor,L,BRR,CPFlor.L,0.571641112426246
CPFlor,L,BRR,CPFlor.L,0.637711101364128
CPFlor,L,BRR,CPFlor.L,0.605789882777713
CPFlor,L,BRR,CPFlor.L,0.62637847220902
CPFlor,L,BRR,CPFlor.L,0.564130738784182
CPFlor,L,BRR,CPFlor.L,0.599093468811981
CPFlor,L,BRR,CPFlor.L,0.572192275113075
CPFlor,L,BRR,CPFlor.L,0.566655388790042
CPFlor,L,BRR,CPFlor.L,0.603088420471665
CPFlor,L,BRR,CPFlor.L,0.541830527877278
CPFlor,L,BRR,CPFlor.L,0.557841742097346
CPFlor,L,BRR,CPFlor.L,0.524366907434841
CPFlor,L,BRR,CPFlor.L,0.4843428032559
CPFlor,L,BRR,CPFlor.L,0.538432662916888
CPFlor,L,BRR,CPFlor.L,0.528787105770053
CPFlor,L,BRR,CPFlor.L,0.532677546557502
CPFlor,L,BRR,CPFlor.L,0.555652370363686
CPFlor,L,BRR,CPFlor.L,0.497585773958421
CPFlor,L,BRR,CPFlor.L,0.488123907480524
CPFlor,L,BRR,CPFlor.L,0.479919028926191
CPFlor,L,BRR,CPFlor.L,0.473788961537744
CPFlor,L,BRR,CPFlor.L,0.487507893364083
CPFlor,L,BRR,CPFlor.L,0.45332622062895
CPFlor,L,BRR,CPFlor.L,0.513170693526133
CPFlor,L,BRR,CPFlor.L,0.534049635225926
CPFlor,L,BRR,CPFlor.L,0.552629008510236
CPFlor,L,BRR,CPFlor.L,0.580072585847391
CPFlor,L,BRR,CPFlor.L,0.637267373860215
CPFlor,L,BRR,CPFlor.L,0.559063131738072
CPFlor,L,BRR,CPFlor.L,0.56309379175937
CPFlor,L,BRR,CPFlor.L,0.583893494600651
CPFlor,L,BRR,CPFlor.L,0.584254980597931
CPFlor,L,BRR,CPFlor.L,0.618990907165482
CPFlor,L,BRR,CPFlor.L,0.580841317349225
CPFlor,L,BRR,CPFlor.L,0.555945178675314
CPFlor,L,BRR,CPFlor.L,0.565563049543207
CPFlor,L,BRR,CPFlor.L,0.620626297301905
CPFlor,L,BRR,CPFlor.L,0.586772745334437
CPFlor,L,BRR,CPFlor.L,0.590080158745184
CPFlor,L,BRR,CPFlor.L,0.589813126773458
CPFlor,L,BRR,CPFlor.L,0.614377480820608
CPFlor,L,BRR,CPFlor.L,0.604027686378544
CPFlor,L,BRR,CPFlor.L,0.587875076217865
CPFlor,L,BRR,CPFlor.L,0.515235378750619
CPFlor,L,BRR,CPFlor.L,0.580675117078217
CPFlor,L,BRR,CPFlor.L,0.593923470166591
CPFlor,L,BRR,CPFlor.L,0.588153680267343
CPFlor,L,BRR,CPFlor.L,0.584145903739857
CPFlor,L,BRR,CPFlor.L,0.58082004257142
CPFlor,L,BRR,CPFlor.L,0.576537673906778
CPFlor,L,BRR,CPFlor.L,0.592106528449577
CPFlor,L,BRR,CPFlor.L,0.590464938111542
CPFlor,L,BRR,CPFlor.L,0.645045141848684
CPFlor,L,BRR,CPFlor.L,0.607946241540792
CPFlor,L,BRR,CPFlor.L,0.569901545839716
CPFlor,L,BRR,CPFlor.L,0.549243496841114
CPFlor,L,BRR,CPFlor.L,0.585260693796419
CPFlor,L,BRR,CPFlor.L,0.541682330597638
CPFlor,L,BRR,CPFlor.L,0.555769588687862
CPFlor,L,BRR,CPFlor.L,0.534352147808487
CPFlor,L,BRR,CPFlor.L,0.53858548321899
CPFlor,L,BRR,CPFlor.L,0.566991510581918
CPFlor,L,BRR,CPFlor.L,0.55664378967368
CPFlor,L,BRR,CPFlor.L,0.565799418590484
CPFlor,L,BRR,CPFlor.L,0.577434966058285
CPFlor,L,BRR,CPFlor.L,0.571262767750671
CPFlor,L,BRR,CPFlor.L,0.520219489753206
CPFlor,L,BRR,CPFlor.L,0.541926433056065
CPFlor,L,BRR,CPFlor.L,0.556055694321341
CPFlor,L,BRR,CPFlor.L,0.527645922816257
CPFlor,L,BRR,CPFlor.L,0.524563758915539
CPFlor,L,BRR,CPFlor.L,0.546636808967648
CPFlor,L,BRR,CPFlor.L,0.503065217362603
CPFlor,L,BRR,CPFlor.L,0.57110120428665
CPFlor,L,BRR,CPFlor.L,0.537630954065265
CPFlor,L,BRR,CPFlor.L,0.548383419816325
CPFlor,L,BRR,CPFlor.L,0.523226433021052
CPFlor,L,BRR,CPFlor.L,0.529128102964467
CPFlor,L,BRR,CPFlor.L,0.494414666007341
CPFlor,L,BRR,CPFlor.L,0.526824472751886
CPFlor,L,BRR,CPFlor.L,0.48499106380158
CPFlor,L,BRR,CPFlor.L,0.530914392697377
CPFlor,L,BRR,CPFlor.L,0.519101212955527
CPFlor,L,BRR,CPFlor.L,0.521999665931189
CPFlor,L,BRR,CPFlor.L,0.499704339049294
CPFlor,L,BRR,CPFlor.L,0.523319084884552
CPFlor,L,BRR,CPFlor.L,0.525597200413751
CPFlor,L,BRR,CPFlor.L,0.577546988782132
CPFlor,L,BRR,CPFlor.L,0.536805564191498
CPFlor,L,BRR,CPFlor.L,0.552569786301364
CPFlor,L,BRR,CPFlor.L,0.516063970162074
CPFlor,L,BRR,CPFlor.L,0.568131066185068
CPFlor,L,BRR,CPFlor.L,0.563826474582354
CPFlor,L,BRR,CPFlor.L,0.5786161429127
CPFlor,L,BRR,CPFlor.L,0.577521395906551
CPFlor,L,BRR,CPFlor.L,0.570464818487614
CPFlor,L,BRR,CPFlor.L,0.538704665338616
CPFlor,L,BRR,CPFlor.L,0.591727770703133
CPFlor,L,BRR,CPFlor.L,0.594326261241272
CPFlor,L,BRR,CPFlor.L,0.590412803234842
CPFlor,L,BRR,CPFlor.L,0.574386475374797
CPFlor,L,BRR,CPFlor.L,0.618309145565235
CPFlor,L,BRR,CPFlor.L,0.549131118171277
CPFlor,L,BRR,CPFlor.L,0.492138509696293
CPFlor,L,BRR,CPFlor.L,0.503432558149322
CPFlor,L,BRR,CPFlor.L,0.502409949082903
CPFlor,L,BRR,CPFlor.L,0.496492132556283
CPFlor,L,BRR,CPFlor.L,0.49108812241795
CPFlor,L,BRR,CPFlor.L,0.505223405444045
CPFlor,L,BRR,CPFlor.L,0.512645539275365
CPFlor,L,BRR,CPFlor.L,0.49841916058723
CPFlor,L,BRR,CPFlor.L,0.469147128685978
CPFlor,L,BRR,CPFlor.L,0.458622275194124
CPFlor,L,BRR,CPFlor.L,0.544135540449052
CPFlor,L,BRR,CPFlor.L,0.523213613325736
CPFlor,L,BRR,CPFlor.L,0.511373576513342
CPFlor,L,BRR,CPFlor.L,0.524595352145435
CPFlor,L,BRR,CPFlor.L,0.536982801339572
CPFlor,L,BRR,CPFlor.L,0.549889150178792
CPFlor,L,BRR,CPFlor.L,0.576909453763973
CPFlor,L,BRR,CPFlor.L,0.536597677251912
CPFlor,L,BRR,CPFlor.L,0.556223163638078
CPFlor,L,BRR,CPFlor.L,0.551395678927732
CPFlor,L,BRR,CPFlor.L,0.570548622552089
CPFlor,L,BRR,CPFlor.L,0.510013006685449
CPFlor,L,BRR,CPFlor.L,0.507593026309339
CPFlor,L,BRR,CPFlor.L,0.552703870845663
CPFlor,L,BRR,CPFlor.L,0.51691684394608
CPFlor,L,BRR,CPFlor.L,0.481741085562024
CPFlor,L,BRR,CPFlor.L,0.514099559780918
CPFlor,L,BRR,CPFlor.L,0.452517967286492
CPFlor,L,BRR,CPFlor.L,0.48372564878382
CPFlor,L,BRR,CPFlor.L,0.442372031871956
CPFlor,L,BRR,CPFlor.L,0.432333604617397
CPFlor,L,BRR,CPFlor.L,0.501964066944732
CPFlor,L,BRR,CPFlor.L,0.430287474956196
CPFlor,L,BRR,CPFlor.L,0.502278032079054
CPFlor,L,BRR,CPFlor.L,0.475786813156225
CPFlor,L,BRR,CPFlor.L,0.469499506152719
CPFlor,L,BRR,CPFlor.L,0.506304129506666
CPFlor,L,BRR,CPFlor.L,0.589358664678626
CPFlor,L,BRR,CPFlor.L,0.588821739043771
CPFlor,L,BRR,CPFlor.L,0.573485295897818
CPFlor,L,BRR,CPFlor.L,0.572492485771287
CPFlor,L,BRR,CPFlor.L,0.584778040917572
CPFlor,L,BRR,CPFlor.L,0.550792691569034
CPFlor,L,BRR,CPFlor.L,0.526786804827124
CPFlor,L,BRR,CPFlor.L,0.557965777902997
CPFlor,L,BRR,CPFlor.L,0.549872311805085
CPFlor,L,BRR,CPFlor.L,0.545588582576982
CPFlor,L,BRR,CPFlor.L,0.536426468766222
CPFlor,L,BRR,CPFlor.L,0.518876561062498
CPFlor,L,BRR,CPFlor.L,0.580296206302129
CPFlor,L,BRR,CPFlor.L,0.580036461886285
CPFlor,L,BRR,CPFlor.L,0.519635618905378
CPFlor,L,BRR,CPFlor.L,0.556239958705897
CPFlor,L,BRR,CPFlor.L,0.561703692386355
CPFlor,L,BRR,CPFlor.L,0.568831390357006
CPFlor,L,BRR,CPFlor.L,0.556237591749327
CPFlor,L,BRR,CPFlor.L,0.598290952511538
CPFlor,L,BRR,CPFlor.L,0.564796554751361
CPFlor,L,BRR,CPFlor.L,0.624070921250184
CPFlor,L,BRR,CPFlor.L,0.645545994951277
CPFlor,L,BRR,CPFlor.L,0.655531962956116
CPFlor,L,BRR,CPFlor.L,0.640815740059514
CPFlor,L,BRR,CPFlor.L,0.653097393453732
CPFlor,L,BRR,CPFlor.L,0.613856009766097
CPFlor,L,BRR,CPFlor.L,0.639029342410264
CPFlor,L,BRR,CPFlor.L,0.658998051805418
CPFlor,L,BRR,CPFlor.L,0.63174983292727
CPFlor,L,BRR,CPFlor.L,0.618877993677298
CPFlor,L,BRR,CPFlor.L,0.587676255796386
CPFlor,L,BRR,CPFlor.L,0.635883021042561
CPFlor,L,BRR,CPFlor.L,0.598863403994191
CPFlor,L,BRR,CPFlor.L,0.610400704031762
CPFlor,L,BRR,CPFlor.L,0.576645171603227
CPFlor,L,BRR,CPFlor.L,0.57336637097178
CPFlor,L,BRR,CPFlor.L,0.546177739865844
CPFlor,L,BRR,CPFlor.L,0.616140925198487
CPFlor,L,BRR,CPFlor.L,0.585527515583037
CPFlor,L,BRR,CPFlor.L,0.592149779151483
CPFlor,L,BRR,CPFlor.L,0.56351695322627
CPFlor,L,BRR,CPFlor.L,0.579060841693632
CPFlor,L,BRR,CPFlor.L,0.584929825702028
CPFlor,L,BRR,CPFlor.L,0.570565136567729
CPFlor,L,BRR,CPFlor.L,0.556409834769815
CPFlor,L,BRR,CPFlor.L,0.549299422824105
CPFlor,L,BRR,CPFlor.L,0.542224478665684
CPFlor,L,BRR,CPFlor.L,0.541399673219661
CPFlor,L,BRR,CPFlor.L,0.530550535145487
CPFlor,L,BRR,CPFlor.L,0.64377078466347
CPFlor,L,BRR,CPFlor.L,0.634155014661498
CPFlor,L,BRR,CPFlor.L,0.644066121042912
CPFlor,L,BRR,CPFlor.L,0.650453327539677
CPFlor,L,BRR,CPFlor.L,0.602209455669045
CPFlor,L,BRR,CPFlor.L,0.626978995804685
CPFlor,L,BRR,CPFlor.L,0.537771291963769
CPFlor,L,BRR,CPFlor.L,0.532391875848812
CPFlor,L,BRR,CPFlor.L,0.557442880728436
CPFlor,L,BRR,CPFlor.L,0.544152740050978
CPFlor,L,BRR,CPFlor.L,0.496107480884897
CPFlor,L,BRR,CPFlor.L,0.536475839828983
CPFlor,L,BRR,CPFlor.L,0.510488781346363
CPFlor,L,BRR,CPFlor.L,0.561157915703162
CPFlor,L,BRR,CPFlor.L,0.508422234699607
CPFlor,L,BRR,CPFlor.L,0.543968901831486
CPFlor,L,BRR,CPFlor.L,0.532659126812754
CPFlor,L,BRR,CPFlor.L,0.562926484792496
CPFlor,L,BRR,CPFlor.L,0.569127117133122
CPFlor,L,BRR,CPFlor.L,0.523448782575623
CPFlor,L,BRR,CPFlor.L,0.524157695332506
CPFlor,L,BRR,CPFlor.L,0.536979553811986
CPFlor,L,BRR,CPFlor.L,0.477742536421278
CPFlor,L,BRR,CPFlor.L,0.52379870857497
CPFlor,L,BRR,CPFlor.L,0.515963807231521
CPFlor,L,BRR,CPFlor.L,0.547805742261379
CPFlor,L,BRR,CPFlor.L,0.54902641521436
CPFlor,L,BRR,CPFlor.L,0.569027087297102
CPFlor,L,BRR,CPFlor.L,0.542502313626784
CPFlor,L,BRR,CPFlor.L,0.575258497716779
CPFlor,L,BRR,CPFlor.L,0.52157483244149
CPFlor,L,BRR,CPFlor.L,0.562510647342675
CPFlor,L,BRR,CPFlor.L,0.561754914209278
CPFlor,L,BRR,CPFlor.L,0.585857505080436
CPFlor,L,BRR,CPFlor.L,0.568025301184447
CPFlor,L,BRR,CPFlor.L,0.549046883604236
CPFlor,L,BRR,CPFlor.L,0.563522509046167
CPFlor,L,BRR,CPFlor.L,0.544611312590761
CPFlor,L,BRR,CPFlor.L,0.572129082527109
CPFlor,L,BRR,CPFlor.L,0.609531295056936
CPFlor,L,BRR,CPFlor.L,0.589286790399655
CPFlor,L,BRR,CPFlor.L,0.598422817923645
CPFlor,L,BRR,CPFlor.L,0.546212648860487
CPFlor,L,BRR,CPFlor.L,0.562718749442509
CPFlor,L,BRR,CPFlor.L,0.638009050626625
CPFlor,L,BRR,CPFlor.L,0.589923303418845
CPFlor,L,BRR,CPFlor.L,0.509529940867686
CPFlor,L,BRR,CPFlor.L,0.533569109623012
CPFlor,L,BRR,CPFlor.L,0.593380032182513
CPFlor,L,BRR,CPFlor.L,0.526224192560023
CPFlor,L,BRR,CPFlor.L,0.510880191798936
CPFlor,L,BRR,CPFlor.L,0.543047611501112
CPFlor,L,BRR,CPFlor.L,0.518977101747019
CPFlor,L,BRR,CPFlor.L,0.546065125467778
CPFlor,L,BRR,CPFlor.L,0.584643055135005
CPFlor,L,BRR,CPFlor.L,0.516806956510635
CPFlor,L,BRR,CPFlor.L,0.572394227678638
CPFlor,L,BRR,CPFlor.L,0.528576751831443
CPFlor,L,BRR,CPFlor.L,0.557433224473681
CPFlor,L,BRR,CPFlor.L,0.526666400125473
CPFlor,L,BRR,CPFlor.L,0.518549775364968
CPFlor,L,BRR,CPFlor.L,0.500455266903847
CPFlor,L,BRR,CPFlor.L,0.513247765557858
CPFlor,L,BRR,CPFlor.L,0.485412756727765
CPFlor,L,BRR,CPFlor.L,0.493130903277737
CPFlor,L,BRR,CPFlor.L,0.508795822023547
CPFlor,L,BRR,CPFlor.L,0.50126251864479
CPFlor,L,BRR,CPFlor.L,0.535081183668084
CPFlor,L,BRR,CPFlor.L,0.531652656356061
CPFlor,L,BRR,CPFlor.L,0.560329892159957
CPFlor,L,BRR,CPFlor.L,0.589443415155887
CPFlor,L,BRR,CPFlor.L,0.627948875816966
CPFlor,L,BRR,CPFlor.L,0.577008391888838
CPFlor,L,BRR,CPFlor.L,0.614524931052665
CPFlor,L,BRR,CPFlor.L,0.564008328972414
CPFlor,L,BRR,CPFlor.L,0.593172775863493
CPFlor,L,BRR,CPFlor.L,0.594634595059248
CPFlor,L,BRR,CPFlor.L,0.583243461526068
CPFlor,L,BRR,CPFlor.L,0.563739647443094
CPFlor,L,BRR,CPFlor.L,0.570440209232916
CPFlor,L,BRR,CPFlor.L,0.576278264986619
CPFlor,L,BRR,CPFlor.L,0.594419272396187
CPFlor,L,BRR,CPFlor.L,0.570324738514236
CPFlor,L,BRR,CPFlor.L,0.567483163540526
CPFlor,L,BRR,CPFlor.L,0.615411297109804
CPFlor,L,BRR,CPFlor.L,0.654163586659158
CPFlor,L,BRR,CPFlor.L,0.683481241227849
CPFlor,L,BRR,CPFlor.L,0.708825940819806
CPFlor,L,BRR,CPFlor.L,0.655794285073182
CPFlor,L,BRR,CPFlor.L,0.645192092518255
CPFlor,L,BRR,CPFlor.L,0.677522371035478
CPFlor,L,BRR,CPFlor.L,0.636031358200271
CPFlor,L,BRR,CPFlor.L,0.63975041912758
CPFlor,L,BRR,CPFlor.L,0.604388023055046
CPFlor,L,BRR,CPFlor.L,0.603591138899558
CPFlor,L,BRR,CPFlor.L,0.586423686140497
CPFlor,L,BRR,CPFlor.L,0.573076647878666
CPFlor,L,BRR,CPFlor.L,0.612297691260874
CPFlor,L,BRR,CPFlor.L,0.579956700630048
CPFlor,L,BRR,CPFlor.L,0.546207360563662
CPFlor,L,BRR,CPFlor.L,0.574224569395794
CPFlor,L,BRR,CPFlor.L,0.591127986385987
CPFlor,L,BRR,CPFlor.L,0.571268306714653
CPFlor,L,BRR,CPFlor.L,0.584726074155632
CPFlor,L,BRR,CPFlor.L,0.519253066336702
CPFlor,L,BRR,CPFlor.L,0.530597134970083
CPFlor,L,BRR,CPFlor.L,0.557344592395674
CPFlor,L,BRR,CPFlor.L,0.571071121171771
CPFlor,L,BRR,CPFlor.L,0.534696156813834
CPFlor,L,BRR,CPFlor.L,0.48559071868331
CPFlor,L,BRR,CPFlor.L,0.506423537837265
CPFlor,L,BRR,CPFlor.L,0.528616474844006
CPFlor,L,BRR,CPFlor.L,0.562570948042038
CPFlor,L,BRR,CPFlor.L,0.602684271088008
CPFlor,L,BRR,CPFlor.L,0.552934064305484
CPFlor,L,BRR,CPFlor.L,0.573061694096813
CPFlor,L,BRR,CPFlor.L,0.602404056098574
CPFlor,L,BRR,CPFlor.L,0.60619288650079
CPFlor,L,BRR,CPFlor.L,0.536159604295964
CPFlor,L,BRR,CPFlor.L,0.551573183414368
CPFlor,L,BRR,CPFlor.L,0.515845590276743
CPFlor,L,BRR,CPFlor.L,0.521554456884621
CPFlor,L,BRR,CPFlor.L,0.480265862637271
CPFlor,L,BRR,CPFlor.L,0.463593956349817
CPFlor,L,BRR,CPFlor.L,0.462322496395496
CPFlor,L,BRR,CPFlor.L,0.474499845010424
CPFlor,L,BRR,CPFlor.L,0.465737459945089
CPFlor,L,BRR,CPFlor.L,0.440065972752525
CPFlor,L,BRR,CPFlor.L,0.421068371756654
CPFlor,L,BRR,CPFlor.L,0.409420018913909
CPFlor,L,BRR,CPFlor.L,0.411024323735608
CPFlor,L,BRR,CPFlor.L,0.449900396363788
CPFlor,L,BRR,CPFlor.L,0.457799531085758
CPFlor,L,BRR,CPFlor.L,0.462637092287254
CPFlor,L,BRR,CPFlor.L,0.439941020261054
CPFlor,L,BRR,CPFlor.L,0.471898379343855
CPFlor,L,BRR,CPFlor.L,0.523329317157763
CPTuber,C,BRR,CPTuber.C,0.440524331700748
CPTuber,C,BRR,CPTuber.C,0.389051705930635
CPTuber,C,BRR,CPTuber.C,0.384515902050247
CPTuber,C,BRR,CPTuber.C,0.378415762011472
CPTuber,C,BRR,CPTuber.C,0.380373068663248
CPTuber,C,BRR,CPTuber.C,0.419975954279701
CPTuber,C,BRR,CPTuber.C,0.429485108490231
CPTuber,C,BRR,CPTuber.C,0.390173776789603
CPTuber,C,BRR,CPTuber.C,0.363238434982844
CPTuber,C,BRR,CPTuber.C,0.37585885668446
CPTuber,C,BRR,CPTuber.C,0.388839215164811
CPTuber,C,BRR,CPTuber.C,0.434984248550649
CPTuber,C,BRR,CPTuber.C,0.387404139855837
CPTuber,C,BRR,CPTuber.C,0.400285852466018
CPTuber,C,BRR,CPTuber.C,0.420571241650979
CPTuber,C,BRR,CPTuber.C,0.417489645288448
CPTuber,C,BRR,CPTuber.C,0.391777747692935
CPTuber,C,BRR,CPTuber.C,0.399652925452708
CPTuber,C,BRR,CPTuber.C,0.388222458753166
CPTuber,C,BRR,CPTuber.C,0.422672891456006
CPTuber,C,BRR,CPTuber.C,0.388223136323572
CPTuber,C,BRR,CPTuber.C,0.464850759345147
CPTuber,C,BRR,CPTuber.C,0.439090510943486
CPTuber,C,BRR,CPTuber.C,0.468806781108721
CPTuber,C,BRR,CPTuber.C,0.498147555478099
CPTuber,C,BRR,CPTuber.C,0.470956648393518
CPTuber,C,BRR,CPTuber.C,0.433734296506049
CPTuber,C,BRR,CPTuber.C,0.431859340029643
CPTuber,C,BRR,CPTuber.C,0.394945327503275
CPTuber,C,BRR,CPTuber.C,0.41010757587075
CPTuber,C,BRR,CPTuber.C,0.438337731005797
CPTuber,C,BRR,CPTuber.C,0.451487591817656
CPTuber,C,BRR,CPTuber.C,0.489895583780982
CPTuber,C,BRR,CPTuber.C,0.526630395296542
CPTuber,C,BRR,CPTuber.C,0.546594525500436
CPTuber,C,BRR,CPTuber.C,0.586665399505665
CPTuber,C,BRR,CPTuber.C,0.58457835062977
CPTuber,C,BRR,CPTuber.C,0.544896305378655
CPTuber,C,BRR,CPTuber.C,0.533985471164536
CPTuber,C,BRR,CPTuber.C,0.570347550735419
CPTuber,C,BRR,CPTuber.C,0.562753532100917
CPTuber,C,BRR,CPTuber.C,0.559487478427804
CPTuber,C,BRR,CPTuber.C,0.567804555122004
CPTuber,C,BRR,CPTuber.C,0.578453871774866
CPTuber,C,BRR,CPTuber.C,0.531409199364837
CPTuber,C,BRR,CPTuber.C,0.557756298526382
CPTuber,C,BRR,CPTuber.C,0.504708591583769
CPTuber,C,BRR,CPTuber.C,0.547045525529885
CPTuber,C,BRR,CPTuber.C,0.548480911535885
CPTuber,C,BRR,CPTuber.C,0.554140310570995
CPTuber,C,BRR,CPTuber.C,0.548393275416665
CPTuber,C,BRR,CPTuber.C,0.524061624761476
CPTuber,C,BRR,CPTuber.C,0.521066576847383
CPTuber,C,BRR,CPTuber.C,0.490133194431992
CPTuber,C,BRR,CPTuber.C,0.567984353313784
CPTuber,C,BRR,CPTuber.C,0.526568284900826
CPTuber,C,BRR,CPTuber.C,0.500079608345949
CPTuber,C,BRR,CPTuber.C,0.486365373819008
CPTuber,C,BRR,CPTuber.C,0.490532671165624
CPTuber,C,BRR,CPTuber.C,0.527878059518029
CPTuber,C,BRR,CPTuber.C,0.474192281213655
CPTuber,C,BRR,CPTuber.C,0.50436036353104
CPTuber,C,BRR,CPTuber.C,0.522007268328749
CPTuber,C,BRR,CPTuber.C,0.55214280291957
CPTuber,C,BRR,CPTuber.C,0.566655032925103
CPTuber,C,BRR,CPTuber.C,0.569472900447245
CPTuber,C,BRR,CPTuber.C,0.570833009021463
CPTuber,C,BRR,CPTuber.C,0.585575777728992
CPTuber,C,BRR,CPTuber.C,0.576678943092414
CPTuber,C,BRR,CPTuber.C,0.567828869302102
CPTuber,C,BRR,CPTuber.C,0.601856422263785
CPTuber,C,BRR,CPTuber.C,0.611234386657831
CPTuber,C,BRR,CPTuber.C,0.617037511080883
CPTuber,C,BRR,CPTuber.C,0.560027677914617
CPTuber,C,BRR,CPTuber.C,0.510224136191683
CPTuber,C,BRR,CPTuber.C,0.505113109308077
CPTuber,C,BRR,CPTuber.C,0.51307436477588
CPTuber,C,BRR,CPTuber.C,0.532096856825877
CPTuber,C,BRR,CPTuber.C,0.4480379727319
CPTuber,C,BRR,CPTuber.C,0.483542256184206
CPTuber,C,BRR,CPTuber.C,0.48022752072581
CPTuber,C,BRR,CPTuber.C,0.513927679753518
CPTuber,C,BRR,CPTuber.C,0.494545208432202
CPTuber,C,BRR,CPTuber.C,0.496836921400491
CPTuber,C,BRR,CPTuber.C,0.466968055477485
CPTuber,C,BRR,CPTuber.C,0.444717463109359
CPTuber,C,BRR,CPTuber.C,0.4601818566454
CPTuber,C,BRR,CPTuber.C,0.487824923640926
CPTuber,C,BRR,CPTuber.C,0.433179474934749
CPTuber,C,BRR,CPTuber.C,0.427719526991896
CPTuber,C,BRR,CPTuber.C,0.438931234195782
CPTuber,C,BRR,CPTuber.C,0.443530987027708
CPTuber,C,BRR,CPTuber.C,0.442656160040834
CPTuber,C,BRR,CPTuber.C,0.398761373042166
CPTuber,C,BRR,CPTuber.C,0.39569503753071
CPTuber,C,BRR,CPTuber.C,0.352084046264438
CPTuber,C,BRR,CPTuber.C,0.357603492755183
CPTuber,C,BRR,CPTuber.C,0.312570517310045
CPTuber,C,BRR,CPTuber.C,0.355609517293169
CPTuber,C,BRR,CPTuber.C,0.396514779722336
CPTuber,C,BRR,CPTuber.C,0.394078864971052
CPTuber,C,BRR,CPTuber.C,0.426415686091365
CPTuber,C,BRR,CPTuber.C,0.462689763584821
CPTuber,C,BRR,CPTuber.C,0.465012109431634
CPTuber,C,BRR,CPTuber.C,0.454838610680283
CPTuber,C,BRR,CPTuber.C,0.542896033706019
CPTuber,C,BRR,CPTuber.C,0.542515378744862
CPTuber,C,BRR,CPTuber.C,0.531164575101353
CPTuber,C,BRR,CPTuber.C,0.48637069709633
CPTuber,C,BRR,CPTuber.C,0.514329804827199
CPTuber,C,BRR,CPTuber.C,0.523381839060394
CPTuber,C,BRR,CPTuber.C,0.498334960445199
CPTuber,C,BRR,CPTuber.C,0.510589400333231
CPTuber,C,BRR,CPTuber.C,0.46660283095091
CPTuber,C,BRR,CPTuber.C,0.546652890407648
CPTuber,C,BRR,CPTuber.C,0.52691539421171
CPTuber,C,BRR,CPTuber.C,0.518286560294344
CPTuber,C,BRR,CPTuber.C,0.54202302491336
CPTuber,C,BRR,CPTuber.C,0.500174255644219
CPTuber,C,BRR,CPTuber.C,0.493734025914178
CPTuber,C,BRR,CPTuber.C,0.456045374421798
CPTuber,C,BRR,CPTuber.C,0.516208173870844
CPTuber,C,BRR,CPTuber.C,0.46882469752797
CPTuber,C,BRR,CPTuber.C,0.487676180265972
CPTuber,C,BRR,CPTuber.C,0.475463570931948
CPTuber,C,BRR,CPTuber.C,0.449131463064019
CPTuber,C,BRR,CPTuber.C,0.445981918197163
CPTuber,C,BRR,CPTuber.C,0.481211104137925
CPTuber,C,BRR,CPTuber.C,0.528175414208365
CPTuber,C,BRR,CPTuber.C,0.481228051099652
CPTuber,C,BRR,CPTuber.C,0.463189657832069
CPTuber,C,BRR,CPTuber.C,0.468862350289802
CPTuber,C,BRR,CPTuber.C,0.482937952084725
CPTuber,C,BRR,CPTuber.C,0.492110339283021
CPTuber,C,BRR,CPTuber.C,0.505095227104607
CPTuber,C,BRR,CPTuber.C,0.508688153898928
CPTuber,C,BRR,CPTuber.C,0.486794763259
CPTuber,C,BRR,CPTuber.C,0.528000562503309
CPTuber,C,BRR,CPTuber.C,0.5649573469936
CPTuber,C,BRR,CPTuber.C,0.561367334849682
CPTuber,C,BRR,CPTuber.C,0.520935100153264
CPTuber,C,BRR,CPTuber.C,0.498412313570478
CPTuber,C,BRR,CPTuber.C,0.54412378014613
CPTuber,C,BRR,CPTuber.C,0.493905818925999
