Prefix,CHL_Components,Models,Traits,Heritability
PCFlower,C,BRR,PCFlower.C,0.608848546861925
PCFlower,C,BRR,PCFlower.C,0.595208489499856
PCFlower,C,BRR,PCFlower.C,0.556420175881039
PCFlower,C,BRR,PCFlower.C,0.4929802066386
PCFlower,C,BRR,PCFlower.C,0.575894387685134
PCFlower,C,BRR,PCFlower.C,0.544158430269832
PCFlower,C,BRR,PCFlower.C,0.580488758008429
PCFlower,C,BRR,PCFlower.C,0.566886002060121
PCFlower,C,BRR,PCFlower.C,0.588564186907617
PCFlower,C,BRR,PCFlower.C,0.584947979471707
PCFlower,C,BRR,PCFlower.C,0.61029146967869
PCFlower,C,BRR,PCFlower.C,0.616899673135008
PCFlower,C,BRR,PCFlower.C,0.620258876285364
PCFlower,C,BRR,PCFlower.C,0.633961706470508
PCFlower,C,BRR,PCFlower.C,0.613984259011718
PCFlower,C,BRR,PCFlower.C,0.598897774708877
PCFlower,C,BRR,PCFlower.C,0.62080434292258
PCFlower,C,BRR,PCFlower.C,0.546187239749236
PCFlower,C,BRR,PCFlower.C,0.539089636685163
PCFlower,C,BRR,PCFlower.C,0.545850899568881
PCFlower,C,BRR,PCFlower.C,0.571723692549017
PCFlower,C,BRR,PCFlower.C,0.587047977414552
PCFlower,C,BRR,PCFlower.C,0.580255102677118
PCFlower,C,BRR,PCFlower.C,0.603088348529352
PCFlower,C,BRR,PCFlower.C,0.610153204054516
PCFlower,C,BRR,PCFlower.C,0.594192276415291
PCFlower,C,BRR,PCFlower.C,0.601034702705613
PCFlower,C,BRR,PCFlower.C,0.594867437402885
PCFlower,C,BRR,PCFlower.C,0.561410154940104
PCFlower,C,BRR,PCFlower.C,0.576445813346163
PCFlower,C,BRR,PCFlower.C,0.51619774775677
PCFlower,C,BRR,PCFlower.C,0.54603562998426
PCFlower,C,BRR,PCFlower.C,0.563012415446853
PCFlower,C,BRR,PCFlower.C,0.552620882937129
PCFlower,C,BRR,PCFlower.C,0.557216686259022
PCFlower,C,BRR,PCFlower.C,0.547806947355069
PCFlower,C,BRR,PCFlower.C,0.580864883742507
PCFlower,C,BRR,PCFlower.C,0.548693793818092
PCFlower,C,BRR,PCFlower.C,0.553919649677047
PCFlower,C,BRR,PCFlower.C,0.608103793982602
PCFlower,C,BRR,PCFlower.C,0.587150074945751
PCFlower,C,BRR,PCFlower.C,0.531841241945236
PCFlower,C,BRR,PCFlower.C,0.561502877531723
PCFlower,C,BRR,PCFlower.C,0.57686704038679
PCFlower,C,BRR,PCFlower.C,0.539642576465968
PCFlower,C,BRR,PCFlower.C,0.518237575590265
PCFlower,C,BRR,PCFlower.C,0.566970190525673
PCFlower,C,BRR,PCFlower.C,0.575567745871135
PCFlower,C,BRR,PCFlower.C,0.58027919722101
PCFlower,C,BRR,PCFlower.C,0.576559601910461
PCFlower,C,BRR,PCFlower.C,0.544583275909037
PCFlower,C,BRR,PCFlower.C,0.573471176264877
PCFlower,C,BRR,PCFlower.C,0.485531556817958
PCFlower,C,BRR,PCFlower.C,0.584637499348012
PCFlower,C,BRR,PCFlower.C,0.58029380448874
PCFlower,C,BRR,PCFlower.C,0.51957353925253
PCFlower,C,BRR,PCFlower.C,0.563469077516905
PCFlower,C,BRR,PCFlower.C,0.560612790195377
PCFlower,C,BRR,PCFlower.C,0.532658598300985
PCFlower,C,BRR,PCFlower.C,0.476728132552802
PCFlower,C,BRR,PCFlower.C,0.478015478240513
PCFlower,C,BRR,PCFlower.C,0.518747372644608
PCFlower,C,BRR,PCFlower.C,0.53496138228047
PCFlower,C,BRR,PCFlower.C,0.479163446362977
PCFlower,C,BRR,PCFlower.C,0.452454907028904
PCFlower,C,BRR,PCFlower.C,0.44447644323813
PCFlower,C,BRR,PCFlower.C,0.505849198542261
PCFlower,C,BRR,PCFlower.C,0.520547439614116
PCFlower,C,BRR,PCFlower.C,0.489224860049301
PCFlower,C,BRR,PCFlower.C,0.524880002509176
PCFlower,C,BRR,PCFlower.C,0.560594456240196
PCFlower,C,BRR,PCFlower.C,0.526240453010789
PCFlower,C,BRR,PCFlower.C,0.564073859862991
PCFlower,C,BRR,PCFlower.C,0.526592655618243
PCFlower,C,BRR,PCFlower.C,0.592433580681963
PCFlower,C,BRR,PCFlower.C,0.567318028207236
PCFlower,C,BRR,PCFlower.C,0.556801258870345
PCFlower,C,BRR,PCFlower.C,0.548860117670572
PCFlower,C,BRR,PCFlower.C,0.51649523052073
PCFlower,C,BRR,PCFlower.C,0.494475437989232
PCFlower,C,BRR,PCFlower.C,0.521408735451534
PCFlower,C,BRR,PCFlower.C,0.504894577116316
PCFlower,C,BRR,PCFlower.C,0.487504913618444
PCFlower,C,BRR,PCFlower.C,0.507729366876582
PCFlower,C,BRR,PCFlower.C,0.49163227543519
PCFlower,C,BRR,PCFlower.C,0.54882053019839
PCFlower,C,BRR,PCFlower.C,0.576168573069385
PCFlower,C,BRR,PCFlower.C,0.55683056467076
PCFlower,C,BRR,PCFlower.C,0.582157225354943
PCFlower,C,BRR,PCFlower.C,0.580792897790146
PCFlower,C,BRR,PCFlower.C,0.580636781141454
PCFlower,C,BRR,PCFlower.C,0.529954020261503
PCFlower,C,BRR,PCFlower.C,0.530789102106489
PCFlower,C,BRR,PCFlower.C,0.508520648576576
PCFlower,C,BRR,PCFlower.C,0.469202507480665
PCFlower,C,BRR,PCFlower.C,0.485550748931342
PCFlower,C,BRR,PCFlower.C,0.483865458538162
PCFlower,C,BRR,PCFlower.C,0.460035146629772
PCFlower,C,BRR,PCFlower.C,0.491356934167904
PCFlower,C,BRR,PCFlower.C,0.484503514986147
PCFlower,C,BRR,PCFlower.C,0.507074268569478
PCFlower,C,BRR,PCFlower.C,0.430859334579435
PCFlower,C,BRR,PCFlower.C,0.437655611262204
PCFlower,C,BRR,PCFlower.C,0.422699824255197
PCFlower,C,BRR,PCFlower.C,0.436845359186817
PCFlower,C,BRR,PCFlower.C,0.442107996782122
PCFlower,C,BRR,PCFlower.C,0.475649013495647
PCFlower,C,BRR,PCFlower.C,0.479469435644421
PCFlower,C,BRR,PCFlower.C,0.527844243574372
PCFlower,C,BRR,PCFlower.C,0.56316281884446
PCFlower,C,BRR,PCFlower.C,0.527787532429991
PCFlower,C,BRR,PCFlower.C,0.512983594850463
PCFlower,C,BRR,PCFlower.C,0.537350211937139
PCFlower,C,BRR,PCFlower.C,0.514546574645005
PCFlower,C,BRR,PCFlower.C,0.524245241496642
PCFlower,C,BRR,PCFlower.C,0.539289799138673
PCFlower,C,BRR,PCFlower.C,0.546100350502393
PCFlower,C,BRR,PCFlower.C,0.569918618038456
PCFlower,C,BRR,PCFlower.C,0.609701646971127
PCFlower,C,BRR,PCFlower.C,0.647327200091416
PCFlower,C,BRR,PCFlower.C,0.647323563229669
PCFlower,C,BRR,PCFlower.C,0.653731754921609
PCFlower,C,BRR,PCFlower.C,0.610204776708667
PCFlower,C,BRR,PCFlower.C,0.652184722428817
PCFlower,C,BRR,PCFlower.C,0.670680853237847
PCFlower,C,BRR,PCFlower.C,0.663972067929439
PCFlower,C,BRR,PCFlower.C,0.676986084214913
PCFlower,C,BRR,PCFlower.C,0.615585544213643
PCFlower,C,BRR,PCFlower.C,0.619113993097876
PCFlower,C,BRR,PCFlower.C,0.577179278540323
PCFlower,C,BRR,PCFlower.C,0.670444851385489
PCFlower,C,BRR,PCFlower.C,0.644202144356315
PCFlower,C,BRR,PCFlower.C,0.655051960701502
PCFlower,C,BRR,PCFlower.C,0.651748372987667
PCFlower,C,BRR,PCFlower.C,0.626794900207812
PCFlower,C,BRR,PCFlower.C,0.634370151299024
PCFlower,C,BRR,PCFlower.C,0.633978172614744
PCFlower,C,BRR,PCFlower.C,0.603155249177905
PCFlower,C,BRR,PCFlower.C,0.582173171878458
PCFlower,C,BRR,PCFlower.C,0.607856036485448
PCFlower,C,BRR,PCFlower.C,0.579064155350855
PCFlower,C,BRR,PCFlower.C,0.587254269361274
PCFlower,C,BRR,PCFlower.C,0.606016197478379
PCFlower,C,BRR,PCFlower.C,0.599631928048704
PCFlower,C,BRR,PCFlower.C,0.582400251372821
PCFlower,C,BRR,PCFlower.C,0.586203063392605
PCFlower,C,BRR,PCFlower.C,0.589711157589708
PCFlower,C,BRR,PCFlower.C,0.59128082912216
PCFlower,C,BRR,PCFlower.C,0.552987715440554
PCFlower,C,BRR,PCFlower.C,0.560568983370795
PCFlower,C,BRR,PCFlower.C,0.562401612469147
PCFlower,C,BRR,PCFlower.C,0.519004442403274
PCFlower,C,BRR,PCFlower.C,0.497917033219424
PCFlower,C,BRR,PCFlower.C,0.5095175106737
PCFlower,C,BRR,PCFlower.C,0.521955891281568
PCFlower,C,BRR,PCFlower.C,0.522889540739168
PCFlower,C,BRR,PCFlower.C,0.539301536004038
PCFlower,C,BRR,PCFlower.C,0.538842724004972
PCFlower,C,BRR,PCFlower.C,0.556914240186885
PCFlower,C,BRR,PCFlower.C,0.532090684728207
PCFlower,C,BRR,PCFlower.C,0.508045792774374
PCFlower,C,BRR,PCFlower.C,0.460312532076778
PCFlower,C,BRR,PCFlower.C,0.498627483870745
PCFlower,C,BRR,PCFlower.C,0.442433679825188
PCFlower,C,BRR,PCFlower.C,0.528117388513259
PCFlower,C,BRR,PCFlower.C,0.472478699620149
PCFlower,C,BRR,PCFlower.C,0.475786262775797
PCFlower,C,BRR,PCFlower.C,0.539029530733381
PCFlower,C,BRR,PCFlower.C,0.504890395719147
PCFlower,C,BRR,PCFlower.C,0.509692773448336
PCFlower,C,BRR,PCFlower.C,0.478660038804335
PCFlower,C,BRR,PCFlower.C,0.532879671463611
PCFlower,C,BRR,PCFlower.C,0.497117661860814
PCFlower,C,BRR,PCFlower.C,0.525579548367538
PCFlower,C,BRR,PCFlower.C,0.556469809611152
PCFlower,C,BRR,PCFlower.C,0.583419959922677
PCFlower,C,BRR,PCFlower.C,0.513276898524054
PCFlower,C,BRR,PCFlower.C,0.50454474142289
PCFlower,C,BRR,PCFlower.C,0.553585831596189
PCFlower,C,BRR,PCFlower.C,0.548062993297844
PCFlower,C,BRR,PCFlower.C,0.565264913904301
PCFlower,C,BRR,PCFlower.C,0.521194020124157
PCFlower,C,BRR,PCFlower.C,0.568565524123708
PCFlower,C,BRR,PCFlower.C,0.601210716642457
PCFlower,C,BRR,PCFlower.C,0.574103877029845
PCFlower,C,BRR,PCFlower.C,0.537316472474194
PCFlower,C,BRR,PCFlower.C,0.540644301254201
PCFlower,C,BRR,PCFlower.C,0.538253377215099
PCFlower,C,BRR,PCFlower.C,0.484181416232868
PCFlower,C,BRR,PCFlower.C,0.504585554907181
PCFlower,C,BRR,PCFlower.C,0.498037151246717
PCFlower,C,BRR,PCFlower.C,0.470794358471518
PCFlower,C,BRR,PCFlower.C,0.445521480310313
PCFlower,C,BRR,PCFlower.C,0.477424832278393
PCFlower,C,BRR,PCFlower.C,0.488120800740528
PCFlower,C,BRR,PCFlower.C,0.479915724502765
PCFlower,C,BRR,PCFlower.C,0.523033160160037
PCFlower,C,BRR,PCFlower.C,0.562505851480206
PCFlower,C,BRR,PCFlower.C,0.601656907700761
PCFlower,C,BRR,PCFlower.C,0.478301023739273
PCFlower,C,BRR,PCFlower.C,0.47921118382628
PCFlower,C,BRR,PCFlower.C,0.556536668485404
PCFlower,C,BRR,PCFlower.C,0.549872232937988
PCFlower,C,BRR,PCFlower.C,0.558111541412706
PCFlower,C,BRR,PCFlower.C,0.588824686340441
PCFlower,C,BRR,PCFlower.C,0.608141348376782
PCFlower,C,BRR,PCFlower.C,0.563700625052476
PCFlower,C,BRR,PCFlower.C,0.567599170333575
PCFlower,C,BRR,PCFlower.C,0.604722400571981
PCFlower,C,BRR,PCFlower.C,0.579925270252289
PCFlower,C,BRR,PCFlower.C,0.545226713968516
PCFlower,C,BRR,PCFlower.C,0.584905410400142
PCFlower,C,BRR,PCFlower.C,0.582588067272344
PCFlower,C,BRR,PCFlower.C,0.597801474250211
PCFlower,C,BRR,PCFlower.C,0.619151561282202
PCFlower,C,BRR,PCFlower.C,0.636733119787484
PCFlower,C,BRR,PCFlower.C,0.569485084007126
PCFlower,C,BRR,PCFlower.C,0.621893075724274
PCFlower,C,BRR,PCFlower.C,0.626275518462115
PCFlower,C,BRR,PCFlower.C,0.62446112588173
PCFlower,C,BRR,PCFlower.C,0.584471103880411
PCFlower,C,BRR,PCFlower.C,0.608337009984982
PCFlower,C,BRR,PCFlower.C,0.574803346633969
PCFlower,C,BRR,PCFlower.C,0.572082662718836
PCFlower,C,BRR,PCFlower.C,0.5735719817474
PCFlower,C,BRR,PCFlower.C,0.582333914105712
PCFlower,C,BRR,PCFlower.C,0.608258749119637
PCFlower,C,BRR,PCFlower.C,0.587599249473365
PCFlower,C,BRR,PCFlower.C,0.55755126630729
PCFlower,C,BRR,PCFlower.C,0.619303476195741
PCFlower,C,BRR,PCFlower.C,0.554914867970732
PCFlower,C,BRR,PCFlower.C,0.570940286891568
PCFlower,C,BRR,PCFlower.C,0.608493214827584
PCFlower,C,BRR,PCFlower.C,0.581712934116675
PCFlower,C,BRR,PCFlower.C,0.565483271997475
PCFlower,C,BRR,PCFlower.C,0.567891493258672
PCFlower,C,BRR,PCFlower.C,0.592200927431896
PCFlower,C,BRR,PCFlower.C,0.591544698823681
PCFlower,C,BRR,PCFlower.C,0.536846171252561
PCFlower,C,BRR,PCFlower.C,0.554324557655279
PCFlower,C,BRR,PCFlower.C,0.542476090392859
PCFlower,C,BRR,PCFlower.C,0.556227055286781
PCFlower,C,BRR,PCFlower.C,0.565033328514381
PCFlower,C,BRR,PCFlower.C,0.600374791745268
PCFlower,C,BRR,PCFlower.C,0.544403760025132
PCFlower,C,BRR,PCFlower.C,0.599473647039161
PCFlower,C,BRR,PCFlower.C,0.560203509643597
PCFlower,C,BRR,PCFlower.C,0.570847052557562
PCFlower,C,BRR,PCFlower.C,0.577070321909437
PCFlower,C,BRR,PCFlower.C,0.647046438812465
PCFlower,C,BRR,PCFlower.C,0.578504104373844
PCFlower,C,BRR,PCFlower.C,0.591594243101613
PCFlower,C,BRR,PCFlower.C,0.605484358014359
PCFlower,C,BRR,PCFlower.C,0.594038130071594
PCFlower,C,BRR,PCFlower.C,0.586164231091817
PCFlower,C,BRR,PCFlower.C,0.544698364837175
PCFlower,C,BRR,PCFlower.C,0.529980173547547
PCFlower,C,BRR,PCFlower.C,0.544679822422786
PCFlower,C,BRR,PCFlower.C,0.508631668616888
PCFlower,C,BRR,PCFlower.C,0.51472216178409
PCFlower,C,BRR,PCFlower.C,0.503838959188622
PCFlower,C,BRR,PCFlower.C,0.515322507650338
PCFlower,C,BRR,PCFlower.C,0.502903159188464
PCFlower,C,BRR,PCFlower.C,0.489888667926337
PCFlower,C,BRR,PCFlower.C,0.544834580181899
PCFlower,C,BRR,PCFlower.C,0.535072412913935
PCFlower,C,BRR,PCFlower.C,0.581372620789931
PCFlower,C,BRR,PCFlower.C,0.576495597900004
PCFlower,C,BRR,PCFlower.C,0.596898305467618
PCFlower,C,BRR,PCFlower.C,0.58916370263995
PCFlower,C,BRR,PCFlower.C,0.587772273711734
PCFlower,C,BRR,PCFlower.C,0.594816672039848
PCFlower,C,BRR,PCFlower.C,0.628643311551374
PCFlower,C,BRR,PCFlower.C,0.575866658364596
PCFlower,C,BRR,PCFlower.C,0.591691409837561
PCFlower,C,BRR,PCFlower.C,0.593836298791839
PCFlower,C,BRR,PCFlower.C,0.565690392450675
PCFlower,C,BRR,PCFlower.C,0.544511146009101
PCFlower,C,BRR,PCFlower.C,0.596939371394807
PCFlower,C,BRR,PCFlower.C,0.545206686721252
PCFlower,C,BRR,PCFlower.C,0.556579527006402
PCFlower,C,BRR,PCFlower.C,0.54842124594843
PCFlower,C,BRR,PCFlower.C,0.537668684297599
PCFlower,C,BRR,PCFlower.C,0.529338394657417
PCFlower,C,BRR,PCFlower.C,0.530605498125177
PCFlower,C,BRR,PCFlower.C,0.524833930832657
PCFlower,C,BRR,PCFlower.C,0.53848784937753
PCFlower,C,BRR,PCFlower.C,0.514853084578256
PCFlower,C,BRR,PCFlower.C,0.523450040942939
PCFlower,C,BRR,PCFlower.C,0.577401464941564
PCFlower,C,BRR,PCFlower.C,0.550461257192295
PCFlower,C,BRR,PCFlower.C,0.582967107159258
PCFlower,C,BRR,PCFlower.C,0.537203593963219
PCFlower,C,BRR,PCFlower.C,0.559382144097713
PCFlower,C,BRR,PCFlower.C,0.5648563926809
PCFlower,C,BRR,PCFlower.C,0.568628502637849
PCFlower,C,BRR,PCFlower.C,0.540510864550036
PCFlower,C,BRR,PCFlower.C,0.585140196875618
PCFlower,C,BRR,PCFlower.C,0.576831888918057
PCFlower,C,BRR,PCFlower.C,0.538795423502345
PCFlower,C,BRR,PCFlower.C,0.536704543399086
PCFlower,C,BRR,PCFlower.C,0.495280449099355
PCFlower,C,BRR,PCFlower.C,0.541903373865197
PCFlower,C,BRR,PCFlower.C,0.603347683593224
PCFlower,C,BRR,PCFlower.C,0.61962191139521
PCFlower,C,BRR,PCFlower.C,0.610360674687346
PCFlower,C,BRR,PCFlower.C,0.631996079093689
PCFlower,C,BRR,PCFlower.C,0.570558783008768
PCFlower,C,BRR,PCFlower.C,0.610752559011406
PCFlower,C,BRR,PCFlower.C,0.621394130734503
PCFlower,C,BRR,PCFlower.C,0.638442815297932
PCFlower,C,BRR,PCFlower.C,0.591457742909777
PCFlower,C,BRR,PCFlower.C,0.657030289770274
PCFlower,C,BRR,PCFlower.C,0.574473097054731
PCFlower,H,BRR,PCFlower.H,0.769215829962621
PCFlower,H,BRR,PCFlower.H,0.821146813313127
PCFlower,H,BRR,PCFlower.H,0.821617087497522
PCFlower,H,BRR,PCFlower.H,0.840143114463774
PCFlower,H,BRR,PCFlower.H,0.829779023313229
PCFlower,H,BRR,PCFlower.H,0.834529855884939
PCFlower,H,BRR,PCFlower.H,0.833914133031064
PCFlower,H,BRR,PCFlower.H,0.823755636371485
PCFlower,H,BRR,PCFlower.H,0.836553381655695
PCFlower,H,BRR,PCFlower.H,0.834765089920611
PCFlower,H,BRR,PCFlower.H,0.859236656304718
PCFlower,H,BRR,PCFlower.H,0.847784822446803
PCFlower,H,BRR,PCFlower.H,0.838581582868507
PCFlower,H,BRR,PCFlower.H,0.837475577719767
PCFlower,H,BRR,PCFlower.H,0.860447378317424
PCFlower,H,BRR,PCFlower.H,0.833202207298537
PCFlower,H,BRR,PCFlower.H,0.843253775447804
PCFlower,H,BRR,PCFlower.H,0.834112204726624
PCFlower,H,BRR,PCFlower.H,0.804900186209346
PCFlower,H,BRR,PCFlower.H,0.822799216363349
PCFlower,H,BRR,PCFlower.H,0.808012823531406
PCFlower,H,BRR,PCFlower.H,0.804126126827327
PCFlower,H,BRR,PCFlower.H,0.808233945752009
PCFlower,H,BRR,PCFlower.H,0.829379986744487
PCFlower,H,BRR,PCFlower.H,0.82390308816642
PCFlower,H,BRR,PCFlower.H,0.831660215358246
PCFlower,H,BRR,PCFlower.H,0.826489841615512
PCFlower,H,BRR,PCFlower.H,0.801869881929543
PCFlower,H,BRR,PCFlower.H,0.805488822738709
PCFlower,H,BRR,PCFlower.H,0.82650871237571
PCFlower,H,BRR,PCFlower.H,0.839101315119343
PCFlower,H,BRR,PCFlower.H,0.844304258780337
PCFlower,H,BRR,PCFlower.H,0.808063720351942
PCFlower,H,BRR,PCFlower.H,0.804960723182636
PCFlower,H,BRR,PCFlower.H,0.836069982481941
PCFlower,H,BRR,PCFlower.H,0.826516269917361
PCFlower,H,BRR,PCFlower.H,0.819432752969473
PCFlower,H,BRR,PCFlower.H,0.834943681992292
PCFlower,H,BRR,PCFlower.H,0.848176489853383
PCFlower,H,BRR,PCFlower.H,0.82678655100272
PCFlower,H,BRR,PCFlower.H,0.829894980305285
PCFlower,H,BRR,PCFlower.H,0.841603473730862
PCFlower,H,BRR,PCFlower.H,0.801860494361787
PCFlower,H,BRR,PCFlower.H,0.801792978112066
PCFlower,H,BRR,PCFlower.H,0.845075168069875
PCFlower,H,BRR,PCFlower.H,0.851714414422794
PCFlower,H,BRR,PCFlower.H,0.828419819191222
PCFlower,H,BRR,PCFlower.H,0.822514557857534
PCFlower,H,BRR,PCFlower.H,0.818853436616549
PCFlower,H,BRR,PCFlower.H,0.844822411878743
PCFlower,H,BRR,PCFlower.H,0.828971608603012
PCFlower,H,BRR,PCFlower.H,0.825745386918486
PCFlower,H,BRR,PCFlower.H,0.828007469271242
PCFlower,H,BRR,PCFlower.H,0.839258119431296
PCFlower,H,BRR,PCFlower.H,0.831559577791808
PCFlower,H,BRR,PCFlower.H,0.859684842387314
PCFlower,H,BRR,PCFlower.H,0.856304677970033
PCFlower,H,BRR,PCFlower.H,0.827762929945194
PCFlower,H,BRR,PCFlower.H,0.82799327606184
PCFlower,H,BRR,PCFlower.H,0.822376749692012
PCFlower,H,BRR,PCFlower.H,0.834687381190442
PCFlower,H,BRR,PCFlower.H,0.808180195556789
PCFlower,H,BRR,PCFlower.H,0.808706057963428
PCFlower,H,BRR,PCFlower.H,0.837522375225443
PCFlower,H,BRR,PCFlower.H,0.833325135413907
PCFlower,H,BRR,PCFlower.H,0.82172738851312
PCFlower,H,BRR,PCFlower.H,0.836910452992901
PCFlower,H,BRR,PCFlower.H,0.823899083425275
PCFlower,H,BRR,PCFlower.H,0.836712947399801
PCFlower,H,BRR,PCFlower.H,0.845211411077575
PCFlower,H,BRR,PCFlower.H,0.856112603910676
PCFlower,H,BRR,PCFlower.H,0.84221699901433
PCFlower,H,BRR,PCFlower.H,0.850264484402585
PCFlower,H,BRR,PCFlower.H,0.850052975354341
PCFlower,H,BRR,PCFlower.H,0.836227728088496
PCFlower,H,BRR,PCFlower.H,0.821379391935991
PCFlower,H,BRR,PCFlower.H,0.859059062630099
PCFlower,H,BRR,PCFlower.H,0.854676475703674
PCFlower,H,BRR,PCFlower.H,0.831699667830898
PCFlower,H,BRR,PCFlower.H,0.842935369461453
PCFlower,H,BRR,PCFlower.H,0.842645443461918
PCFlower,H,BRR,PCFlower.H,0.855220571239782
PCFlower,H,BRR,PCFlower.H,0.855890878629622
PCFlower,H,BRR,PCFlower.H,0.847320913631566
PCFlower,H,BRR,PCFlower.H,0.853769198181327
PCFlower,H,BRR,PCFlower.H,0.861192621857531
PCFlower,H,BRR,PCFlower.H,0.837060840091896
PCFlower,H,BRR,PCFlower.H,0.86650972008096
PCFlower,H,BRR,PCFlower.H,0.866301810829678
PCFlower,H,BRR,PCFlower.H,0.844152657845465
PCFlower,H,BRR,PCFlower.H,0.860720912189516
PCFlower,H,BRR,PCFlower.H,0.841549864431639
PCFlower,H,BRR,PCFlower.H,0.821254457916919
PCFlower,H,BRR,PCFlower.H,0.821211171927223
PCFlower,H,BRR,PCFlower.H,0.825875161362707
PCFlower,H,BRR,PCFlower.H,0.828002671401605
PCFlower,H,BRR,PCFlower.H,0.819649512859082
PCFlower,H,BRR,PCFlower.H,0.848479469339895
PCFlower,H,BRR,PCFlower.H,0.832452227366267
PCFlower,H,BRR,PCFlower.H,0.841812759605113
PCFlower,H,BRR,PCFlower.H,0.860508724717184
PCFlower,H,BRR,PCFlower.H,0.86343010623791
PCFlower,H,BRR,PCFlower.H,0.864275646562055
PCFlower,H,BRR,PCFlower.H,0.852852281768002
PCFlower,H,BRR,PCFlower.H,0.824202258891872
PCFlower,H,BRR,PCFlower.H,0.839823677172808
PCFlower,H,BRR,PCFlower.H,0.855188475300889
PCFlower,H,BRR,PCFlower.H,0.835086346293982
PCFlower,H,BRR,PCFlower.H,0.829077398523589
PCFlower,H,BRR,PCFlower.H,0.823171136585507
PCFlower,H,BRR,PCFlower.H,0.827096685993766
PCFlower,H,BRR,PCFlower.H,0.8471454178502
PCFlower,H,BRR,PCFlower.H,0.868465605992049
PCFlower,H,BRR,PCFlower.H,0.837188703900729
PCFlower,H,BRR,PCFlower.H,0.867576590157851
PCFlower,H,BRR,PCFlower.H,0.860635577848741
PCFlower,H,BRR,PCFlower.H,0.845870159420838
PCFlower,H,BRR,PCFlower.H,0.864904286828669
PCFlower,H,BRR,PCFlower.H,0.841002004057008
PCFlower,H,BRR,PCFlower.H,0.852975500814401
PCFlower,H,BRR,PCFlower.H,0.892307633483027
PCFlower,H,BRR,PCFlower.H,0.857183506811094
PCFlower,H,BRR,PCFlower.H,0.871971110603165
PCFlower,H,BRR,PCFlower.H,0.851200389184984
PCFlower,H,BRR,PCFlower.H,0.854837659266537
PCFlower,H,BRR,PCFlower.H,0.865010689139642
PCFlower,H,BRR,PCFlower.H,0.847163461797902
PCFlower,H,BRR,PCFlower.H,0.840942784098983
PCFlower,H,BRR,PCFlower.H,0.845030149603919
PCFlower,H,BRR,PCFlower.H,0.844525463811231
PCFlower,H,BRR,PCFlower.H,0.839524290324038
PCFlower,H,BRR,PCFlower.H,0.830058536262031
PCFlower,H,BRR,PCFlower.H,0.840803408633725
PCFlower,H,BRR,PCFlower.H,0.842980837077976
PCFlower,H,BRR,PCFlower.H,0.847527200158074
PCFlower,H,BRR,PCFlower.H,0.840401465061461
PCFlower,H,BRR,PCFlower.H,0.853261675332605
PCFlower,H,BRR,PCFlower.H,0.864405314889022
PCFlower,H,BRR,PCFlower.H,0.849270231872108
PCFlower,H,BRR,PCFlower.H,0.876780017033929
PCFlower,H,BRR,PCFlower.H,0.867828764183828
PCFlower,H,BRR,PCFlower.H,0.855583883975022
PCFlower,H,BRR,PCFlower.H,0.860016137749467
PCFlower,H,BRR,PCFlower.H,0.833605833100476
PCFlower,H,BRR,PCFlower.H,0.860974196199261
PCFlower,H,BRR,PCFlower.H,0.84732665731376
PCFlower,H,BRR,PCFlower.H,0.868994966834667
PCFlower,H,BRR,PCFlower.H,0.852794637217359
PCFlower,H,BRR,PCFlower.H,0.863678438109651
PCFlower,H,BRR,PCFlower.H,0.854290568776063
PCFlower,H,BRR,PCFlower.H,0.840901586187319
PCFlower,H,BRR,PCFlower.H,0.872318210703185
PCFlower,H,BRR,PCFlower.H,0.862351620321213
PCFlower,H,BRR,PCFlower.H,0.867876608555309
PCFlower,H,BRR,PCFlower.H,0.857824016178133
PCFlower,H,BRR,PCFlower.H,0.845726756644576
PCFlower,H,BRR,PCFlower.H,0.859117742147929
PCFlower,H,BRR,PCFlower.H,0.831529322241842
PCFlower,H,BRR,PCFlower.H,0.854019779032606
PCFlower,H,BRR,PCFlower.H,0.849693688597487
PCFlower,H,BRR,PCFlower.H,0.857348892957338
PCFlower,H,BRR,PCFlower.H,0.794608316191456
PCFlower,H,BRR,PCFlower.H,0.849402791941577
PCFlower,H,BRR,PCFlower.H,0.858339020256783
PCFlower,H,BRR,PCFlower.H,0.848192149049908
PCFlower,H,BRR,PCFlower.H,0.86032129921654
PCFlower,H,BRR,PCFlower.H,0.854456046145107
PCFlower,H,BRR,PCFlower.H,0.848088281340765
PCFlower,H,BRR,PCFlower.H,0.87030298923524
PCFlower,H,BRR,PCFlower.H,0.827376021177453
PCFlower,H,BRR,PCFlower.H,0.853684453104758
PCFlower,H,BRR,PCFlower.H,0.850065026425891
PCFlower,H,BRR,PCFlower.H,0.849694532198108
PCFlower,H,BRR,PCFlower.H,0.849706523338222
PCFlower,H,BRR,PCFlower.H,0.845166981301838
PCFlower,H,BRR,PCFlower.H,0.825893624702697
PCFlower,H,BRR,PCFlower.H,0.851371789301782
PCFlower,H,BRR,PCFlower.H,0.87435946766201
PCFlower,H,BRR,PCFlower.H,0.873074900842621
PCFlower,H,BRR,PCFlower.H,0.882187818918176
PCFlower,H,BRR,PCFlower.H,0.871197956965729
PCFlower,H,BRR,PCFlower.H,0.870002858493885
PCFlower,H,BRR,PCFlower.H,0.87866823344257
PCFlower,H,BRR,PCFlower.H,0.867785732149889
PCFlower,H,BRR,PCFlower.H,0.867571502548823
