"TRAIT","HCL","HCLTrait","Value"
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",65
"CPFlor","L","CPFlor.L",53
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",53
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",31
"CPFlor","L","CPFlor.L",53
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",70
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",31
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",31
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",26
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",48
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",75
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",65
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",63
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",48
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",63
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",56
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",39
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",42
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",48
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",38
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",63
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",26
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",31
"CPFlor","L","CPFlor.L",NA
"CPFlor","L","CPFlor.L",33
"CPFlor","L","CPFlor.L",65
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",63
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",59
"CPFlor","L","CPFlor.L",67
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",36
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",66
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",53
"CPFlor","L","CPFlor.L",63
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",48
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",54
"CPFlor","L","CPFlor.L",52
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",49
"CPFlor","L","CPFlor.L",65
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",75
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",70
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",41
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",43
"CPFlor","L","CPFlor.L",58
"CPFlor","L","CPFlor.L",65
"CPFlor","L","CPFlor.L",61
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",45
"CPFlor","L","CPFlor.L",57
"CPFlor","L","CPFlor.L",49
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",53
"CPFlor","C","CPFlor.C",53
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",41
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",31
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",31
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",35
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",41
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",31
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",34
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",45
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",60
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",33
"CPFlor","C","CPFlor.C",42
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",52
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",NA
"CPFlor","C","CPFlor.C",40
"CPFlor","C","CPFlor.C",39
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",46
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",55
"CPFlor","C","CPFlor.C",41
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",36
"CPFlor","C","CPFlor.C",26
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",35
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",41
"CPFlor","C","CPFlor.C",48
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",58
"CPFlor","C","CPFlor.C",43
"CPFlor","C","CPFlor.C",49
"CPFlor","C","CPFlor.C",57
"CPFlor","C","CPFlor.C",40
