Samples,CTallo.L,CTallo.C,CTallo.H,CPFlor.L,CPFlor.C,CPFlor.H,CBaya.L,CBaya.C,CBaya.H,CPTuber.L,CPTuber.C,CPTuber.H,CSTuber.L,CSTuber.C,CSTuber.H,CPulpa.L,CPulpa.C,CPulpa.H,CSPulpa.L,CSPulpa.C,CSPulpa.H,CPBrote.L,CPBrote.C,CPBrote.H,CSBrote.L,CSBrote.C,CSBrote.H
15061610,42,17,138,36,39,321,66,48,118,28,16,359,80,42,96,92,6,71,33,38,345,26,20,307,94,4,41
15061612,28,16,359,43,58,322,54,44,117,80,41,86,31,33,324,92,6,71,30,22,324,33,26,314,95,7,318
15061613,54,44,117,54,49,320,58,45,128,43,33,10,86,20,78,94,4,41,33,33,344,33,26,314,96,7,318
15061619,28,16,359,43,58,322,53,38,132,28,11,318,80,41,86,84,18,90,42,36,346,39,53,346,96,7,318
15061621,54,44,117,39,57,339,69,59,106,38,32,14,75,42,96,84,26,94,27,33,344,37,43,331,94,4,41
15061622,54,44,117,52,45,305,54,44,117,76,47,85,28,16,359,84,18,90,27,28,324,26,20,307,96,7,318
15061623,54,44,117,38,40,308,66,48,118,42,32,25,80,42,96,92,6,71,30,33,324,26,20,307,96,7,318
15061624,28,6,23,38,40,308,54,44,117,43,39,17,80,42,96,92,6,71,42,55,344,36,55,329,94,4,41
15061628,54,44,117,92,6,71,69,59,106,79,36,83,32,30,328,84,18,90,27,22,344,38,40,308,96,7,318
15061631,28,16,359,43,58,322,66,48,118,28,11,318,76,47,85,92,6,71,27,22,344,27,28,306,94,4,41
15061632,54,44,117,43,58,322,54,44,117,35,29,17,73,36,96,92,6,71,36,33,334,44,54,353,96,7,318
15061637,53,38,132,43,58,322,69,59,106,75,35,83,43,33,10,84,18,90,42,33,344,26,20,307,96,7,318
15061638,54,44,117,54,39,308,54,44,117,75,35,83,43,33,10,84,26,94,43,28,328,33,26,314,96,7,318
15061639,49,21,132,61,43,319,54,44,117,30,28,345,84,18,90,92,6,71,31,58,342,43,58,322,96,7,318
15061640,28,16,359,38,40,308,54,44,117,29,8,313,81,32,84,84,18,90,42,55,344,26,20,307,96,7,318
15061642,54,44,117,54,49,320,54,44,117,45,25,28,42,36,346,84,18,90,27,30,324,26,20,307,94,4,41
15061645,28,6,23,54,49,320,69,59,106,29,8,313,80,41,86,84,18,90,42,37,334,27,28,306,96,7,318
15061646,54,44,117,92,6,71,54,44,117,50,29,17,82,26,80,84,26,94,27,22,334,26,20,307,96,7,318
15061647,54,44,117,52,45,305,54,44,117,76,47,85,30,28,345,92,6,71,27,28,344,27,28,306,94,4,41
15061648,53,38,132,43,58,322,66,48,118,28,11,318,74,37,74,84,18,90,37,36,345,26,20,307,96,7,318
15061649,54,44,117,54,39,308,58,45,128,30,28,345,75,35,83,84,18,90,42,36,334,33,26,314,96,7,318
15061650,54,44,117,52,45,305,66,48,118,80,42,96,28,22,85,82,35,93,42,36,345,33,26,314,94,4,41
15061651,58,45,128,43,58,322,69,59,106,30,28,345,75,35,83,92,6,71,30,33,324,33,26,314,94,4,41
15061653,54,44,117,52,55,328,54,44,117,75,35,83,43,39,17,84,26,94,42,28,346,48,58,336,96,7,318
15061654,54,44,117,43,58,322,54,44,117,50,26,342,80,28,67,92,6,71,32,22,344,33,26,314,94,4,41
15061655,54,44,117,66,36,309,66,48,118,76,47,85,43,41,83,84,18,90,41,34,344,36,55,329,94,4,41
15061658,53,38,132,59,48,315,54,44,117,42,36,346,81,32,84,92,6,71,32,38,344,33,26,314,96,7,318
15061659,49,21,132,43,58,322,54,44,117,42,36,346,80,41,86,92,6,71,31,36,344,42,39,319,96,7,318
15061661,54,44,117,67,36,319,53,38,132,42,36,346,80,41,86,92,3,32,41,37,346,38,40,308,96,7,318
15061662,28,16,359,49,42,312,54,44,117,28,16,359,80,42,96,92,3,32,27,33,324,33,26,314,94,4,41
15061665,54,44,117,43,58,322,54,44,117,74,37,74,43,39,17,84,18,90,50,33,344,57,46,323,94,4,41
15061668,54,44,117,49,57,317,69,59,106,75,35,83,38,32,14,84,18,90,43,28,344,39,57,339,96,7,318
15061670,54,44,117,36,55,329,53,38,132,38,32,14,84,42,14,92,6,71,37,37,331,36,55,329,94,4,41
15061671,54,44,117,52,55,328,54,44,117,34,28,21,81,41,12,84,26,94,43,42,12,39,57,339,96,7,318
15061673,28,16,359,54,49,320,50,28,115,37,42,3,75,42,83,92,6,71,29,36,316,45,57,327,96,7,318
15061677,28,6,23,52,55,328,54,44,117,30,11,328,79,36,83,92,6,71,42,36,346,33,26,314,96,7,318
15061678,28,6,23,36,55,329,69,59,106,30,11,328,75,35,83,84,18,90,30,33,345,33,26,314,95,7,318
15061679,28,16,359,36,55,329,76,75,107,35,29,17,75,37,83,84,18,90,31,22,324,26,20,307,96,7,318
15061680,49,21,132,36,55,329,66,48,118,34,28,21,84,26,94,92,6,71,27,36,12,36,55,329,95,5,344
15061682,49,21,132,59,40,305,71,50,115,75,35,83,41,37,12,84,18,90,42,36,344,26,20,307,94,4,41
15061683,28,16,359,43,58,322,68,61,115,40,35,16,80,37,17,92,6,71,27,22,344,33,26,314,96,7,318
15061684,54,44,117,67,41,314,50,28,115,39,28,22,60,32,41,92,6,71,43,42,12,27,28,306,96,7,318
15061686,49,21,132,36,55,329,69,59,106,30,16,3,75,35,83,84,18,90,27,33,344,26,20,307,94,4,41
15061687,54,44,117,43,58,322,54,44,117,29,8,313,50,29,17,92,6,71,42,36,346,38,40,308,96,7,318
15061688,54,44,117,43,58,322,54,44,117,27,19,5,75,35,83,84,18,90,37,33,342,28,35,303,95,7,318
15061689,28,6,23,36,55,329,69,59,106,28,11,318,79,36,83,84,18,90,42,36,346,36,47,352,96,7,318
15061704,54,44,117,61,37,293,76,75,107,27,19,5,76,47,85,92,6,71,42,36,346,27,28,306,94,4,41
15061706,54,44,117,92,6,71,54,44,117,84,26,94,43,33,346,84,18,90,27,22,10,49,57,317,96,7,318
15061709,54,44,117,36,55,329,69,59,106,76,47,85,42,37,18,92,6,71,41,22,324,36,47,352,95,5,344
15061712,54,44,117,43,58,322,54,44,117,28,11,318,80,42,96,84,18,90,37,36,344,33,26,314,94,4,41
15061713,54,44,117,66,36,309,50,28,115,76,47,85,28,11,313,84,24,85,30,33,346,26,20,307,94,4,41
15061714,28,16,359,41,42,316,54,44,117,92,6,88,28,29,83,92,6,71,42,23,321,39,53,346,96,7,318
15061717,28,16,359,52,45,305,54,44,117,28,16,359,53,24,40,84,18,90,42,38,342,27,28,306,94,4,41
15061718,49,21,132,59,40,305,71,61,118,28,11,318,79,36,83,92,6,71,29,33,344,26,26,307,96,7,318
15061720,42,17,138,41,42,316,58,45,128,38,32,14,76,19,22,84,18,90,42,26,331,44,53,341,96,7,318
15061723,28,16,359,43,58,322,66,48,118,40,35,16,79,36,83,84,18,90,33,33,322,44,53,341,96,7,318
15061724,28,16,359,43,58,322,69,59,106,84,22,70,50,26,342,84,18,90,27,28,345,49,42,312,96,7,318
15061725,28,16,359,43,58,322,54,44,117,34,34,8,75,35,83,92,6,71,50,38,10,39,57,339,96,7,318
15061726,28,16,359,43,58,322,54,44,117,34,34,8,80,35,17,84,26,94,30,33,344,44,54,353,94,4,41
15061729,28,16,359,52,45,305,54,44,117,30,29,7,79,36,83,84,18,90,37,36,10,49,57,317,96,7,318
15061730,28,16,359,52,45,305,50,28,115,27,19,5,80,41,86,84,18,90,43,36,12,42,39,319,96,7,318
15061733,54,44,117,57,46,323,50,28,115,74,37,74,27,19,5,84,26,94,42,39,328,58,45,310,96,7,318
15061734,28,16,359,36,55,329,54,44,117,34,34,8,80,35,86,92,6,71,30,37,346,39,57,339,96,7,318
15061735,54,44,117,54,49,320,71,50,115,79,36,83,41,37,12,94,5,52,42,22,345,39,57,339,94,4,41
15061736,28,16,359,57,46,323,62,43,124,80,42,96,27,19,5,84,26,94,42,33,344,27,28,306,94,4,41
15061737,28,16,359,43,58,322,54,44,117,81,32,84,27,19,5,84,18,90,42,36,324,59,48,315,96,7,318
15061738,28,16,359,43,58,322,54,44,117,30,11,328,75,35,83,84,18,90,30,28,331,39,53,346,94,4,41
15061740,28,16,359,38,40,308,58,45,128,28,11,318,80,41,28,92,6,71,42,36,346,26,20,307,94,4,41
15061742,54,44,117,45,57,327,63,32,111,75,35,83,42,37,18,92,6,71,42,30,316,26,20,307,96,7,318
15061744,54,44,117,43,40,309,69,59,106,66,40,69,40,35,16,92,6,71,37,33,344,49,42,312,96,7,318
15061747,54,44,117,92,6,71,54,44,117,43,33,10,82,26,80,84,26,94,27,22,316,33,26,314,95,7,318
15061751,62,43,124,58,45,310,49,19,120,43,33,10,74,37,74,92,6,71,27,36,346,49,42,312,94,4,41
15061752,45,19,134,45,57,327,66,48,118,27,22,344,80,32,96,84,26,94,27,36,344,26,20,307,96,7,318
15061753,28,6,23,54,49,320,66,48,118,51,43,355,81,32,84,92,6,71,42,36,346,35,41,347,96,7,318
15061754,54,44,117,58,45,310,69,59,106,76,47,85,41,36,96,84,18,90,43,36,324,56,48,332,94,4,41
15061755,54,44,117,63,31,315,50,28,115,30,16,3,82,18,93,84,26,94,31,36,342,33,26,314,96,7,318
15061756,49,21,132,58,45,310,54,44,117,30,16,3,80,40,83,84,26,94,27,37,345,38,40,308,96,7,318
15061757,28,16,359,49,57,317,58,45,128,30,29,7,29,8,313,84,26,94,27,36,316,26,20,307,95,7,344
15061758,54,44,117,33,34,316,69,59,106,27,19,5,82,36,5,84,26,94,42,43,331,38,40,308,96,7,318
15061759,54,44,117,33,58,312,69,59,106,77,45,83,30,16,3,84,26,94,37,28,344,38,40,308,96,7,318
15061760,28,16,359,61,43,319,66,48,118,43,33,10,80,28,67,84,26,94,31,28,324,54,39,308,96,7,318
15061762,28,16,359,26,52,310,50,28,115,30,16,3,79,36,83,84,18,90,30,33,331,26,20,307,96,7,318
15061765,54,44,117,92,6,71,66,48,118,28,11,318,80,42,85,84,18,90,30,28,345,26,20,307,94,4,41
15061766,54,44,117,33,58,312,66,48,118,76,47,85,40,35,16,84,18,90,41,28,344,26,20,307,96,7,318
15061767,54,44,117,65,35,303,69,59,106,30,11,328,45,25,28,84,26,94,31,33,344,26,20,307,94,4,41
15061769,54,44,117,63,40,326,54,44,117,34,34,8,76,37,86,92,6,71,41,37,12,39,57,339,96,7,318
15061771,28,16,359,43,58,322,69,59,106,28,11,318,79,36,83,84,18,90,27,22,344,38,40,308,94,4,41
15061772,54,44,117,59,40,305,76,39,118,29,8,313,75,35,83,84,18,90,37,36,346,26,20,307,96,7,318
15061773,28,16,359,67,41,314,54,44,117,30,29,7,80,41,93,84,18,90,30,28,345,26,20,307,96,7,318
15061777,28,16,359,43,58,322,69,59,106,27,19,5,79,36,83,84,26,94,27,22,334,26,20,307,96,7,318
15061778,28,6,23,43,58,322,54,44,117,28,11,318,80,41,86,80,42,96,30,28,345,43,58,322,96,7,318
15061784,28,16,359,36,55,329,54,44,117,29,8,313,79,36,83,84,18,90,33,22,331,26,20,307,96,7,318
15061785,54,44,117,66,36,309,53,38,132,75,35,83,50,29,17,92,6,71,41,33,346,43,58,322,96,7,318
15061788,54,44,117,43,40,309,54,44,117,28,16,359,30,28,345,92,6,71,30,36,344,26,20,307,94,4,41
15061790,54,44,117,57,46,323,66,48,118,75,35,83,35,29,17,92,6,71,42,36,324,36,55,329,94,4,41
15061795,28,16,359,43,58,322,50,28,115,30,11,328,48,29,17,82,35,93,27,22,344,33,26,314,96,7,318
15061797,28,16,359,54,49,320,54,44,117,75,35,83,30,16,3,84,18,90,27,36,344,94,4,41,43,58,322
15061798,54,44,117,52,45,305,53,38,132,34,28,21,80,26,346,92,6,71,27,36,344,65,35,303,96,7,318
15061800,54,44,117,49,42,312,54,44,117,80,42,96,27,22,344,92,6,71,30,36,344,33,26,314,94,4,41
15061801,54,44,117,75,26,302,66,48,118,50,29,17,80,42,96,92,6,71,37,33,10,36,47,352,94,4,41
15061808,54,44,117,57,46,323,66,48,118,81,32,84,50,29,17,88,10,96,50,36,344,36,47,352,94,4,41
15061811,54,44,117,43,58,312,53,44,132,28,16,359,81,32,84,84,18,90,41,36,345,33,26,314,94,4,41
15061813,54,44,117,43,58,322,54,44,115,80,42,96,43,39,17,84,18,90,43,36,344,59,48,315,94,4,41
15061815,54,44,117,58,45,310,66,48,118,34,28,21,82,26,80,84,18,90,42,55,12,43,58,312,96,7,318
15061826,54,44,117,61,43,319,54,44,117,35,29,17,76,47,85,92,3,32,43,43,345,36,47,352,94,4,41
15061905,58,45,128,41,42,316,66,48,117,39,28,22,80,42,96,84,18,90,37,26,331,48,58,336,95,7,318
15061906,28,16,359,52,45,305,54,44,117,29,8,313,79,35,84,92,6,71,27,22,344,26,20,307,96,7,318
15061908,28,16,359,44,53,341,50,28,115,35,29,17,28,11,318,84,24,85,29,36,331,45,57,327,95,5,344
15061909,54,44,117,36,55,329,71,50,115,28,11,318,75,36,346,84,18,90,30,36,10,26,20,307,95,5,344
15061910,54,44,117,36,39,321,54,44,117,50,26,342,30,16,346,92,6,71,27,37,345,26,20,307,95,7,318
15061911,54,44,117,54,49,320,54,44,117,44,41,21,82,35,93,84,18,90,37,28,346,33,40,336,95,7,318
15061912,54,44,117,57,46,323,54,44,117,80,41,86,45,25,28,84,26,94,43,33,324,44,53,341,95,7,318
15061915,54,44,117,54,49,320,54,44,117,76,47,85,50,29,17,84,18,90,50,36,328,61,52,343,95,7,318
15061917,54,44,117,43,58,322,69,59,106,35,29,17,80,42,96,84,18,90,30,28,324,33,26,307,96,7,318
15061918,54,44,117,45,57,327,66,59,124,50,26,342,82,30,83,92,6,71,42,33,328,31,33,324,94,4,41
15061926,54,44,117,36,55,329,69,59,106,28,16,359,80,41,86,92,3,32,30,22,346,33,34,316,94,4,41
15061927,28,16,359,63,31,315,69,59,106,29,8,313,80,42,96,92,6,71,43,58,322,47,44,304,94,4,41
15061928,28,16,359,45,57,327,54,44,117,30,11,328,80,41,86,92,6,71,30,33,344,65,35,303,96,7,318
15061929,54,44,117,42,39,319,54,44,117,75,35,83,42,36,346,92,6,71,27,28,324,26,20,307,95,7,318
15061930,28,16,359,45,57,327,66,48,115,50,26,342,79,36,83,92,3,32,31,22,344,31,33,324,95,7,318
15061933,54,44,117,49,42,312,44,26,116,28,16,359,75,35,83,84,26,94,42,26,12,26,20,307,94,4,41
15061934,28,16,359,43,58,322,53,38,132,80,41,86,28,16,359,84,26,94,27,26,344,26,20,307,94,4,41
15061935,54,44,117,36,55,329,69,59,106,42,37,18,80,41,86,92,6,71,31,33,344,54,57,347,94,4,41
15061937,54,44,117,36,39,321,71,50,115,28,16,359,80,42,96,92,3,32,37,33,324,26,20,307,94,4,41
15061939,54,44,117,43,58,322,66,48,118,80,42,96,42,28,10,84,26,94,27,43,344,94,4,41,31,33,324
15061941,54,44,117,54,49,320,71,50,115,75,35,83,43,33,10,84,18,90,41,34,344,52,55,328,94,4,41
15061942,54,44,117,57,46,323,66,48,118,39,46,9,80,42,96,84,18,90,31,33,324,33,26,314,94,4,41
15061944,54,44,117,49,57,317,69,59,106,80,42,96,43,39,17,92,6,71,36,22,344,49,57,317,96,7,318
15061945,54,44,117,43,58,322,66,48,118,75,35,83,42,32,25,84,18,90,43,28,345,48,58,336,96,7,318
15061946,28,16,359,48,40,314,54,44,117,27,22,344,79,36,83,92,6,71,31,33,342,26,20,307,96,7,318
15061948,54,44,117,61,43,319,54,44,117,57,56,45,75,35,83,84,18,90,43,42,333,57,46,323,96,7,318
15061949,54,44,117,41,42,316,54,44,117,29,8,313,76,47,85,92,6,71,42,39,346,26,20,307,94,4,41
15061951,54,44,117,61,43,319,69,59,106,42,37,18,80,41,86,84,18,90,43,58,346,48,58,336,94,4,41
15061952,28,16,359,36,39,321,66,48,118,34,28,21,80,41,86,84,18,90,30,36,344,33,26,314,94,4,41
15061953,28,6,23,43,58,322,69,59,106,28,16,359,80,41,86,92,6,71,27,22,344,26,20,307,94,4,41
15061958,54,44,117,67,36,319,77,39,117,76,47,85,43,39,17,84,18,90,41,36,346,48,58,336,94,4,41
15061960,28,6,23,52,45,305,54,44,117,29,8,313,75,42,83,84,18,90,37,28,346,26,20,307,94,4,41
15061961,28,6,23,42,39,319,69,59,106,27,19,5,80,41,86,92,6,71,27,22,344,26,20,307,96,7,318
15061962,54,44,117,54,49,320,54,44,117,75,35,83,50,29,17,92,6,71,42,36,333,52,55,328,94,4,41
15061963,28,6,23,43,58,322,58,45,128,28,11,318,80,41,86,92,6,71,31,22,345,43,38,334,96,7,318
15061965,54,44,117,92,6,71,66,48,118,42,36,346,60,32,41,84,18,90,42,36,346,26,20,307,94,4,41
15061966,28,16,359,43,58,312,54,44,117,29,8,313,80,41,86,84,18,90,30,22,346,26,20,307,96,7,318
15061967,28,16,359,53,43,320,54,44,117,27,19,5,80,41,86,92,6,71,30,28,345,26,20,307,96,7,318
15061968,54,44,117,48,40,314,44,26,116,27,19,5,80,41,86,84,18,90,37,36,12,27,28,306,96,7,318
15062036,54,44,117,52,55,328,53,38,132,50,26,342,80,42,96,92,6,71,37,34,344,41,45,323,94,5,52
15062038,54,44,117,43,58,322,58,45,128,39,28,22,80,41,86,84,26,94,36,38,345,44,53,341,95,5,344
15062039,54,44,117,37,43,331,53,38,132,82,30,83,50,26,342,84,26,94,30,33,344,31,33,324,95,7,318
15062046,54,44,117,45,57,327,54,44,117,80,41,86,49,41,6,84,26,94,42,22,324,44,53,341,95,7,318
15062050,54,44,117,52,55,328,53,38,132,75,35,83,48,39,21,84,18,90,42,22,333,27,20,307,96,7,318
15062051,54,44,117,36,55,329,54,44,117,40,35,16,80,41,86,84,26,94,31,34,344,62,50,338,96,7,318
15062067,54,44,117,45,57,327,69,59,106,80,42,96,42,37,18,92,6,71,41,23,344,39,53,346,94,4,41
15062069,28,16,359,31,33,324,54,44,117,28,11,318,27,19,5,84,26,94,33,34,316,26,20,307,96,7,318
15062071,54,44,117,88,10,96,53,38,132,60,32,41,50,26,342,84,18,90,30,28,346,26,20,307,95,7,318
15062080,54,44,117,43,58,322,54,44,117,76,47,85,42,36,346,84,18,90,32,33,324,57,46,323,96,7,318
15062092,54,44,117,48,40,314,53,38,132,35,29,17,28,11,318,92,6,71,27,39,334,27,28,306,94,4,41
15062094,28,6,23,41,58,318,69,59,106,29,8,313,80,41,86,92,3,32,43,38,334,33,26,314,96,7,318
15062097,54,44,117,43,58,322,54,44,117,40,28,27,80,41,86,84,18,90,42,36,346,26,20,307,96,7,318
15062099,54,44,117,45,57,327,54,44,117,27,22,344,75,41,85,84,26,94,37,36,345,38,40,308,94,4,41
15062100,54,44,117,59,48,315,54,44,117,80,42,96,48,39,21,92,6,71,41,33,344,52,55,328,94,4,41
15062101,28,16,359,43,40,309,66,48,118,41,37,12,80,35,93,84,18,90,27,28,344,26,20,307,95,7,318
15062102,54,44,117,92,6,71,58,45,128,79,36,83,60,32,41,92,6,71,42,37,344,54,49,320,94,4,41
15062103,54,44,117,36,55,329,53,38,132,76,47,85,27,22,344,84,26,94,31,43,344,41,42,316,94,4,41
15062105,28,16,359,42,39,319,54,44,117,30,16,3,80,42,96,92,3,32,27,22,344,26,20,307,94,4,41
15062106,28,6,23,36,55,329,54,44,117,30,11,328,76,18,16,84,18,90,30,28,345,26,20,307,35,41,347
15062107,54,44,117,42,39,319,53,38,132,50,26,342,79,36,83,92,3,32,42,36,324,33,26,314,94,4,41
15062108,28,16,359,53,43,320,54,44,117,29,8,313,80,41,86,92,6,71,30,28,345,33,26,314,94,4,41
15062109,54,44,117,43,58,322,71,50,115,39,28,22,76,47,85,84,18,90,30,28,345,56,48,332,94,4,41
15062111,28,16,359,43,58,322,53,38,132,62,33,349,28,22,342,84,26,94,27,26,344,26,20,307,96,7,318
15062112,28,16,359,43,58,322,69,59,106,45,42,0,80,41,86,92,3,32,27,22,344,26,20,307,94,4,41
15062114,28,16,359,43,58,322,71,50,115,76,47,85,29,8,313,84,18,90,29,37,344,54,39,308,96,7,318
15062117,54,44,117,43,58,322,66,48,118,38,32,14,84,24,85,84,18,90,41,36,10,39,57,339,96,7,318
15062118,54,44,117,59,48,315,66,48,118,38,32,14,75,35,83,84,18,90,42,43,10,39,57,339,94,4,41
15062122,28,6,23,31,33,324,66,48,118,29,8,313,80,29,84,92,6,71,50,43,10,26,20,307,95,7,318
15062124,45,19,134,92,6,71,69,59,106,28,11,318,80,36,96,84,18,90,27,22,344,33,26,314,96,7,318
15062126,28,16,359,48,40,314,69,59,106,30,11,328,79,36,83,84,18,90,27,22,344,26,20,307,96,7,318
15062130,54,44,117,48,41,320,69,59,106,40,35,16,75,35,83,92,6,71,42,38,346,36,47,352,96,7,318
15062136,28,6,23,36,55,329,50,44,128,30,29,7,79,42,17,82,35,93,42,23,344,33,26,314,39,53,346
15062137,28,6,23,43,58,322,54,44,117,30,16,3,80,41,86,92,6,71,30,28,345,36,55,329,94,4,41
15062138,28,16,359,43,58,322,69,59,106,29,8,313,75,35,83,92,3,32,27,22,344,27,28,306,94,4,41
15062139,54,44,117,42,39,319,54,44,117,30,29,7,76,47,85,92,6,71,43,38,12,48,58,336,96,7,318
15062142,54,44,117,43,58,322,69,59,106,80,41,86,43,39,17,92,6,71,43,34,344,45,57,327,94,4,41
15062145,28,16,359,43,58,322,54,44,117,28,11,318,75,35,83,84,18,90,30,33,344,27,28,306,96,7,318
15062146,28,16,359,43,40,309,72,45,115,45,42,0,42,6,83,82,35,93,27,22,344,26,20,307,96,7,318
15062149,28,16,359,43,58,322,53,38,132,35,29,17,75,36,5,84,18,90,31,33,344,44,53,341,96,7,318
15062150,28,16,359,43,58,312,54,44,117,28,11,318,80,42,96,92,6,71,27,23,345,26,20,307,94,4,41
15062151,28,6,23,43,58,312,54,44,117,45,42,0,76,47,85,84,18,90,31,22,344,26,20,307,94,4,41
15062152,28,16,359,36,55,329,54,44,117,30,11,328,82,47,6,92,6,71,33,34,345,38,26,307,94,4,41
15062153,54,44,117,43,58,322,66,48,118,38,32,14,79,36,83,92,6,71,32,36,321,43,58,322,94,4,41
15062331,54,44,117,45,57,327,77,8,70,50,26,342,74,37,74,92,6,71,27,26,342,43,58,322,95,5,344
15062332,54,44,117,44,53,341,66,48,118,42,36,346,80,28,67,92,6,71,42,26,344,26,20,307,95,5,344
15062333,28,16,359,41,55,329,54,44,117,30,16,3,29,8,313,92,6,71,30,37,345,26,20,307,96,4,41
15062334,54,44,117,43,58,322,58,45,128,81,32,84,41,37,12,92,6,71,41,23,344,26,20,307,94,4,41
15062335,54,44,117,39,57,339,53,38,132,40,35,16,75,35,83,84,18,90,41,33,12,41,60,332,96,7,318
15062337,54,44,117,36,55,329,66,48,118,40,35,16,80,42,96,84,18,90,43,36,345,62,50,338,96,7,318
15062338,54,44,117,36,55,329,54,44,117,42,37,18,76,47,85,84,26,94,30,22,344,36,53,339,95,7,318
15062346,54,44,117,41,42,316,54,44,117,80,42,96,45,28,85,84,26,94,42,38,316,36,49,301,96,7,318
15062347,54,44,117,52,45,305,69,59,106,28,16,359,74,37,74,84,18,90,37,38,346,26,20,307,94,4,41
15062348,54,44,117,54,49,320,54,44,117,35,29,17,76,47,85,84,26,94,33,36,344,53,43,320,94,4,41
15062349,54,44,117,42,39,319,53,38,132,28,11,318,76,47,85,84,18,90,42,36,346,27,28,306,96,7,318
15062350,54,44,117,54,49,320,54,44,117,30,16,3,75,35,83,84,26,94,30,22,342,38,40,308,96,7,318
15062351,28,16,359,41,42,316,69,59,106,27,22,344,75,35,83,84,18,90,37,36,346,26,20,307,96,7,318
15062353,54,44,117,45,57,327,58,45,128,76,47,85,39,28,22,84,18,90,41,34,324,44,53,341,94,4,41
15062354,54,44,117,54,49,320,76,75,107,75,35,83,39,28,22,84,26,94,42,28,329,39,57,339,94,4,41
15062356,42,17,138,59,48,315,62,43,124,29,8,313,82,35,85,84,26,94,27,22,344,26,20,307,96,7,318
15062357,28,16,359,43,58,322,66,48,118,30,16,3,80,41,86,92,3,32,27,22,344,26,20,307,94,4,41
15062358,28,16,359,43,58,322,58,45,128,28,11,318,76,47,85,84,18,90,37,36,316,36,55,329,94,4,41
15062360,54,44,117,65,35,303,44,26,116,80,41,86,40,28,27,92,6,71,37,36,10,49,57,317,94,4,41
15062361,54,44,117,43,58,322,58,45,128,30,29,7,82,36,84,84,26,94,30,22,333,33,26,314,96,7,318
15062363,54,44,117,36,55,329,54,44,117,39,28,22,80,41,86,84,18,90,41,33,12,33,57,346,96,7,318
15062366,54,44,117,53,43,320,66,48,118,30,28,345,75,35,83,92,3,32,43,38,344,33,26,314,94,4,41
15062367,28,16,359,41,58,318,71,50,115,75,35,83,29,8,313,84,18,90,33,34,345,33,26,314,94,4,41
15062368,54,44,117,49,57,317,69,59,106,39,28,22,76,47,85,84,26,94,32,33,328,48,58,336,96,7,318
15062369,28,16,359,43,58,312,54,44,117,34,28,21,75,41,86,84,18,90,30,28,321,48,58,336,96,7,318
15062370,54,44,117,43,58,312,54,44,117,29,8,313,75,35,83,84,26,94,27,22,344,26,20,307,94,4,41
