"GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12953","4",66208806,0.239883291901949,0.62,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_31443","11",36343786,0.239883291901949,0.62,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_16258","4",11641080,0.245470891568503,0.61,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11137","6",55716119,0.251188643150958,0.6,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_52898","9",11180794,0.251188643150958,0.6,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_14274","1",75053929,0.257039578276886,0.59,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_19692","2",27349009,0.257039578276886,0.59,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34958","4",56187339,0.257039578276886,0.59,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_40858","9",58867551,0.257039578276886,0.59,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_20514","1",68614630,0.263026799189538,0.58,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_6748","4",62391020,0.263026799189538,0.58,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23740","5",487360,0.263026799189538,0.58,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12786","9",52719060,0.263026799189538,0.58,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_9413","1",88228894,0.275422870333817,0.56,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_17899","2",34459132,0.275422870333817,0.56,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7621","5",489095,0.275422870333817,0.56,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_28665","10",60022055,0.275422870333817,0.56,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_24535","12",59370296,0.275422870333817,0.56,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23739","5",487268,0.281838293126445,0.55,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_16274","9",48595830,0.281838293126445,0.55,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34017","4",67147687,0.288403150312661,0.54,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_13671","1",66548104,0.295120922666639,0.53,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12959","4",66197658,0.301995172040202,0.52,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23254","12",7260563,0.301995172040202,0.52,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7132","3",52915590,0.316227766016838,0.5,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_18945","8",45930362,0.316227766016838,0.5,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_5463","12",626115,0.316227766016838,0.5,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_30296","12",39466807,0.316227766016838,0.5,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_49042","1",10922797,0.323593656929628,0.49,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_11679","10",44620849,0.323593656929628,0.49,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_15388","11",42785949,0.323593656929628,0.49,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_17900","2",34459045,0.331131121482591,0.48,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_48808","4",53349146,0.331131121482591,0.48,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35997","4",67871626,0.331131121482591,0.48,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_48184","8",44057388,0.331131121482591,0.48,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_53273","11",10339933,0.331131121482591,0.48,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_54624","0",20391837,0.338844156139203,0.47,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_52057","5",20205444,0.338844156139203,0.47,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34866","4",65070135,0.346736850452532,0.46,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_216","9",36014044,0.346736850452532,0.46,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_30297","11",44107450,0.346736850452532,0.46,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_40879","9",58749360,0.354813389233575,0.45,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_13482","7",46355721,0.363078054770101,0.44,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_39083","9",1248924,0.363078054770101,0.44,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12945","4",55649379,0.371535229097173,0.43,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12958","4",66207275,0.371535229097173,0.43,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_38274","10",44206770,0.371535229097173,0.43,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_21332","0",21225651,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_54811","1",52996601,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_40131","1",53444045,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7381","7",44327865,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34085","8",34629849,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_41396","10",46825111,0.380189396320561,0.42,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_24","1",85668664,0.389045144994281,0.41,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_39848","4",49170296,0.389045144994281,0.41,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7658","11",7019700,0.398107170553497,0.4,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12339","2",26161388,0.407380277804113,0.39,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_17896","2",34459585,0.407380277804113,0.39,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_39342","4",61680075,0.407380277804113,0.39,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_5774","6",50572507,0.407380277804113,0.39,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34203","11",46398899,0.407380277804113,0.39,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_4437","0",24387070,0.416869383470335,0.38,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_54060","6",48580498,0.416869383470335,0.38,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_22301","6",53614740,0.416869383470335,0.38,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_7958","12",3837083,0.416869383470335,0.38,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_13766","1",69151882,0.426579518801593,0.37,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_57254","3",52006651,0.426579518801593,0.37,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10563","4",68870646,0.426579518801593,0.37,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_25216","7",48573383,0.426579518801593,0.37,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_28228","7",52565452,0.426579518801593,0.37,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_46113","7",692528,0.436515832240166,0.36,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_5656","1",71751985,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_43736","4",61312752,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35592","6",30107444,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11935","7",6096223,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_33422","8",43959543,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_4925","11",43031943,0.457088189614875,0.34,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_50394","2",33594764,0.467735141287198,0.33,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_43748","4",61552296,0.467735141287198,0.33,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10802","4",68308218,0.467735141287198,0.33,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35590","6",29872194,0.467735141287198,0.33,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_27961","12",55744163,0.467735141287198,0.33,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_3484","4",68859403,0.478630092322638,0.32,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_46195","1",65753846,0.489778819368446,0.31,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_58","3",56927544,0.489778819368446,0.31,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_44335","8",42832139,0.489778819368446,0.31,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_56726","8",54701702,0.489778819368446,0.31,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_167","3",23274682,0.501187233627272,0.3,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_9695","2",21640872,0.512861383991365,0.29,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11391","4",58844620,0.512861383991365,0.29,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12015","5",48976718,0.512861383991365,0.29,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_5560","8",57530640,0.512861383991365,0.29,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_40745","12",47362541,0.512861383991365,0.29,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_48810","4",53315344,0.524807460249773,0.28,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10178","4",67145132,0.524807460249773,0.28,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_46708","7",4607422,0.524807460249773,0.28,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_53521","1",12643802,0.537031796370253,0.27,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_32415","2",21642493,0.537031796370253,0.27,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12957","4",66207413,0.537031796370253,0.27,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23832","5",783100,0.537031796370253,0.27,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23846","5",814688,0.537031796370253,0.27,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10855","7",9419615,0.549540873857625,0.26,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34202","11",46398893,0.549540873857625,0.26,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_4803","1",87065450,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_55199","2",33572556,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7139","3",37346461,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_164","3",58031464,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_16413","9",58589829,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_32790","10",5988843,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_40831","10",46445283,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_24454","12",59193947,0.562341325190349,0.25,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_4415","1",66521392,0.575439937337157,0.24,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_38938","2",26500723,0.575439937337157,0.24,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_31359","4",41356423,0.575439937337157,0.24,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_1486","9",30657636,0.575439937337157,0.24,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_6185","11",4232240,0.575439937337157,0.24,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_39080","9",1248777,0.588843655355589,0.23,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_1323","11",41159413,0.588843655355589,0.23,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_3868","1",72337941,0.602559586074358,0.22,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_30973","1",88257483,0.602559586074358,0.22,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34557","7",21039147,0.602559586074358,0.22,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_54204","8",3526746,0.602559586074358,0.22,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_1514","9",29700506,0.602559586074358,0.22,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_38551","2",45126593,0.616595001861482,0.21,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_36053","4",56746443,0.616595001861482,0.21,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_3074","6",57334590,0.616595001861482,0.21,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_26296","7",2496733,0.616595001861482,0.21,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_52704","1",9095607,0.630957344480193,0.2,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_55012","1",5654532,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7430","2",28963745,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_38552","2",45126722,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_11479","4",7767497,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11211","4",59858990,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12955","4",66207542,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10461","7",50712754,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_55124","9",29618178,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_34777","12",51975839,0.645654229034656,0.19,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_48155","1",7834894,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11290","1",87792873,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_1249","5",55144795,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_27863","6",35664111,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_16470","6",43205349,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_29282","8",21522650,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_681","9",36710524,0.660693448007596,0.18,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_35970","4",67668177,0.676082975391982,0.17,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10798","4",68309247,0.676082975391982,0.17,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_52070","5",1913182,0.676082975391982,0.17,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_56627","11",11020656,0.676082975391982,0.17,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_12305","2",26209472,0.691830970918937,0.16,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11363","4",58734459,0.691830970918937,0.16,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_53250","6",2343721,0.691830970918937,0.16,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_36833","7",3330903,0.691830970918937,0.16,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10457","7",50710645,0.691830970918937,0.16,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_6749","4",62367580,0.707945784384138,0.15,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11458","2",45124973,0.72443596007499,0.14,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_20333","3",47886232,0.72443596007499,0.14,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_45603","10",48971709,0.72443596007499,0.14,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_54589","13",39879940,0.72443596007499,0.14,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_10179","4",67145141,0.741310241300917,0.13,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_56794","6",21503828,0.741310241300917,0.13,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7040","6",53910471,0.741310241300917,0.13,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_12720","7",54318643,0.741310241300917,0.13,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_23713","0",389554,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_21682","2",24387770,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_7964","2",38139240,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_16718","4",47529897,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_11356","4",58789793,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_19584","4",64858220,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10617","4",68743219,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_36714","6",5921332,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_8037","12",3604993,0.758577575029184,0.12,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_44304","8",42730417,0.776247116628692,0.11,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_3962","9",4652421,0.776247116628692,0.11,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_1923","12",1556494,0.776247116628692,0.11,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_6674","0",28132116,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_4847","2",43151687,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_38556","4",63682892,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_10539","4",68952759,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_3146","6",5211425,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_16459","9",56104281,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_14636","9",56854426,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_14947","11",39858442,0.794328234724281,0.1,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_25560","3",46842107,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_27563","6",3628154,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_26008","7",51201220,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c2_44305","8",42730406,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_2319","9",34137871,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
0.797,"CPTuber.H",0.797,"GWASpoly","additive",0.996,"c1_6556","9",63031605,0.812830516164099,0.09,4.9,FALSE,108,0,0.996
